date,Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2017 election),Grn (to 2017 election) (low),Grn (to 2017 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),Reform (poll)
2014-02-07,34.48,28.67,39.72,,,,,,,,,,,,,41.47,35.27,46.71,,,,,,,,,,,,,12.53,4.8,18.15,,,,,,,,,,,,,8.04,0.82,13.87,,,,2.99,-2.58,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-08,34.45,28.68,39.71,,,,,,,,,,,,,41.44,35.27,46.7,,,,,,,,,,,,,12.57,4.83,18.14,,,,,,,,,,,,,8.07,0.85,13.87,,,,2.98,-2.58,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-09,34.43,28.68,39.7,,,,,,,,,,,,,41.41,35.27,46.68,,,,,,,,,,,,,12.6,4.85,18.18,,,,,,,,,,,,,8.11,0.9,13.86,,,,2.96,-2.58,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-10,34.4,28.68,39.69,,,,,,,,,,,,,41.38,35.27,46.66,,,,,,,,,,,,,12.64,4.88,18.19,,,,,,,,,,,,,8.15,0.96,13.85,,,,2.95,-2.59,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-11,34.38,28.67,39.71,,,,,,,,,,,,,41.34,35.27,46.66,,,,,,,,,,,,,12.67,4.92,18.17,,,,,,,,,,,,,8.19,1.04,13.84,,,,2.95,-2.61,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-12,34.35,28.61,39.71,,,,,,,,,,,,,41.3,35.27,46.62,,,,,,,,,,,,,12.69,4.97,18.16,,,,,,,,,,,,,8.23,1.08,13.85,,,,2.94,-2.61,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-13,34.33,28.55,39.66,,,,,,,,,,,,,41.26,35.27,46.54,,,,,,,,,,,,,12.72,5.03,18.17,,,,,,,,,,,,,8.28,1.11,13.88,,,,2.93,-2.62,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-14,34.3,28.51,39.57,,,,,,,,,,,,,41.22,35.27,46.42,,,,,,,,,,,,,12.75,5.08,18.18,,,,,,,,,,,,,8.33,1.16,13.91,,,,2.93,-2.64,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-15,34.27,28.48,39.48,,,,,,,,,,,,,41.17,35.27,46.39,,,,,,,,,,,,,12.77,5.11,18.16,,,,,,,,,,,,,8.38,1.28,13.96,,,,2.93,-2.67,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-16,34.25,28.49,39.47,,,,,,,,,,,,,41.12,35.27,46.35,,,,,,,,,,,,,12.79,5.15,18.14,,,,,,,,,,,,,8.44,1.49,14.03,,,,2.93,-2.69,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-17,34.22,28.55,39.45,,,,,,,,,,,,,41.07,35.27,46.31,,,,,,,,,,,,,12.81,5.21,18.11,,,,,,,,,,,,,8.49,1.6,14.09,,,,2.93,-2.72,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-18,34.19,28.6,39.43,,,,,,,,,,,,,41.01,35.27,46.25,,,,,,,,,,,,,12.83,5.35,18.11,,,,,,,,,,,,,8.55,1.87,14.13,,,,2.93,-2.73,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-19,34.16,28.62,39.4,,,,,,,,,,,,,40.96,35.26,46.14,,,,,,,,,,,,,12.84,5.55,18.1,,,,,,,,,,,,,8.61,2.13,14.09,,,,2.93,-2.74,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-20,34.13,28.53,39.35,,,,,,,,,,,,,40.9,35.22,46.02,,,,,,,,,,,,,12.85,5.75,18.0,,,,,,,,,,,,,8.67,2.31,14.12,,,,2.94,-2.75,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-21,34.1,28.44,39.29,,,,,,,,,,,,,40.83,35.2,45.86,,,,,,,,,,,,,12.87,5.82,17.89,,,,,,,,,,,,,8.74,2.3,14.16,,,,2.94,-2.83,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-22,34.07,28.33,39.2,,,,,,,,,,,,,40.77,35.19,45.75,,,,,,,,,,,,,12.88,5.97,17.9,,,,,,,,,,,,,8.81,2.29,14.09,,,,2.95,-2.9,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-23,34.04,28.26,39.09,,,,,,,,,,,,,40.7,35.18,45.62,,,,,,,,,,,,,12.89,6.16,17.84,,,,,,,,,,,,,8.87,2.28,14.03,,,,2.96,-2.92,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-24,34.01,28.24,38.98,,,,,,,,,,,,,40.64,35.17,45.47,,,,,,,,,,,,,12.89,6.3,17.77,,,,,,,,,,,,,8.94,2.27,13.95,,,,2.97,-2.94,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-25,33.98,28.27,38.92,,,,,,,,,,,,,40.57,35.13,45.44,,,,,,,,,,,,,12.9,6.36,17.83,,,,,,,,,,,,,9.01,2.27,13.87,,,,2.98,-2.76,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-26,33.95,28.24,38.94,,,,,,,,,,,,,40.5,35.03,45.43,,,,,,,,,,,,,12.91,6.36,17.87,,,,,,,,,,,,,9.08,2.25,13.81,,,,2.99,-2.76,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-27,33.92,28.23,38.95,,,,,,,,,,,,,40.43,34.97,45.39,,,,,,,,,,,,,12.91,6.25,17.72,,,,,,,,,,,,,9.16,2.3,13.9,,,,3.0,-2.75,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,33.89,28.23,38.93,,,,,,,,,,,,,40.35,35.03,45.31,,,,,,,,,,,,,12.91,6.18,17.57,,,,,,,,,,,,,9.23,2.55,13.99,,,,3.01,-2.75,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-01,33.86,28.23,38.78,,,,,,,,,,,,,40.28,34.97,45.23,,,,,,,,,,,,,12.92,6.12,17.63,,,,,,,,,,,,,9.3,2.63,14.09,,,,3.03,-2.75,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-02,33.83,28.23,38.77,,,,,,,,,,,,,40.21,34.94,45.12,,,,,,,,,,,,,12.92,6.08,17.66,,,,,,,,,,,,,9.38,2.6,14.17,,,,3.04,-2.81,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-03,33.8,28.23,38.72,,,,,,,,,,,,,40.14,34.9,45.05,,,,,,,,,,,,,12.92,5.99,17.71,,,,,,,,,,,,,9.45,2.6,14.29,,,,3.06,-2.82,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-04,33.78,28.2,38.73,,,,,,,,,,,,,40.06,34.86,44.99,,,,,,,,,,,,,12.92,6.06,17.92,,,,,,,,,,,,,9.52,2.68,14.28,,,,3.07,-2.84,8.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-05,33.75,28.08,38.69,,,,,,,,,,,,,39.99,34.82,44.76,,,,,,,,,,,,,12.91,6.0,17.95,,,,,,,,,,,,,9.59,2.8,14.27,,,,3.09,-2.98,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-06,33.72,28.03,38.61,,,,,,,,,,,,,39.92,34.61,44.63,,,,,,,,,,,,,12.91,5.94,17.82,,,,,,,,,,,,,9.66,2.8,14.36,,,,3.1,-3.19,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-07,33.69,27.88,38.42,,,,,,,,,,,,,39.85,34.45,44.52,,,,,,,,,,,,,12.91,5.87,17.89,,,,,,,,,,,,,9.73,2.81,14.44,,,,3.12,-3.33,8.14,,,,,,,,,,,,,,,,,,,,,,33.0,40.0,15.0,10.0,2.0,
2014-03-08,33.67,27.64,38.35,,,,,,,,,,,,,39.79,34.24,44.46,,,,,,,,,,,,,12.9,5.81,17.98,,,,,,,,,,,,,9.8,2.84,14.44,,,,3.13,-3.29,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-09,33.64,27.41,38.31,,,,,,,,,,,,,39.72,34.02,44.36,,,,,,,,,,,,,12.9,5.75,18.05,,,,,,,,,,,,,9.86,2.82,14.64,,,,3.15,-3.18,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-10,33.62,27.45,38.4,,,,,,,,,,,,,39.66,33.81,44.19,,,,,,,,,,,,,12.89,5.7,18.11,,,,,,,,,,,,,9.92,2.83,14.8,,,,3.16,-3.08,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-11,33.6,27.51,38.45,,,,,,,,,,,,,39.6,33.64,44.12,,,,,,,,,,,,,12.89,5.67,18.14,,,,,,,,,,,,,9.98,2.82,14.82,,,,3.18,-2.98,8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-12,33.58,27.57,38.44,,,,,,,,,,,,,39.54,33.58,44.06,,,,,,,,,,,,,12.88,5.58,18.16,,,,,,,,,,,,,10.04,2.79,14.82,,,,3.2,-2.88,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-13,33.56,27.63,38.52,,,,,,,,,,,,,39.48,33.36,43.98,,,,,,,,,,,,,12.87,5.44,18.18,,,,,,,,,,,,,10.09,2.78,14.89,,,,3.21,-2.85,8.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-14,33.54,27.68,38.56,,,,,,,,,,,,,39.43,33.18,43.97,,,,,,,,,,,,,12.86,5.32,18.32,,,,,,,,,,,,,10.14,2.78,14.99,,,,3.23,-2.84,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-15,33.53,27.74,38.49,,,,,,,,,,,,,39.38,33.02,43.94,,,,,,,,,,,,,12.85,5.2,18.45,,,,,,,,,,,,,10.19,2.78,15.21,,,,3.24,-2.83,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-16,33.51,27.7,38.41,,,,,,,,,,,,,39.33,32.85,43.92,,,,,,,,,,,,,12.83,5.15,18.52,,,,,,,,,,,,,10.23,2.78,15.27,,,,3.26,-2.82,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-17,33.5,27.61,38.41,,,,,,,,,,,,,39.29,32.69,43.9,,,,,,,,,,,,,12.82,5.15,18.55,,,,,,,,,,,,,10.27,2.78,15.34,,,,3.28,-2.81,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-18,33.49,27.52,38.43,,,,,,,,,,,,,39.25,32.56,43.91,,,,,,,,,,,,,12.8,5.15,18.55,,,,,,,,,,,,,10.31,2.78,15.39,,,,3.29,-2.81,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-19,33.48,27.45,38.45,,,,,,,,,,,,,39.22,32.47,43.96,,,,,,,,,,,,,12.79,5.15,18.57,,,,,,,,,,,,,10.34,2.78,15.42,,,,3.31,-2.79,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-20,33.48,27.39,38.47,,,,,,,,,,,,,39.18,32.38,44.01,,,,,,,,,,,,,12.77,5.15,18.57,,,,,,,,,,,,,10.37,2.78,15.45,,,,3.32,-2.79,8.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-21,33.47,27.35,38.48,,,,,,,,,,,,,39.15,32.31,44.07,,,,,,,,,,,,,12.75,5.15,18.64,,,,,,,,,,,,,10.39,2.78,15.47,,,,3.34,-2.78,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-22,33.47,27.34,38.5,,,,,,,,,,,,,39.13,32.26,44.12,,,,,,,,,,,,,12.73,5.15,18.71,,,,,,,,,,,,,10.42,2.78,15.49,,,,3.36,-2.77,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-23,33.47,27.33,38.51,,,,,,,,,,,,,39.11,32.23,44.16,,,,,,,,,,,,,12.7,5.15,18.78,,,,,,,,,,,,,10.43,2.78,15.5,,,,3.37,-2.76,8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-24,33.47,27.32,38.52,,,,,,,,,,,,,39.09,32.21,44.2,,,,,,,,,,,,,12.68,5.15,18.81,,,,,,,,,,,,,10.45,2.78,15.52,,,,3.39,-2.75,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-25,33.47,27.31,38.53,,,,,,,,,,,,,39.07,32.19,44.21,,,,,,,,,,,,,12.66,5.14,18.81,,,,,,,,,,,,,10.46,2.78,15.53,,,,3.4,-2.78,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-26,33.48,27.31,38.53,,,,,,,,,,,,,39.06,32.19,44.23,,,,,,,,,,,,,12.63,5.14,18.8,,,,,,,,,,,,,10.47,2.78,15.53,,,,3.42,-2.78,8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-27,33.48,27.31,38.53,,,,,,,,,,,,,39.04,32.19,44.24,,,,,,,,,,,,,12.6,5.14,18.79,,,,,,,,,,,,,10.48,2.78,15.53,,,,3.44,-2.77,8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-28,33.48,27.31,38.53,,,,,,,,,,,,,39.03,32.19,44.24,,,,,,,,,,,,,12.58,5.13,18.76,,,,,,,,,,,,,10.48,2.78,15.53,,,,3.45,-2.76,8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-29,33.49,27.23,38.77,,,,,,,,,,,,,39.02,32.08,44.32,,,,,,,,,,,,,12.55,5.15,18.83,,,,,,,,,,,,,10.49,4.23,15.77,,,,3.47,-2.77,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-30,33.49,28.21,38.03,,,,,,,,,,,,,39.01,33.72,43.6,,,,,,,,,,,,,12.53,6.33,18.26,,,,,,,,,,,,,10.49,5.21,15.03,,,,3.48,-2.52,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,33.5,28.21,38.04,,,,,,,,,,,,,39.0,33.68,43.6,,,,,,,,,,,,,12.5,6.33,18.26,,,,,,,,,,,,,10.5,5.21,15.04,,,,3.5,-2.54,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-01,33.51,28.2,38.05,,,,,,,,,,,,,38.99,33.65,43.6,,,,,,,,,,,,,12.47,6.33,18.26,,,,,,,,,,,,,10.51,5.2,15.04,,,,3.52,-2.54,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-02,33.51,28.2,38.05,,,,,,,,,,,,,38.98,33.6,43.59,,,,,,,,,,,,,12.45,6.33,18.26,,,,,,,,,,,,,10.51,5.2,15.05,,,,3.53,-2.56,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-03,33.52,28.2,38.06,,,,,,,,,,,,,38.97,33.57,43.59,,,,,,,,,,,,,12.42,6.33,18.26,,,,,,,,,,,,,10.52,5.2,15.06,,,,3.55,-2.57,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-04,33.52,28.2,38.05,,,,,,,,,,,,,38.96,33.53,43.58,,,,,,,,,,,,,12.39,6.33,18.25,,,,,,,,,,,,,10.52,5.2,15.05,,,,3.56,-2.57,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-05,33.53,28.19,38.05,,,,,,,,,,,,,38.95,33.49,43.58,,,,,,,,,,,,,12.37,6.33,18.25,,,,,,,,,,,,,10.53,5.19,15.04,,,,3.58,-2.55,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-06,33.53,28.19,38.03,,,,,,,,,,,,,38.94,33.45,43.57,,,,,,,,,,,,,12.34,6.33,18.24,,,,,,,,,,,,,10.53,5.19,15.03,,,,3.6,-2.53,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-07,33.54,28.19,38.02,,,,,,,,,,,,,38.92,33.41,43.57,,,,,,,,,,,,,12.31,6.33,18.24,,,,,,,,,,,,,10.54,5.19,15.02,,,,3.61,-2.51,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-08,33.54,28.16,38.0,,,,,,,,,,,,,38.91,33.36,43.56,,,,,,,,,,,,,12.28,6.33,18.24,,,,,,,,,,,,,10.54,5.17,15.0,,,,3.63,-2.49,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-09,33.55,28.14,37.99,,,,,,,,,,,,,38.9,33.31,43.56,,,,,,,,,,,,,12.25,6.33,18.23,,,,,,,,,,,,,10.55,5.14,14.99,,,,3.65,-2.46,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-10,33.56,28.12,37.98,,,,,,,,,,,,,38.89,33.27,43.56,,,,,,,,,,,,,12.22,6.33,18.19,,,,,,,,,,,,,10.56,5.12,14.98,,,,3.67,-2.44,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-11,33.56,28.09,37.96,,,,,,,,,,,,,38.88,33.23,43.55,,,,,,,,,,,,,12.19,6.33,18.15,,,,,,,,,,,,,10.56,5.09,14.96,,,,3.69,-2.41,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-12,33.57,28.05,37.95,,,,,,,,,,,,,38.86,33.17,43.55,,,,,,,,,,,,,12.16,6.33,18.12,,,,,,,,,,,,,10.57,5.05,14.95,,,,3.71,-2.39,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-13,33.58,27.99,37.95,,,,,,,,,,,,,38.85,33.12,43.55,,,,,,,,,,,,,12.12,6.33,18.12,,,,,,,,,,,,,10.58,4.99,14.95,,,,3.73,-2.36,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-14,33.58,27.94,37.96,,,,,,,,,,,,,38.83,33.05,43.54,,,,,,,,,,,,,12.09,6.33,18.12,,,,,,,,,,,,,10.58,4.94,14.96,,,,3.75,-2.33,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-15,33.59,27.88,37.96,,,,,,,,,,,,,38.82,33.0,43.54,,,,,,,,,,,,,12.05,6.33,18.12,,,,,,,,,,,,,10.59,4.88,14.96,,,,3.77,-2.31,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-16,33.6,27.82,37.96,,,,,,,,,,,,,38.8,32.94,43.53,,,,,,,,,,,,,12.01,6.28,18.12,,,,,,,,,,,,,10.6,4.82,14.96,,,,3.79,-2.27,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-17,33.61,27.76,37.96,,,,,,,,,,,,,38.79,32.86,43.53,,,,,,,,,,,,,11.97,6.27,18.12,,,,,,,,,,,,,10.61,4.76,14.96,,,,3.82,-2.24,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-18,33.61,27.69,37.96,,,,,,,,,,,,,38.77,32.79,43.52,,,,,,,,,,,,,11.93,6.26,18.12,,,,,,,,,,,,,10.61,4.69,14.96,,,,3.84,-2.21,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-19,33.62,27.62,37.96,,,,,,,,,,,,,38.75,32.72,43.52,,,,,,,,,,,,,11.88,6.19,18.12,,,,,,,,,,,,,10.62,4.62,14.96,,,,3.87,-2.18,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-20,33.63,27.55,37.97,,,,,,,,,,,,,38.73,32.64,43.51,,,,,,,,,,,,,11.83,6.09,18.12,,,,,,,,,,,,,10.63,4.55,14.97,,,,3.9,-2.22,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-21,33.64,27.48,37.97,,,,,,,,,,,,,38.71,32.55,43.51,,,,,,,,,,,,,11.79,6.0,18.12,,,,,,,,,,,,,10.64,4.48,14.97,,,,3.93,-2.27,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-22,33.65,27.42,37.97,,,,,,,,,,,,,38.69,32.46,43.5,,,,,,,,,,,,,11.73,5.9,18.12,,,,,,,,,,,,,10.65,4.42,14.97,,,,3.96,-2.33,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-23,33.66,27.44,38.03,,,,,,,,,,,,,38.67,32.36,43.5,,,,,,,,,,,,,11.68,5.76,18.12,,,,,,,,,,,,,10.66,4.44,15.03,,,,3.99,-2.4,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-24,33.67,27.47,38.13,,,,,,,,,,,,,38.65,32.25,43.51,,,,,,,,,,,,,11.63,5.54,18.12,,,,,,,,,,,,,10.67,4.47,15.13,,,,4.02,-2.46,8.2,,,,,,,,,,,,,,,,,,,,,,34.0,38.0,10.0,11.0,5.0,
2014-04-25,33.69,27.44,38.24,,,,,,,,,,,,,38.63,32.24,43.55,,,,,,,,,,,,,11.57,5.3,18.12,,,,,,,,,,,,,10.69,4.44,15.24,,,,4.06,-2.53,8.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-26,33.7,27.35,38.34,,,,,,,,,,,,,38.6,32.17,43.61,,,,,,,,,,,,,11.51,5.05,18.12,,,,,,,,,,,,,10.7,4.35,15.34,,,,4.1,-2.59,8.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-27,33.71,27.33,38.39,,,,,,,,,,,,,38.58,32.06,43.68,,,,,,,,,,,,,11.45,4.8,18.12,,,,,,,,,,,,,10.71,4.33,15.39,,,,4.13,-2.67,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-28,33.72,27.31,38.43,,,,,,,,,,,,,38.55,32.04,43.74,,,,,,,,,,,,,11.38,4.55,18.12,,,,,,,,,,,,,10.72,4.31,15.42,,,,4.17,-2.72,8.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-29,33.74,27.29,38.49,,,,,,,,,,,,,38.53,32.03,43.8,,,,,,,,,,,,,11.32,4.52,18.12,,,,,,,,,,,,,10.74,4.29,15.49,,,,4.21,-2.83,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30,33.75,27.28,38.53,,,,,,,,,,,,,38.5,32.02,43.88,,,,,,,,,,,,,11.25,4.5,18.12,,,,,,,,,,,,,10.75,4.28,15.53,,,,4.25,-2.93,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-01,33.76,27.27,38.56,,,,,,,,,,,,,38.47,32.0,43.95,,,,,,,,,,,,,11.18,4.46,18.12,,,,,,,,,,,,,10.76,4.27,15.56,,,,4.29,-3.03,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-02,33.78,27.26,38.6,,,,,,,,,,,,,38.44,32.01,44.03,,,,,,,,,,,,,11.11,4.44,18.12,,,,,,,,,,,,,10.78,4.26,15.6,,,,4.34,-3.13,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-03,33.79,27.25,38.64,,,,,,,,,,,,,38.41,31.94,44.11,,,,,,,,,,,,,11.04,4.42,18.12,,,,,,,,,,,,,10.79,4.25,15.64,,,,4.38,-3.24,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-04,33.81,27.21,38.69,,,,,,,,,,,,,38.39,31.86,44.19,,,,,,,,,,,,,10.96,4.4,18.12,,,,,,,,,,,,,10.81,4.21,15.69,,,,4.42,-3.32,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-05,33.82,27.16,38.73,,,,,,,,,,,,,38.36,31.78,44.28,,,,,,,,,,,,,10.89,4.35,18.12,,,,,,,,,,,,,10.82,4.16,15.73,,,,4.47,-3.42,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-06,33.84,27.1,38.83,,,,,,,,,,,,,38.33,31.69,44.37,,,,,,,,,,,,,10.82,4.25,18.12,,,,,,,,,,,,,10.84,4.1,15.83,,,,4.51,-3.5,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-07,33.85,27.04,38.93,,,,,,,,,,,,,38.3,31.61,44.46,,,,,,,,,,,,,10.74,4.23,18.12,,,,,,,,,,,,,10.85,4.04,15.93,,,,4.55,-3.59,9.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-08,33.87,27.0,39.02,,,,,,,,,,,,,38.27,31.53,44.56,,,,,,,,,,,,,10.67,4.22,18.12,,,,,,,,,,,,,10.87,4.0,16.02,,,,4.6,-3.64,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-09,33.88,26.94,39.11,,,,,,,,,,,,,38.24,31.45,44.64,,,,,,,,,,,,,10.6,4.21,18.12,,,,,,,,,,,,,10.88,3.94,16.11,,,,4.64,-3.65,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-10,33.89,26.88,39.19,,,,,,,,,,,,,38.21,31.37,44.73,,,,,,,,,,,,,10.53,4.19,18.12,,,,,,,,,,,,,10.89,3.88,16.19,,,,4.68,-3.66,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-11,33.91,26.83,39.28,,,,,,,,,,,,,38.19,31.33,44.81,,,,,,,,,,,,,10.47,4.18,18.12,,,,,,,,,,,,,10.91,3.83,16.28,,,,4.72,-3.67,9.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-12,33.92,26.78,39.36,,,,,,,,,,,,,38.16,31.32,44.9,,,,,,,,,,,,,10.4,4.17,18.12,,,,,,,,,,,,,10.92,3.78,16.36,,,,4.76,-3.68,9.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-13,33.93,26.73,39.43,,,,,,,,,,,,,38.14,31.31,44.97,,,,,,,,,,,,,10.34,4.1,18.12,,,,,,,,,,,,,10.93,3.73,16.43,,,,4.8,-3.69,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
