date,Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Ukip (to 2019 election),Ukip (to 2019 election) (low),Ukip (to 2019 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2017 election),Grn (to 2017 election) (low),Grn (to 2017 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (to 2015 election),SNP (to 2015 election) (low),SNP (to 2015 election) (high),SNP (to 2017 election),SNP (to 2017 election) (low),SNP (to 2017 election) (high),SNP (to 2019 election),SNP (to 2019 election) (low),SNP (to 2019 election) (high),SNP (to 2024 election),SNP (to 2024 election) (low),SNP (to 2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2014-12-06,15.32,14.0,16.29,,,,,,,,,,,,,25.52,24.45,26.52,,,,,,,,,,,,,4.78,3.71,5.76,,,,,,,,,,,,,4.76,3.59,6.47,,,,,,,2.52,1.2,3.52,,,,,,,,,,,,,45.98,43.79,47.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-07,15.3,13.9,16.29,,,,,,,,,,,,,25.52,24.41,26.52,,,,,,,,,,,,,4.78,3.72,5.82,,,,,,,,,,,,,4.75,3.56,6.51,,,,,,,2.54,1.15,3.55,,,,,,,,,,,,,45.99,43.66,47.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-08,15.26,13.8,16.27,,,,,,,,,,,,,25.53,24.36,26.53,,,,,,,,,,,,,4.78,3.72,5.86,,,,,,,,,,,,,4.73,3.51,6.74,,,,,,,2.56,1.2,3.66,,,,,,,,,,,,,45.98,43.6,47.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-09,15.23,13.71,16.23,,,,,,,,,,,,,25.55,24.28,26.53,,,,,,,,,,,,,4.78,3.73,5.9,,,,,,,,,,,,,4.73,3.51,6.63,,,,,,,2.58,1.22,3.67,,,,,,,,,,,,,45.97,43.51,47.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-10,15.19,13.62,16.18,,,,,,,,,,,,,25.58,24.25,26.52,,,,,,,,,,,,,4.77,3.71,5.89,,,,,,,,,,,,,4.73,3.5,6.54,,,,,,,2.6,1.21,3.71,,,,,,,,,,,,,45.95,43.46,47.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-11,15.15,13.54,16.16,,,,,,,,,,,,,25.63,24.34,26.59,,,,,,,,,,,,,4.75,3.7,5.89,,,,,,,,,,,,,4.73,3.48,6.59,,,,,,,2.61,1.23,3.73,,,,,,,,,,,,,45.92,43.42,47.5,,,,,,,,,,,,,,,,,,,,,,,,,16.0,27.0,3.0,3.0,3.0,47.0,,
2014-12-12,15.11,13.48,16.11,,,,,,,,,,,,,25.69,24.49,26.71,,,,,,,,,,,,,4.74,3.73,5.89,,,,,,,,,,,,,4.74,3.47,6.64,,,,,,,2.63,1.27,3.76,,,,,,,,,,,,,45.88,43.41,47.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-13,15.06,13.43,16.06,,,,,,,,,,,,,25.76,24.57,26.87,,,,,,,,,,,,,4.72,3.72,5.85,,,,,,,,,,,,,4.74,3.46,6.69,,,,,,,2.65,1.36,3.78,,,,,,,,,,,,,45.84,43.28,47.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-14,15.0,13.38,15.97,,,,,,,,,,,,,25.83,24.64,27.03,,,,,,,,,,,,,4.7,3.68,5.82,,,,,,,,,,,,,4.75,3.46,6.64,,,,,,,2.67,1.49,3.8,,,,,,,,,,,,,45.81,43.34,47.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-15,14.95,13.35,15.89,,,,,,,,,,,,,25.9,24.72,27.22,,,,,,,,,,,,,4.69,3.6,5.79,,,,,,,,,,,,,4.75,3.45,6.6,,,,,,,2.69,1.56,3.8,,,,,,,,,,,,,45.78,43.37,47.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,14.89,13.36,15.83,,,,,,,,,,,,,25.97,24.8,27.34,,,,,,,,,,,,,4.68,3.52,5.76,,,,,,,,,,,,,4.75,3.43,6.54,,,,,,,2.71,1.64,3.77,,,,,,,,,,,,,45.76,43.33,47.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,14.83,13.31,15.77,,,,,,,,,,,,,26.03,24.88,27.44,,,,,,,,,,,,,4.67,3.56,5.74,,,,,,,,,,,,,4.74,3.42,6.5,,,,,,,2.73,1.74,3.78,,,,,,,,,,,,,45.74,43.34,47.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,14.77,13.26,15.71,,,,,,,,,,,,,26.09,24.94,27.54,,,,,,,,,,,,,4.67,3.42,5.72,,,,,,,,,,,,,4.73,3.41,6.44,,,,,,,2.75,1.77,3.76,,,,,,,,,,,,,45.74,43.37,47.68,,,,,,,,,,,,,,,,,,,,,,,,,14.5,25.0,5.5,5.5,2.5,45.5,,
2014-12-19,14.71,13.2,15.64,,,,,,,,,,,,,26.14,24.97,27.61,,,,,,,,,,,,,4.66,3.41,5.7,,,,,,,,,,,,,4.72,3.35,6.4,,,,,,,2.77,1.8,3.74,,,,,,,,,,,,,45.73,43.44,47.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-20,14.65,13.19,15.59,,,,,,,,,,,,,26.18,24.96,27.65,,,,,,,,,,,,,4.67,3.45,5.69,,,,,,,,,,,,,4.7,3.3,6.35,,,,,,,2.79,1.88,3.72,,,,,,,,,,,,,45.74,43.55,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-21,14.6,13.16,15.53,,,,,,,,,,,,,26.22,25.0,27.68,,,,,,,,,,,,,4.67,3.49,5.68,,,,,,,,,,,,,4.69,3.24,6.33,,,,,,,2.81,1.97,3.71,,,,,,,,,,,,,45.75,43.6,47.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-22,14.55,13.16,15.51,,,,,,,,,,,,,26.25,24.99,27.74,,,,,,,,,,,,,4.67,3.5,5.69,,,,,,,,,,,,,4.67,3.19,6.27,,,,,,,2.83,2.01,3.7,,,,,,,,,,,,,45.76,43.66,48.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-23,14.5,13.17,15.47,,,,,,,,,,,,,26.27,24.95,27.83,,,,,,,,,,,,,4.68,3.5,5.69,,,,,,,,,,,,,4.65,3.18,6.2,,,,,,,2.85,2.08,3.67,,,,,,,,,,,,,45.77,43.71,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-24,14.46,13.17,15.43,,,,,,,,,,,,,26.29,24.98,27.85,,,,,,,,,,,,,4.69,3.5,5.7,,,,,,,,,,,,,4.63,3.16,6.19,,,,,,,2.86,2.08,3.66,,,,,,,,,,,,,45.79,43.71,48.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-25,14.41,13.18,15.39,,,,,,,,,,,,,26.31,24.98,27.95,,,,,,,,,,,,,4.69,3.51,5.7,,,,,,,,,,,,,4.62,3.12,6.22,,,,,,,2.88,2.09,3.67,,,,,,,,,,,,,45.81,43.75,48.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26,14.37,13.18,15.33,,,,,,,,,,,,,26.33,24.99,27.96,,,,,,,,,,,,,4.7,3.53,5.7,,,,,,,,,,,,,4.6,3.07,6.24,,,,,,,2.9,2.09,3.66,,,,,,,,,,,,,45.83,43.7,48.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-27,14.33,13.18,15.32,,,,,,,,,,,,,26.35,25.0,28.0,,,,,,,,,,,,,4.71,3.54,5.69,,,,,,,,,,,,,4.58,3.03,6.25,,,,,,,2.91,2.11,3.67,,,,,,,,,,,,,45.84,43.63,48.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-28,14.3,13.19,15.29,,,,,,,,,,,,,26.37,25.03,28.06,,,,,,,,,,,,,4.71,3.53,5.68,,,,,,,,,,,,,4.55,2.98,6.25,,,,,,,2.93,2.13,3.66,,,,,,,,,,,,,45.86,43.56,48.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-29,14.26,13.19,15.25,,,,,,,,,,,,,26.4,25.05,28.12,,,,,,,,,,,,,4.71,3.52,5.7,,,,,,,,,,,,,4.53,2.95,6.19,,,,,,,2.96,2.16,3.67,,,,,,,,,,,,,45.87,43.49,48.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-30,14.24,13.19,15.22,,,,,,,,,,,,,26.43,25.07,28.19,,,,,,,,,,,,,4.72,3.52,5.69,,,,,,,,,,,,,4.5,2.91,6.15,,,,,,,2.98,2.21,3.66,,,,,,,,,,,,,45.88,43.42,48.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,14.21,13.22,15.19,,,,,,,,,,,,,26.46,25.08,28.26,,,,,,,,,,,,,4.72,3.53,5.69,,,,,,,,,,,,,4.47,2.87,6.14,,,,,,,3.01,2.26,3.7,,,,,,,,,,,,,45.88,43.36,48.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-01,14.19,13.21,15.17,,,,,,,,,,,,,26.5,25.13,28.32,,,,,,,,,,,,,4.71,3.53,5.69,,,,,,,,,,,,,4.43,2.84,6.13,,,,,,,3.04,2.32,3.72,,,,,,,,,,,,,45.88,43.3,48.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02,14.17,13.22,15.14,,,,,,,,,,,,,26.55,25.17,28.34,,,,,,,,,,,,,4.71,3.54,5.7,,,,,,,,,,,,,4.4,2.8,6.05,,,,,,,3.08,2.37,3.75,,,,,,,,,,,,,45.88,43.27,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-03,14.16,13.25,15.11,,,,,,,,,,,,,26.6,25.18,28.4,,,,,,,,,,,,,4.71,3.55,5.68,,,,,,,,,,,,,4.36,2.77,6.05,,,,,,,3.11,2.45,3.79,,,,,,,,,,,,,45.88,43.23,48.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-04,14.15,13.29,15.09,,,,,,,,,,,,,26.65,25.2,28.44,,,,,,,,,,,,,4.7,3.57,5.69,,,,,,,,,,,,,4.33,2.75,6.04,,,,,,,3.15,2.5,3.83,,,,,,,,,,,,,45.87,43.2,48.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,14.13,13.32,15.07,,,,,,,,,,,,,26.7,25.2,28.51,,,,,,,,,,,,,4.69,3.59,5.71,,,,,,,,,,,,,4.29,2.74,5.99,,,,,,,3.18,2.56,3.87,,,,,,,,,,,,,45.86,43.17,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,14.13,13.31,15.04,,,,,,,,,,,,,26.76,25.2,28.57,,,,,,,,,,,,,4.69,3.61,5.72,,,,,,,,,,,,,4.25,2.73,5.9,,,,,,,3.22,2.58,3.92,,,,,,,,,,,,,45.85,43.16,48.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,14.12,13.28,15.02,,,,,,,,,,,,,26.82,25.23,28.65,,,,,,,,,,,,,4.68,3.63,5.72,,,,,,,,,,,,,4.21,2.67,5.91,,,,,,,3.26,2.63,3.95,,,,,,,,,,,,,45.83,43.15,48.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08,14.12,13.29,15.0,,,,,,,,,,,,,26.89,25.25,28.72,,,,,,,,,,,,,4.67,3.64,5.71,,,,,,,,,,,,,4.17,2.65,5.9,,,,,,,3.3,2.66,3.98,,,,,,,,,,,,,45.82,43.18,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09,14.11,13.3,14.98,,,,,,,,,,,,,26.95,25.27,28.79,,,,,,,,,,,,,4.65,3.64,5.7,,,,,,,,,,,,,4.12,2.64,5.87,,,,,,,3.34,2.7,4.0,,,,,,,,,,,,,45.8,43.18,48.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-10,14.11,13.31,14.96,,,,,,,,,,,,,27.02,25.31,28.93,,,,,,,,,,,,,4.64,3.62,5.71,,,,,,,,,,,,,4.08,2.62,5.81,,,,,,,3.38,2.76,4.07,,,,,,,,,,,,,45.79,43.11,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-11,14.11,13.3,14.95,,,,,,,,,,,,,27.09,25.39,29.08,,,,,,,,,,,,,4.63,3.63,5.7,,,,,,,,,,,,,4.04,2.61,5.77,,,,,,,3.42,2.8,4.12,,,,,,,,,,,,,45.77,43.04,48.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12,14.11,13.28,14.98,,,,,,,,,,,,,27.16,25.47,29.17,,,,,,,,,,,,,4.61,3.62,5.69,,,,,,,,,,,,,3.99,2.59,5.79,,,,,,,3.46,2.84,4.22,,,,,,,,,,,,,45.75,43.03,48.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13,14.12,13.24,15.01,,,,,,,,,,,,,27.23,25.42,29.19,,,,,,,,,,,,,4.59,3.64,5.67,,,,,,,,,,,,,3.95,2.55,5.8,,,,,,,3.5,2.87,4.28,,,,,,,,,,,,,45.73,43.0,49.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14,14.13,13.21,15.03,,,,,,,,,,,,,27.31,25.47,29.22,,,,,,,,,,,,,4.58,3.63,5.66,,,,,,,,,,,,,3.9,2.52,5.73,,,,,,,3.54,2.89,4.32,,,,,,,,,,,,,45.71,42.86,48.93,,,,,,,,,,,,,,,,,,,,,,,,,14.0,31.0,3.0,7.0,3.0,41.0,,
2015-01-15,14.13,13.2,15.02,,,,,,,,,,,,,27.38,25.52,29.39,,,,,,,,,,,,,4.56,3.63,5.65,,,,,,,,,,,,,3.85,2.48,5.66,,,,,,,3.57,2.91,4.4,,,,,,,,,,,,,45.69,42.72,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-16,14.15,13.2,15.02,,,,,,,,,,,,,27.45,25.52,29.52,,,,,,,,,,,,,4.54,3.63,5.63,,,,,,,,,,,,,3.81,2.43,5.61,,,,,,,3.6,2.92,4.43,,,,,,,,,,,,,45.67,42.58,48.92,,,,,,,,,,,,,,,,,,,,,,,,,14.0,26.0,7.0,4.0,3.0,46.0,,
2015-01-17,14.16,13.16,15.05,,,,,,,,,,,,,27.52,25.56,29.54,,,,,,,,,,,,,4.52,3.59,5.61,,,,,,,,,,,,,3.76,2.38,5.52,,,,,,,3.63,2.95,4.44,,,,,,,,,,,,,45.66,42.49,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-18,14.17,13.18,15.07,,,,,,,,,,,,,27.59,25.58,29.71,,,,,,,,,,,,,4.5,3.61,5.56,,,,,,,,,,,,,3.72,2.37,5.49,,,,,,,3.66,2.96,4.49,,,,,,,,,,,,,45.64,42.42,48.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-19,14.19,13.15,15.06,,,,,,,,,,,,,27.65,25.57,29.75,,,,,,,,,,,,,4.48,3.6,5.54,,,,,,,,,,,,,3.67,2.34,5.4,,,,,,,3.68,2.98,4.52,,,,,,,,,,,,,45.63,42.39,49.02,,,,,,,,,,,,,,,,,,,,,,,,,12.0,24.0,4.0,1.0,4.0,52.0,,
2015-01-20,14.2,13.1,15.09,,,,,,,,,,,,,27.71,25.57,29.84,,,,,,,,,,,,,4.46,3.57,5.53,,,,,,,,,,,,,3.63,2.25,5.32,,,,,,,3.7,3.0,4.53,,,,,,,,,,,,,45.62,42.4,49.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-21,14.21,13.08,15.11,,,,,,,,,,,,,27.76,25.57,29.92,,,,,,,,,,,,,4.44,3.56,5.53,,,,,,,,,,,,,3.6,2.22,5.23,,,,,,,3.71,3.0,4.53,,,,,,,,,,,,,45.61,42.32,49.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-22,14.23,13.11,15.11,,,,,,,,,,,,,27.8,25.7,30.0,,,,,,,,,,,,,4.43,3.53,5.52,,,,,,,,,,,,,3.56,2.12,5.16,,,,,,,3.72,3.01,4.5,,,,,,,,,,,,,45.61,42.3,48.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-23,14.24,13.11,15.11,,,,,,,,,,,,,27.84,25.83,29.99,,,,,,,,,,,,,4.41,3.5,5.51,,,,,,,,,,,,,3.54,2.12,5.11,,,,,,,3.73,3.02,4.5,,,,,,,,,,,,,45.61,42.29,48.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-24,14.25,13.15,15.11,,,,,,,,,,,,,27.87,25.94,30.0,,,,,,,,,,,,,4.4,3.51,5.5,,,,,,,,,,,,,3.51,2.1,5.0,,,,,,,3.74,3.03,4.52,,,,,,,,,,,,,45.61,42.29,48.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-25,14.26,13.21,15.11,,,,,,,,,,,,,27.9,26.04,30.01,,,,,,,,,,,,,4.39,3.52,5.49,,,,,,,,,,,,,3.49,2.09,4.96,,,,,,,3.74,3.04,4.54,,,,,,,,,,,,,45.61,42.3,48.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-26,14.27,13.27,15.09,,,,,,,,,,,,,27.92,26.11,30.01,,,,,,,,,,,,,4.38,3.5,5.44,,,,,,,,,,,,,3.47,2.09,4.88,,,,,,,3.74,3.04,4.56,,,,,,,,,,,,,45.61,42.33,48.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-27,14.28,13.32,15.07,,,,,,,,,,,,,27.94,26.16,30.01,,,,,,,,,,,,,4.37,3.52,5.38,,,,,,,,,,,,,3.45,2.12,4.83,,,,,,,3.75,3.04,4.57,,,,,,,,,,,,,45.61,42.49,48.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-28,14.29,13.37,15.07,,,,,,,,,,,,,27.96,26.15,30.01,,,,,,,,,,,,,4.36,3.53,5.36,,,,,,,,,,,,,3.43,2.15,4.77,,,,,,,3.75,3.07,4.56,,,,,,,,,,,,,45.62,42.61,48.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-29,14.3,13.39,15.07,,,,,,,,,,,,,27.98,26.27,30.01,,,,,,,,,,,,,4.35,3.5,5.3,,,,,,,,,,,,,3.41,2.19,4.71,,,,,,,3.75,3.0,4.54,,,,,,,,,,,,,45.62,42.65,48.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-30,14.32,13.4,15.08,,,,,,,,,,,,,28.0,26.3,30.01,,,,,,,,,,,,,4.34,3.47,5.24,,,,,,,,,,,,,3.39,2.21,4.67,,,,,,,3.75,3.0,4.55,,,,,,,,,,,,,45.63,42.73,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-31,14.33,13.41,15.1,,,,,,,,,,,,,28.02,26.32,30.01,,,,,,,,,,,,,4.33,3.46,5.2,,,,,,,,,,,,,3.36,2.24,4.66,,,,,,,3.76,3.0,4.56,,,,,,,,,,,,,45.63,42.81,48.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-01,14.34,13.42,15.12,,,,,,,,,,,,,28.04,26.36,30.0,,,,,,,,,,,,,4.32,3.46,5.18,,,,,,,,,,,,,3.34,2.25,4.62,,,,,,,3.76,3.0,4.55,,,,,,,,,,,,,45.64,42.86,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-02,14.36,13.44,15.15,,,,,,,,,,,,,28.07,26.44,30.0,,,,,,,,,,,,,4.31,3.46,5.16,,,,,,,,,,,,,3.32,2.26,4.59,,,,,,,3.76,3.0,4.53,,,,,,,,,,,,,45.64,42.91,48.13,,,,,,,,,,,,,,,,,,,,,,,,,15.5,29.0,4.0,3.0,4.5,44.5,,
2015-02-03,14.38,13.46,15.16,,,,,,,,,,,,,28.09,26.49,29.99,,,,,,,,,,,,,4.3,3.47,5.12,,,,,,,,,,,,,3.29,2.27,4.51,,,,,,,3.77,3.0,4.51,,,,,,,,,,,,,45.65,42.97,48.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-04,14.41,13.51,15.19,,,,,,,,,,,,,28.11,26.56,29.93,,,,,,,,,,,,,4.28,3.48,5.07,,,,,,,,,,,,,3.26,2.28,4.45,,,,,,,3.77,3.0,4.48,,,,,,,,,,,,,45.65,43.06,48.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-05,14.44,13.58,15.19,,,,,,,,,,,,,28.13,26.64,29.86,,,,,,,,,,,,,4.27,3.49,5.02,,,,,,,,,,,,,3.23,2.29,4.37,,,,,,,3.77,3.0,4.46,,,,,,,,,,,,,45.66,43.11,47.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,14.48,13.65,15.19,,,,,,,,,,,,,28.16,26.71,29.85,,,,,,,,,,,,,4.25,3.51,4.97,,,,,,,,,,,,,3.2,2.3,4.28,,,,,,,3.76,3.0,4.47,,,,,,,,,,,,,45.66,43.19,47.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-07,14.52,13.69,15.21,,,,,,,,,,,,,28.18,26.75,29.84,,,,,,,,,,,,,4.23,3.52,4.94,,,,,,,,,,,,,3.17,2.31,4.19,,,,,,,3.76,3.0,4.47,,,,,,,,,,,,,45.67,43.28,47.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-08,14.57,13.78,15.23,,,,,,,,,,,,,28.2,26.79,29.72,,,,,,,,,,,,,4.22,3.51,4.9,,,,,,,,,,,,,3.14,2.33,4.11,,,,,,,3.75,3.0,4.44,,,,,,,,,,,,,45.68,43.37,47.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,14.62,13.89,15.26,,,,,,,,,,,,,28.22,26.86,29.68,,,,,,,,,,,,,4.2,3.52,4.83,,,,,,,,,,,,,3.11,2.38,4.04,,,,,,,3.73,3.0,4.39,,,,,,,,,,,,,45.68,43.43,47.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,14.68,13.97,15.3,,,,,,,,,,,,,28.23,26.9,29.64,,,,,,,,,,,,,4.18,3.53,4.81,,,,,,,,,,,,,3.08,2.39,3.94,,,,,,,3.72,3.0,4.4,,,,,,,,,,,,,45.68,43.43,47.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-11,14.74,14.03,15.38,,,,,,,,,,,,,28.25,26.92,29.58,,,,,,,,,,,,,4.17,3.52,4.8,,,,,,,,,,,,,3.06,2.4,3.88,,,,,,,3.7,3.0,4.36,,,,,,,,,,,,,45.69,43.42,47.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12,14.8,14.13,15.41,,,,,,,,,,,,,28.25,27.0,29.51,,,,,,,,,,,,,4.15,3.51,4.75,,,,,,,,,,,,,3.05,2.4,3.82,,,,,,,3.67,2.98,4.31,,,,,,,,,,,,,45.69,43.46,47.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,14.87,14.21,15.5,,,,,,,,,,,,,28.26,27.11,29.43,,,,,,,,,,,,,4.14,3.53,4.7,,,,,,,,,,,,,3.04,2.49,3.78,,,,,,,3.64,2.97,4.29,,,,,,,,,,,,,45.68,43.53,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-14,14.93,14.27,15.54,,,,,,,,,,,,,28.26,27.18,29.44,,,,,,,,,,,,,4.13,3.55,4.63,,,,,,,,,,,,,3.03,2.51,3.76,,,,,,,3.61,2.96,4.27,,,,,,,,,,,,,45.67,43.6,47.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-15,15.0,14.35,15.56,,,,,,,,,,,,,28.26,27.18,29.42,,,,,,,,,,,,,4.12,3.57,4.61,,,,,,,,,,,,,3.04,2.48,3.78,,,,,,,3.58,2.92,4.21,,,,,,,,,,,,,45.66,43.7,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-16,15.06,14.4,15.64,,,,,,,,,,,,,28.25,27.19,29.38,,,,,,,,,,,,,4.12,3.6,4.59,,,,,,,,,,,,,3.05,2.53,3.79,,,,,,,3.54,2.88,4.21,,,,,,,,,,,,,45.65,43.75,47.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,15.11,14.42,15.73,,,,,,,,,,,,,28.24,27.22,29.32,,,,,,,,,,,,,4.12,3.61,4.58,,,,,,,,,,,,,3.07,2.59,3.82,,,,,,,3.5,2.84,4.17,,,,,,,,,,,,,45.64,43.91,46.94,,,,,,,,,,,,,,,,,,,,,,,,,15.0,28.0,5.0,3.0,3.0,45.0,,
2015-02-18,15.17,14.52,15.8,,,,,,,,,,,,,28.23,27.23,29.3,,,,,,,,,,,,,4.12,3.63,4.6,,,,,,,,,,,,,3.09,2.59,3.87,,,,,,,3.46,2.78,4.11,,,,,,,,,,,,,45.62,43.92,46.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-19,15.21,14.55,15.88,,,,,,,,,,,,,28.21,27.23,29.29,,,,,,,,,,,,,4.12,3.61,4.61,,,,,,,,,,,,,3.12,2.59,3.95,,,,,,,3.42,2.75,4.07,,,,,,,,,,,,,45.6,43.96,46.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
