date,Con (pre-2010 election),Con (pre-2010 election) (low),Con (pre-2010 election) (high),Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (pre-2010 election),Lab (pre-2010 election) (low),Lab (pre-2010 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (pre-2010 election),LDem (pre-2010 election) (low),LDem (pre-2010 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Ukip (to 2019 election),Ukip (to 2019 election) (low),Ukip (to 2019 election) (high),Ukip (to 2024 election),Ukip (to 2024 election) (low),Ukip (to 2024 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2017 election),Grn (to 2017 election) (low),Grn (to 2017 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (to 2019 election),SNP (to 2019 election) (low),SNP (to 2019 election) (high),SNP (to 2024 election),SNP (to 2024 election) (low),SNP (to 2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (to 2019 election),PC (to 2019 election) (low),PC (to 2019 election) (high),PC (to 2024 election),PC (to 2024 election) (low),PC (to 2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2010-04-02,36.29,35.67,36.93,,,,,,,,,,,,,,,,29.49,28.74,30.17,,,,,,,,,,,,,,,,22.6,21.88,23.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,29.0,20.0,,,,,
2010-04-03,36.22,35.59,36.86,,,,,,,,,,,,,,,,29.41,28.68,30.1,,,,,,,,,,,,,,,,22.82,22.09,23.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,33.0,21.0,,,,,
2010-04-04,36.14,35.52,36.78,,,,,,,,,,,,,,,,29.33,28.63,30.03,,,,,,,,,,,,,,,,23.03,22.29,23.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-05,36.08,35.45,36.71,,,,,,,,,,,,,,,,29.26,28.55,29.96,,,,,,,,,,,,,,,,23.24,22.48,24.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,17.5,,,,,
2010-04-06,36.01,35.37,36.64,,,,,,,,,,,,,,,,29.18,28.48,29.88,,,,,,,,,,,,,,,,23.43,22.66,24.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,30.0,18.5,,,,,
2010-04-07,35.95,35.3,36.56,,,,,,,,,,,,,,,,29.12,28.42,29.82,,,,,,,,,,,,,,,,23.62,22.83,24.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8,30.0,20.8,,,,,
2010-04-08,35.9,35.23,36.5,,,,,,,,,,,,,,,,29.05,28.36,29.74,,,,,,,,,,,,,,,,23.79,23.0,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,29.0,20.0,,,,,
2010-04-09,35.85,35.18,36.46,,,,,,,,,,,,,,,,28.99,28.3,29.66,,,,,,,,,,,,,,,,23.96,23.15,24.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,20.0,,,,,
2010-04-10,35.8,35.15,36.41,,,,,,,,,,,,,,,,28.94,28.24,29.6,,,,,,,,,,,,,,,,24.11,23.29,25.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,31.7,18.0,,,,,
2010-04-11,35.76,35.11,36.38,,,,,,,,,,,,,,,,28.89,28.19,29.55,,,,,,,,,,,,,,,,24.26,23.44,25.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,30.7,20.0,,,,,
2010-04-12,35.72,35.08,36.34,,,,,,,,,,,,,,,,28.84,28.14,29.5,,,,,,,,,,,,,,,,24.4,23.58,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,30.8,19.5,,,,,
2010-04-13,35.68,35.05,36.32,,,,,,,,,,,,,,,,28.79,28.1,29.45,,,,,,,,,,,,,,,,24.54,23.72,25.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,30.6,21.4,,,,,
2010-04-14,35.64,35.0,36.29,,,,,,,,,,,,,,,,28.74,28.06,29.41,,,,,,,,,,,,,,,,24.66,23.87,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,32.0,18.0,,,,,
2010-04-15,35.6,34.95,36.24,,,,,,,,,,,,,,,,28.7,28.02,29.37,,,,,,,,,,,,,,,,24.79,23.98,25.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,30.0,24.5,,,,,
2010-04-16,35.57,34.9,36.21,,,,,,,,,,,,,,,,28.66,27.99,29.32,,,,,,,,,,,,,,,,24.91,24.09,25.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,28.0,30.0,,,,,
2010-04-17,35.53,34.87,36.19,,,,,,,,,,,,,,,,28.62,27.96,29.27,,,,,,,,,,,,,,,,25.02,24.21,25.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,28.3,30.0,,,,,
2010-04-18,35.5,34.84,36.16,,,,,,,,,,,,,,,,28.58,27.93,29.23,,,,,,,,,,,,,,,,25.14,24.34,26.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,27.3,30.3,,,,,
2010-04-19,35.46,34.81,36.13,,,,,,,,,,,,,,,,28.54,27.9,29.19,,,,,,,,,,,,,,,,25.25,24.46,26.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,26.2,30.0,,,,,
2010-04-20,35.42,34.78,36.08,,,,,,,,,,,,,,,,28.5,27.86,29.15,,,,,,,,,,,,,,,,25.36,24.59,26.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,26.2,31.0,,,,,
2010-04-21,35.39,34.75,36.04,,,,,,,,,,,,,,,,28.47,27.83,29.11,,,,,,,,,,,,,,,,25.48,24.69,26.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,27.0,31.0,,,,,
2010-04-22,35.35,34.72,36.01,,,,,,,,,,,,,,,,28.43,27.79,29.08,,,,,,,,,,,,,,,,25.59,24.82,26.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,29.0,28.0,,,,,
2010-04-23,35.31,34.69,35.99,,,,,,,,,,,,,,,,28.39,27.75,29.04,,,,,,,,,,,,,,,,25.71,24.94,26.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,27.8,28.0,,,,,
2010-04-24,35.26,34.66,35.95,,,,,,,,,,,,,,,,28.35,27.71,29.0,,,,,,,,,,,,,,,,25.83,25.05,26.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,27.0,29.0,,,,,
2010-04-25,35.22,34.62,35.9,,,,,,,,,,,,,,,,28.31,27.66,28.95,,,,,,,,,,,,,,,,25.95,25.15,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,28.0,30.3,,,,,
2010-04-26,35.17,34.59,35.84,,,,,,,,,,,,,,,,28.27,27.61,28.92,,,,,,,,,,,,,,,,26.07,25.28,26.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,26.0,29.2,,,,,
2010-04-27,35.12,34.53,35.78,,,,,,,,,,,,,,,,28.23,27.56,28.87,,,,,,,,,,,,,,,,26.19,25.42,27.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,28.0,28.0,,,,,
2010-04-28,35.07,34.46,35.72,,,,,,,,,,,,,,,,28.19,27.5,28.82,,,,,,,,,,,,,,,,26.32,25.57,27.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,27.0,31.0,,,,,
2010-04-29,35.02,34.4,35.65,,,,,,,,,,,,,,,,28.14,27.47,28.77,,,,,,,,,,,,,,,,26.45,25.7,27.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,27.0,28.0,,,,,
2010-04-30,34.97,34.34,35.59,,,,,,,,,,,,,,,,28.1,27.41,28.72,,,,,,,,,,,,,,,,26.57,25.83,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,26.0,29.0,,,,,
2010-05-01,34.91,34.29,35.55,,,,,,,,,,,,,,,,28.06,27.38,28.68,,,,,,,,,,,,,,,,26.7,25.97,27.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,27.3,27.7,,,,,
2010-05-02,34.86,34.27,35.51,,,,,,,,,,,,,,,,28.01,27.33,28.63,,,,,,,,,,,,,,,,26.83,26.1,27.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7,28.3,27.7,,,,,
2010-05-03,34.81,34.19,35.46,,,,,,,,,,,,,,,,27.97,27.28,28.58,,,,,,,,,,,,,,,,26.96,26.23,27.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,28.3,27.0,,,,,
2010-05-04,34.76,34.13,35.41,,,,,,,,,,,,,,,,27.92,27.22,28.54,,,,,,,,,,,,,,,,27.09,26.35,27.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,28.5,26.5,,,,,
2010-05-05,34.71,34.08,35.37,,,,,,,,,,,,,,,,27.88,27.17,28.49,,,,,,,,,,,,,,,,27.22,26.49,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,27.6,27.2,,,,,
2010-05-13,,,,38.31,36.0,40.17,,,,,,,,,,,,,,,,31.97,29.31,33.84,,,,,,,,,,,,,,,,20.87,18.82,22.5,,,,,,,,,,,,,2.16,0.12,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,33.5,21.0,1.5,,,,
2010-05-14,,,,38.33,36.06,40.18,,,,,,,,,,,,,,,,31.94,29.34,33.73,,,,,,,,,,,,,,,,20.86,18.86,22.51,,,,,,,,,,,,,2.18,0.22,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,34.0,21.0,,,,,
2010-05-15,,,,38.35,36.12,40.15,,,,,,,,,,,,,,,,31.91,29.4,33.66,,,,,,,,,,,,,,,,20.84,18.92,22.43,,,,,,,,,,,,,2.21,0.33,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-16,,,,38.37,36.24,40.1,,,,,,,,,,,,,,,,31.88,29.47,33.64,,,,,,,,,,,,,,,,20.81,18.89,22.37,,,,,,,,,,,,,2.23,0.38,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-17,,,,38.39,36.38,40.13,,,,,,,,,,,,,,,,31.86,29.56,33.57,,,,,,,,,,,,,,,,20.78,18.84,22.36,,,,,,,,,,,,,2.25,0.42,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-18,,,,38.42,36.48,40.13,,,,,,,,,,,,,,,,31.85,29.65,33.49,,,,,,,,,,,,,,,,20.73,18.87,22.28,,,,,,,,,,,,,2.27,0.48,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-19,,,,38.46,36.62,40.14,,,,,,,,,,,,,,,,31.85,29.76,33.41,,,,,,,,,,,,,,,,20.68,18.92,22.2,,,,,,,,,,,,,2.29,0.54,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-20,,,,38.51,36.72,40.16,,,,,,,,,,,,,,,,31.86,29.83,33.33,,,,,,,,,,,,,,,,20.61,18.85,22.15,,,,,,,,,,,,,2.31,0.67,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-21,,,,38.56,36.81,40.2,,,,,,,,,,,,,,,,31.88,29.92,33.26,,,,,,,,,,,,,,,,20.54,18.79,22.08,,,,,,,,,,,,,2.33,0.75,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,30.5,21.0,2.0,,,,
2010-05-22,,,,38.62,36.97,40.23,,,,,,,,,,,,,,,,31.9,30.12,33.23,,,,,,,,,,,,,,,,20.45,18.73,21.93,,,,,,,,,,,,,2.34,0.81,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-23,,,,38.68,37.14,40.23,,,,,,,,,,,,,,,,31.93,30.27,33.21,,,,,,,,,,,,,,,,20.36,18.73,21.82,,,,,,,,,,,,,2.35,0.87,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,32.0,21.0,2.0,,,,
2010-05-24,,,,38.75,37.29,40.21,,,,,,,,,,,,,,,,31.97,30.41,33.23,,,,,,,,,,,,,,,,20.27,18.73,21.7,,,,,,,,,,,,,2.36,0.92,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-25,,,,38.82,37.34,40.21,,,,,,,,,,,,,,,,32.01,30.52,33.29,,,,,,,,,,,,,,,,20.17,18.64,21.58,,,,,,,,,,,,,2.37,0.97,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-26,,,,38.9,37.4,40.28,,,,,,,,,,,,,,,,32.06,30.61,33.26,,,,,,,,,,,,,,,,20.06,18.59,21.45,,,,,,,,,,,,,2.37,0.96,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-27,,,,38.97,37.48,40.28,,,,,,,,,,,,,,,,32.11,30.72,33.37,,,,,,,,,,,,,,,,19.95,18.56,21.33,,,,,,,,,,,,,2.38,0.97,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-28,,,,39.05,37.55,40.37,,,,,,,,,,,,,,,,32.17,30.8,33.39,,,,,,,,,,,,,,,,19.84,18.46,21.21,,,,,,,,,,,,,2.38,1.06,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-29,,,,39.12,37.68,40.4,,,,,,,,,,,,,,,,32.23,30.9,33.48,,,,,,,,,,,,,,,,19.73,18.43,21.04,,,,,,,,,,,,,2.38,1.14,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-30,,,,39.2,37.79,40.44,,,,,,,,,,,,,,,,32.29,31.0,33.56,,,,,,,,,,,,,,,,19.61,18.38,20.91,,,,,,,,,,,,,2.38,1.19,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-31,,,,39.27,37.91,40.53,,,,,,,,,,,,,,,,32.36,31.1,33.6,,,,,,,,,,,,,,,,19.5,18.31,20.77,,,,,,,,,,,,,2.38,1.17,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,33.0,21.0,4.0,,,,
2010-06-01,,,,39.34,38.02,40.62,,,,,,,,,,,,,,,,32.43,31.23,33.62,,,,,,,,,,,,,,,,19.38,18.25,20.62,,,,,,,,,,,,,2.38,1.18,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-02,,,,39.41,38.08,40.69,,,,,,,,,,,,,,,,32.5,31.33,33.78,,,,,,,,,,,,,,,,19.27,18.19,20.49,,,,,,,,,,,,,2.38,1.21,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-03,,,,39.48,38.15,40.76,,,,,,,,,,,,,,,,32.57,31.4,33.87,,,,,,,,,,,,,,,,19.15,18.11,20.39,,,,,,,,,,,,,2.37,1.26,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-04,,,,39.55,38.22,40.86,,,,,,,,,,,,,,,,32.64,31.45,33.94,,,,,,,,,,,,,,,,19.04,18.01,20.32,,,,,,,,,,,,,2.37,1.25,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,28.0,19.0,,,,,
2010-06-05,,,,39.61,38.29,40.88,,,,,,,,,,,,,,,,32.71,31.51,34.01,,,,,,,,,,,,,,,,18.92,17.87,20.26,,,,,,,,,,,,,2.37,1.23,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-06,,,,39.67,38.37,40.97,,,,,,,,,,,,,,,,32.78,31.62,34.07,,,,,,,,,,,,,,,,18.81,17.75,20.15,,,,,,,,,,,,,2.37,1.24,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-07,,,,39.73,38.49,41.05,,,,,,,,,,,,,,,,32.85,31.75,34.12,,,,,,,,,,,,,,,,18.7,17.65,20.04,,,,,,,,,,,,,2.36,1.26,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-08,,,,39.79,38.6,41.06,,,,,,,,,,,,,,,,32.92,31.84,34.18,,,,,,,,,,,,,,,,18.6,17.57,19.92,,,,,,,,,,,,,2.36,1.27,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-09,,,,39.85,38.7,41.07,,,,,,,,,,,,,,,,32.99,31.92,34.25,,,,,,,,,,,,,,,,18.49,17.48,19.8,,,,,,,,,,,,,2.36,1.27,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,30.0,25.0,,,,,
2010-06-10,,,,39.91,38.78,41.1,,,,,,,,,,,,,,,,33.06,31.97,34.31,,,,,,,,,,,,,,,,18.38,17.37,19.68,,,,,,,,,,,,,2.36,1.27,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-11,,,,39.96,38.82,41.13,,,,,,,,,,,,,,,,33.12,32.04,34.37,,,,,,,,,,,,,,,,18.28,17.32,19.56,,,,,,,,,,,,,2.36,1.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,32.0,18.5,3.0,,,,
2010-06-12,,,,40.02,38.9,41.18,,,,,,,,,,,,,,,,33.19,32.12,34.42,,,,,,,,,,,,,,,,18.18,17.18,19.45,,,,,,,,,,,,,2.35,1.3,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-13,,,,40.07,38.99,41.25,,,,,,,,,,,,,,,,33.25,32.17,34.46,,,,,,,,,,,,,,,,18.08,17.12,19.35,,,,,,,,,,,,,2.35,1.3,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-14,,,,40.12,39.1,41.3,,,,,,,,,,,,,,,,33.31,32.25,34.53,,,,,,,,,,,,,,,,17.99,17.04,19.25,,,,,,,,,,,,,2.35,1.31,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-15,,,,40.17,39.17,41.32,,,,,,,,,,,,,,,,33.38,32.36,34.62,,,,,,,,,,,,,,,,17.89,16.96,19.14,,,,,,,,,,,,,2.35,1.33,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-16,,,,40.22,39.26,41.36,,,,,,,,,,,,,,,,33.44,32.42,34.63,,,,,,,,,,,,,,,,17.8,16.87,19.02,,,,,,,,,,,,,2.34,1.34,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-17,,,,40.27,39.31,41.4,,,,,,,,,,,,,,,,33.5,32.48,34.64,,,,,,,,,,,,,,,,17.71,16.78,18.92,,,,,,,,,,,,,2.34,1.35,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,30.0,23.0,3.0,,,,
2010-06-18,,,,40.31,39.41,41.44,,,,,,,,,,,,,,,,33.56,32.53,34.66,,,,,,,,,,,,,,,,17.63,16.71,18.79,,,,,,,,,,,,,2.34,1.36,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,32.5,19.0,3.0,,,,
2010-06-19,,,,40.36,39.46,41.49,,,,,,,,,,,,,,,,33.62,32.59,34.68,,,,,,,,,,,,,,,,17.54,16.65,18.7,,,,,,,,,,,,,2.33,1.37,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-20,,,,40.4,39.49,41.52,,,,,,,,,,,,,,,,33.67,32.68,34.7,,,,,,,,,,,,,,,,17.46,16.59,18.58,,,,,,,,,,,,,2.33,1.36,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,31.0,20.0,1.5,,,,
2010-06-21,,,,40.44,39.53,41.56,,,,,,,,,,,,,,,,33.73,32.77,34.73,,,,,,,,,,,,,,,,17.38,16.53,18.5,,,,,,,,,,,,,2.32,1.38,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,33.0,18.0,3.0,,,,
2010-06-22,,,,40.48,39.61,41.58,,,,,,,,,,,,,,,,33.79,32.82,34.79,,,,,,,,,,,,,,,,17.3,16.46,18.45,,,,,,,,,,,,,2.32,1.4,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,37.0,15.0,2.0,,,,
2010-06-23,,,,40.52,39.69,41.59,,,,,,,,,,,,,,,,33.84,32.92,34.82,,,,,,,,,,,,,,,,17.22,16.4,18.33,,,,,,,,,,,,,2.31,1.42,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,33.5,17.5,3.0,,,,
2010-06-24,,,,40.56,39.76,41.6,,,,,,,,,,,,,,,,33.9,33.0,34.84,,,,,,,,,,,,,,,,17.14,16.36,18.25,,,,,,,,,,,,,2.31,1.43,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,34.5,16.5,2.0,,,,
