date,Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2017 election),Grn (to 2017 election) (low),Grn (to 2017 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2013-08-25,43.0,36.18,48.57,,,,,,,,,,,,,29.0,22.15,34.21,,,,,,,,,,,,,10.99,3.76,15.59,,,,,,,,,,,,,14.0,7.18,19.57,,,,2.0,-4.85,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-26,43.03,36.18,48.56,,,,,,,,,,,,,29.0,22.1,34.15,,,,,,,,,,,,,10.94,3.67,15.59,,,,,,,,,,,,,14.03,7.18,19.56,,,,2.0,-4.9,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-27,43.05,36.17,48.55,,,,,,,,,,,,,29.0,22.06,34.03,,,,,,,,,,,,,10.9,3.57,15.59,,,,,,,,,,,,,14.05,7.17,19.55,,,,2.0,-4.94,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-28,43.07,36.17,48.41,,,,,,,,,,,,,29.0,22.09,34.03,,,,,,,,,,,,,10.86,3.48,15.59,,,,,,,,,,,,,14.07,7.17,19.41,,,,2.0,-4.91,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-29,43.09,36.16,48.3,,,,,,,,,,,,,29.0,22.12,34.03,,,,,,,,,,,,,10.81,3.39,15.59,,,,,,,,,,,,,14.09,7.16,19.3,,,,2.0,-4.88,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-30,43.12,36.15,48.34,,,,,,,,,,,,,29.0,22.15,34.03,,,,,,,,,,,,,10.77,3.3,15.58,,,,,,,,,,,,,14.12,7.15,19.34,,,,2.0,-4.85,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31,43.14,36.14,48.38,,,,,,,,,,,,,29.0,22.18,34.03,,,,,,,,,,,,,10.73,3.21,15.55,,,,,,,,,,,,,14.14,7.14,19.38,,,,2.0,-4.82,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-01,43.16,36.14,48.42,,,,,,,,,,,,,29.0,22.21,34.03,,,,,,,,,,,,,10.69,3.12,15.52,,,,,,,,,,,,,14.16,7.14,19.42,,,,2.0,-4.79,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02,43.18,36.13,48.45,,,,,,,,,,,,,29.0,22.24,34.03,,,,,,,,,,,,,10.65,3.03,15.49,,,,,,,,,,,,,14.18,7.13,19.45,,,,2.0,-4.76,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-03,43.2,36.14,48.48,,,,,,,,,,,,,29.0,22.24,34.03,,,,,,,,,,,,,10.61,2.95,15.47,,,,,,,,,,,,,14.2,7.14,19.48,,,,2.0,-4.76,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-04,43.22,36.21,48.46,,,,,,,,,,,,,29.0,22.22,34.03,,,,,,,,,,,,,10.57,2.89,15.44,,,,,,,,,,,,,14.22,7.21,19.46,,,,2.0,-4.78,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-05,43.23,36.27,48.45,,,,,,,,,,,,,29.0,22.2,34.03,,,,,,,,,,,,,10.53,2.89,15.41,,,,,,,,,,,,,14.23,7.27,19.45,,,,2.0,-4.8,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-06,43.25,36.27,48.44,,,,,,,,,,,,,29.0,22.18,34.03,,,,,,,,,,,,,10.49,2.89,15.4,,,,,,,,,,,,,14.25,7.27,19.44,,,,2.0,-4.82,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-07,43.27,36.28,48.43,,,,,,,,,,,,,29.0,22.16,34.03,,,,,,,,,,,,,10.46,2.89,15.39,,,,,,,,,,,,,14.27,7.28,19.43,,,,2.0,-4.84,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-08,43.29,36.29,48.42,,,,,,,,,,,,,29.0,22.14,34.03,,,,,,,,,,,,,10.42,2.87,15.38,,,,,,,,,,,,,14.29,7.29,19.42,,,,2.0,-4.86,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-09,43.31,36.3,48.41,,,,,,,,,,,,,29.0,22.12,34.03,,,,,,,,,,,,,10.39,2.81,15.38,,,,,,,,,,,,,14.31,7.3,19.41,,,,2.0,-4.88,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-10,43.32,36.0,50.26,,,,,,,,,,,,,29.0,21.66,35.5,,,,,,,,,,,,,10.35,2.45,15.8,,,,,,,,,,,,,14.32,7.0,21.26,,,,2.0,-5.34,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-11,43.34,35.39,50.19,,,,,,,,,,,,,29.0,21.18,35.36,,,,,,,,,,,,,10.32,2.49,16.3,,,,,,,,,,,,,14.34,7.1,21.38,,,,2.0,-5.19,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-12,43.36,35.37,50.19,,,,,,,,,,,,,29.0,21.17,35.36,,,,,,,,,,,,,10.28,2.49,16.26,,,,,,,,,,,,,14.36,7.1,21.38,,,,2.0,-5.15,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-13,43.38,35.35,50.19,,,,,,,,,,,,,29.0,21.17,35.34,,,,,,,,,,,,,10.25,2.49,16.2,,,,,,,,,,,,,14.38,7.1,21.38,,,,2.0,-5.13,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-14,43.39,35.33,50.18,,,,,,,,,,,,,29.0,21.16,35.34,,,,,,,,,,,,,10.21,2.49,16.16,,,,,,,,,,,,,14.39,7.1,21.38,,,,2.0,-5.1,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-15,43.41,35.33,50.18,,,,,,,,,,,,,29.0,21.15,35.34,,,,,,,,,,,,,10.18,2.43,16.1,,,,,,,,,,,,,14.41,7.1,21.37,,,,2.0,-5.06,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-16,43.42,35.32,50.17,,,,,,,,,,,,,28.99,21.13,35.33,,,,,,,,,,,,,10.15,2.37,16.06,,,,,,,,,,,,,14.43,7.1,21.37,,,,2.01,-5.03,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-17,43.43,35.34,50.16,,,,,,,,,,,,,28.99,21.12,35.33,,,,,,,,,,,,,10.12,2.32,16.0,,,,,,,,,,,,,14.45,7.1,21.37,,,,2.01,-4.99,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-18,43.45,35.37,50.16,,,,,,,,,,,,,28.99,21.15,35.31,,,,,,,,,,,,,10.09,2.28,15.95,,,,,,,,,,,,,14.47,7.11,21.37,,,,2.01,-4.98,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-19,43.46,35.4,50.14,,,,,,,,,,,,,28.98,21.15,35.3,,,,,,,,,,,,,10.05,2.24,15.9,,,,,,,,,,,,,14.49,7.13,21.37,,,,2.02,-4.97,8.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-20,43.47,35.44,50.12,,,,,,,,,,,,,28.98,21.14,35.29,,,,,,,,,,,,,10.02,2.2,15.84,,,,,,,,,,,,,14.51,7.14,21.37,,,,2.02,-4.96,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-21,43.48,35.49,50.1,,,,,,,,,,,,,28.97,21.13,35.28,,,,,,,,,,,,,9.99,2.15,15.79,,,,,,,,,,,,,14.53,7.16,21.37,,,,2.03,-4.94,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-22,43.48,35.55,50.08,,,,,,,,,,,,,28.97,21.13,35.26,,,,,,,,,,,,,9.96,2.16,15.73,,,,,,,,,,,,,14.55,7.2,21.37,,,,2.03,-4.92,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-23,43.49,35.62,50.06,,,,,,,,,,,,,28.96,21.13,35.25,,,,,,,,,,,,,9.93,2.16,15.68,,,,,,,,,,,,,14.58,7.3,21.36,,,,2.04,-4.89,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-24,43.5,35.67,50.03,,,,,,,,,,,,,28.95,21.14,35.24,,,,,,,,,,,,,9.9,2.16,15.63,,,,,,,,,,,,,14.6,7.4,21.36,,,,2.05,-4.86,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-25,43.5,35.71,50.03,,,,,,,,,,,,,28.94,21.15,35.22,,,,,,,,,,,,,9.88,2.17,15.59,,,,,,,,,,,,,14.62,7.5,21.35,,,,2.06,-4.82,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-26,43.5,35.74,50.02,,,,,,,,,,,,,28.93,21.16,35.2,,,,,,,,,,,,,9.85,2.18,15.58,,,,,,,,,,,,,14.65,7.62,21.35,,,,2.07,-4.74,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-27,43.5,35.78,50.02,,,,,,,,,,,,,28.91,21.18,35.18,,,,,,,,,,,,,9.82,2.2,15.57,,,,,,,,,,,,,14.68,7.74,21.34,,,,2.09,-4.58,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-28,43.5,35.82,50.01,,,,,,,,,,,,,28.9,21.22,35.17,,,,,,,,,,,,,9.79,2.23,15.57,,,,,,,,,,,,,14.7,7.86,21.34,,,,2.1,-4.52,8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-29,43.5,35.87,49.96,,,,,,,,,,,,,28.89,21.26,35.14,,,,,,,,,,,,,9.77,2.26,15.58,,,,,,,,,,,,,14.73,7.95,21.34,,,,2.11,-4.46,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,43.5,35.91,49.91,,,,,,,,,,,,,28.87,21.3,35.12,,,,,,,,,,,,,9.74,2.31,15.58,,,,,,,,,,,,,14.76,8.02,21.33,,,,2.13,-4.41,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-01,43.5,35.95,49.85,,,,,,,,,,,,,28.86,21.35,35.09,,,,,,,,,,,,,9.71,2.35,15.58,,,,,,,,,,,,,14.79,8.17,21.33,,,,2.14,-4.37,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-02,43.49,36.0,49.8,,,,,,,,,,,,,28.84,21.41,35.07,,,,,,,,,,,,,9.69,2.41,15.59,,,,,,,,,,,,,14.82,8.27,21.33,,,,2.16,-4.31,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-03,43.49,36.05,49.74,,,,,,,,,,,,,28.82,21.44,34.99,,,,,,,,,,,,,9.66,2.47,15.57,,,,,,,,,,,,,14.85,8.28,21.32,,,,2.18,-4.13,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-04,43.48,36.12,49.68,,,,,,,,,,,,,28.8,21.5,34.88,,,,,,,,,,,,,9.64,2.54,15.58,,,,,,,,,,,,,14.88,8.34,21.32,,,,2.2,-3.88,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-05,43.48,36.2,49.63,,,,,,,,,,,,,28.78,21.58,34.78,,,,,,,,,,,,,9.61,2.62,15.58,,,,,,,,,,,,,14.91,8.42,21.31,,,,2.22,-3.72,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-06,43.47,36.29,49.57,,,,,,,,,,,,,28.76,21.66,34.68,,,,,,,,,,,,,9.59,2.7,15.57,,,,,,,,,,,,,14.94,8.52,21.31,,,,2.24,-3.61,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-07,43.46,36.39,49.5,,,,,,,,,,,,,28.74,21.75,34.57,,,,,,,,,,,,,9.57,2.76,15.56,,,,,,,,,,,,,14.98,8.6,21.32,,,,2.26,-3.51,8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-08,43.45,36.43,49.44,,,,,,,,,,,,,28.72,21.83,34.57,,,,,,,,,,,,,9.54,2.89,15.56,,,,,,,,,,,,,15.01,8.69,21.32,,,,2.28,-3.41,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-09,43.44,36.48,49.38,,,,,,,,,,,,,28.7,21.93,34.44,,,,,,,,,,,,,9.52,2.94,15.55,,,,,,,,,,,,,15.04,8.84,21.37,,,,2.3,-3.3,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-10,43.43,36.59,49.33,,,,,,,,,,,,,28.67,21.98,34.43,,,,,,,,,,,,,9.5,3.03,15.55,,,,,,,,,,,,,15.08,9.16,21.45,,,,2.33,-3.19,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-11,43.41,36.63,49.33,,,,,,,,,,,,,28.65,22.0,34.43,,,,,,,,,,,,,9.47,3.12,15.55,,,,,,,,,,,,,15.11,9.3,21.55,,,,2.35,-3.09,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-12,43.4,36.67,49.38,,,,,,,,,,,,,28.63,22.02,34.45,,,,,,,,,,,,,9.45,3.2,15.5,,,,,,,,,,,,,15.15,9.37,21.63,,,,2.37,-2.97,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-13,43.39,36.71,49.34,,,,,,,,,,,,,28.6,22.04,34.44,,,,,,,,,,,,,9.43,3.29,15.34,,,,,,,,,,,,,15.18,9.45,21.72,,,,2.4,-2.85,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-14,43.37,36.73,49.34,,,,,,,,,,,,,28.58,22.07,34.31,,,,,,,,,,,,,9.41,3.37,15.19,,,,,,,,,,,,,15.22,9.63,21.81,,,,2.42,-2.74,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-15,43.36,36.8,49.35,,,,,,,,,,,,,28.55,22.13,34.18,,,,,,,,,,,,,9.39,3.43,15.21,,,,,,,,,,,,,15.26,9.77,21.89,,,,2.45,-2.73,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-16,43.34,36.85,49.37,,,,,,,,,,,,,28.52,22.19,34.16,,,,,,,,,,,,,9.36,3.47,15.25,,,,,,,,,,,,,15.29,9.88,21.88,,,,2.48,-2.68,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-17,43.33,36.91,49.37,,,,,,,,,,,,,28.5,22.25,34.18,,,,,,,,,,,,,9.34,3.51,15.3,,,,,,,,,,,,,15.33,9.95,21.79,,,,2.5,-2.51,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-18,43.31,36.95,49.26,,,,,,,,,,,,,28.47,22.32,34.16,,,,,,,,,,,,,9.32,3.56,15.34,,,,,,,,,,,,,15.37,9.96,21.7,,,,2.53,-2.36,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-19,43.29,37.0,49.12,,,,,,,,,,,,,28.44,22.38,34.09,,,,,,,,,,,,,9.3,3.6,15.38,,,,,,,,,,,,,15.41,9.99,21.61,,,,2.56,-2.34,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-20,43.28,37.05,49.01,,,,,,,,,,,,,28.42,22.4,34.03,,,,,,,,,,,,,9.28,3.66,15.44,,,,,,,,,,,,,15.44,10.14,21.51,,,,2.58,-2.29,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-21,43.26,37.11,49.04,,,,,,,,,,,,,28.39,22.4,34.02,,,,,,,,,,,,,9.26,3.69,15.5,,,,,,,,,,,,,15.48,10.27,21.43,,,,2.61,-2.25,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-22,43.24,37.15,49.1,,,,,,,,,,,,,28.36,22.43,34.0,,,,,,,,,,,,,9.24,3.69,15.55,,,,,,,,,,,,,15.52,10.31,21.34,,,,2.64,-2.24,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-23,43.22,37.2,49.16,,,,,,,,,,,,,28.33,22.43,33.97,,,,,,,,,,,,,9.22,3.7,15.56,,,,,,,,,,,,,15.56,10.33,21.27,,,,2.67,-2.16,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-24,43.21,37.17,49.12,,,,,,,,,,,,,28.31,22.44,34.0,,,,,,,,,,,,,9.2,3.78,15.56,,,,,,,,,,,,,15.59,10.34,21.26,,,,2.69,-2.11,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-25,43.19,36.98,49.09,,,,,,,,,,,,,28.28,22.44,33.99,,,,,,,,,,,,,9.18,3.83,15.56,,,,,,,,,,,,,15.63,10.35,21.25,,,,2.72,-2.11,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-26,43.17,36.95,49.1,,,,,,,,,,,,,28.25,22.46,33.99,,,,,,,,,,,,,9.16,3.82,15.37,,,,,,,,,,,,,15.67,10.43,21.24,,,,2.75,-2.11,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-27,43.15,36.96,49.14,,,,,,,,,,,,,28.22,22.46,33.99,,,,,,,,,,,,,9.14,3.8,15.19,,,,,,,,,,,,,15.7,10.57,21.24,,,,2.78,-2.11,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-28,43.13,36.98,49.26,,,,,,,,,,,,,28.2,22.47,33.99,,,,,,,,,,,,,9.13,3.77,15.05,,,,,,,,,,,,,15.74,10.7,21.25,,,,2.8,-2.11,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-29,43.11,36.99,49.38,,,,,,,,,,,,,28.17,22.45,33.99,,,,,,,,,,,,,9.11,3.76,15.04,,,,,,,,,,,,,15.78,10.82,21.24,,,,2.83,-2.1,8.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-30,43.1,36.99,49.51,,,,,,,,,,,,,28.14,22.42,33.99,,,,,,,,,,,,,9.09,3.77,15.03,,,,,,,,,,,,,15.81,10.82,21.25,,,,2.86,-2.09,8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-31,43.08,37.0,49.35,,,,,,,,,,,,,28.11,22.42,33.99,,,,,,,,,,,,,9.07,3.78,15.02,,,,,,,,,,,,,15.85,10.76,21.28,,,,2.89,-2.06,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-01,43.06,36.93,49.19,,,,,,,,,,,,,28.09,22.42,33.87,,,,,,,,,,,,,9.06,3.79,15.03,,,,,,,,,,,,,15.88,10.85,21.32,,,,2.91,-2.05,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02,43.04,36.8,49.19,,,,,,,,,,,,,28.06,22.42,33.73,,,,,,,,,,,,,9.04,3.79,15.13,,,,,,,,,,,,,15.92,10.92,21.37,,,,2.94,-2.05,8.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-03,43.02,36.68,49.19,,,,,,,,,,,,,28.04,22.43,33.69,,,,,,,,,,,,,9.03,3.8,15.35,,,,,,,,,,,,,15.95,10.98,21.35,,,,2.96,-2.04,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-04,43.0,36.55,49.21,,,,,,,,,,,,,28.01,22.43,33.68,,,,,,,,,,,,,9.01,3.81,15.53,,,,,,,,,,,,,15.98,11.04,21.33,,,,2.99,-2.04,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,29.0,7.0,16.0,2.0,,,
2013-11-05,42.99,36.48,49.23,,,,,,,,,,,,,27.98,22.47,33.7,,,,,,,,,,,,,9.0,3.81,15.53,,,,,,,,,,,,,16.02,11.11,21.45,,,,3.02,-2.04,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-06,42.97,36.48,49.25,,,,,,,,,,,,,27.96,22.46,33.71,,,,,,,,,,,,,8.98,3.81,15.51,,,,,,,,,,,,,16.05,11.16,21.45,,,,3.04,-2.04,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-07,42.95,36.28,49.24,,,,,,,,,,,,,27.94,22.31,33.69,,,,,,,,,,,,,8.97,3.49,15.41,,,,,,,,,,,,,16.08,10.28,21.42,,,,3.06,-2.28,8.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-08,42.93,36.3,49.24,,,,,,,,,,,,,27.91,22.18,33.7,,,,,,,,,,,,,8.96,3.47,15.37,,,,,,,,,,,,,16.11,10.31,21.4,,,,3.09,-2.27,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09,42.92,36.3,49.25,,,,,,,,,,,,,27.89,22.06,33.7,,,,,,,,,,,,,8.95,3.49,15.41,,,,,,,,,,,,,16.14,10.32,21.43,,,,3.11,-2.27,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-10,42.9,36.3,49.25,,,,,,,,,,,,,27.87,21.98,33.7,,,,,,,,,,,,,8.93,3.51,15.37,,,,,,,,,,,,,16.17,10.33,21.49,,,,3.13,-2.27,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-11,42.88,36.31,49.22,,,,,,,,,,,,,27.85,21.98,33.7,,,,,,,,,,,,,8.93,3.54,15.32,,,,,,,,,,,,,16.19,10.36,21.55,,,,3.15,-2.25,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-12,42.86,36.22,49.19,,,,,,,,,,,,,27.82,21.99,33.69,,,,,,,,,,,,,8.92,3.56,15.27,,,,,,,,,,,,,16.22,10.41,21.61,,,,3.17,-2.21,8.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-13,42.84,36.08,49.15,,,,,,,,,,,,,27.8,22.0,33.68,,,,,,,,,,,,,8.91,3.51,15.25,,,,,,,,,,,,,16.25,10.47,21.68,,,,3.19,-2.11,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-14,42.82,35.94,49.12,,,,,,,,,,,,,27.78,22.0,33.67,,,,,,,,,,,,,8.91,3.45,15.25,,,,,,,,,,,,,16.27,10.5,21.76,,,,3.21,-2.11,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-15,42.8,35.81,49.1,,,,,,,,,,,,,27.77,21.95,33.69,,,,,,,,,,,,,8.9,3.39,15.26,,,,,,,,,,,,,16.3,10.66,21.76,,,,3.23,-2.16,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16,42.78,35.69,49.16,,,,,,,,,,,,,27.75,21.81,33.68,,,,,,,,,,,,,8.9,3.33,15.29,,,,,,,,,,,,,16.32,10.73,21.79,,,,3.25,-2.18,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17,42.76,35.57,49.16,,,,,,,,,,,,,27.73,21.67,33.66,,,,,,,,,,,,,8.9,3.28,15.32,,,,,,,,,,,,,16.35,10.8,21.81,,,,3.26,-2.11,8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-18,42.74,35.45,49.12,,,,,,,,,,,,,27.71,21.59,33.63,,,,,,,,,,,,,8.91,3.27,15.34,,,,,,,,,,,,,16.37,10.8,21.83,,,,3.28,-2.12,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-19,42.71,35.4,49.07,,,,,,,,,,,,,27.7,21.63,33.6,,,,,,,,,,,,,8.91,3.28,15.24,,,,,,,,,,,,,16.39,10.82,21.84,,,,3.29,-2.12,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-20,42.69,35.3,49.03,,,,,,,,,,,,,27.68,21.69,33.57,,,,,,,,,,,,,8.92,3.26,15.02,,,,,,,,,,,,,16.42,11.14,21.84,,,,3.3,-2.11,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-21,42.66,35.18,48.99,,,,,,,,,,,,,27.67,21.77,33.55,,,,,,,,,,,,,8.93,3.24,15.03,,,,,,,,,,,,,16.44,11.25,21.83,,,,3.31,-2.12,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-22,42.64,35.19,49.08,,,,,,,,,,,,,27.66,21.54,33.61,,,,,,,,,,,,,8.94,3.22,15.04,,,,,,,,,,,,,16.46,11.26,21.82,,,,3.32,-2.14,8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
