date,Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Ukip (to 2019 election),Ukip (to 2019 election) (low),Ukip (to 2019 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (to 2015 election),PC (to 2015 election) (low),PC (to 2015 election) (high),PC (to 2017 election),PC (to 2017 election) (low),PC (to 2017 election) (high),PC (to 2019 election),PC (to 2019 election) (low),PC (to 2019 election) (high),PC (to 2024 election),PC (to 2024 election) (low),PC (to 2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2017-04-26,,,,38.46,33.65,44.8,,,,,,,,,,,,,36.1,30.68,42.65,,,,,,,,,,,,,7.03,2.75,12.21,,,,,,,,,,,,,5.0,0.85,10.08,,,,,,,,,,,,,,,,,,,,,,11.06,6.96,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-27,,,,38.44,33.65,44.8,,,,,,,,,,,,,36.13,30.68,42.67,,,,,,,,,,,,,7.03,2.75,12.21,,,,,,,,,,,,,5.0,0.84,10.08,,,,,,,,,,,,,,,,,,,,,,11.05,6.96,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-28,,,,38.43,33.66,44.8,,,,,,,,,,,,,36.16,30.68,42.68,,,,,,,,,,,,,7.02,2.76,12.21,,,,,,,,,,,,,5.0,0.83,10.09,,,,,,,,,,,,,,,,,,,,,,11.05,6.96,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-29,,,,38.42,33.66,44.79,,,,,,,,,,,,,36.18,30.71,42.69,,,,,,,,,,,,,7.02,2.76,12.21,,,,,,,,,,,,,5.0,0.82,10.09,,,,,,,,,,,,,,,,,,,,,,11.04,6.96,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-30,,,,38.41,33.66,44.79,,,,,,,,,,,,,36.2,30.73,42.7,,,,,,,,,,,,,7.02,2.76,12.21,,,,,,,,,,,,,5.0,0.82,10.09,,,,,,,,,,,,,,,,,,,,,,11.03,6.96,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-01,,,,38.4,33.67,44.79,,,,,,,,,,,,,36.23,30.75,42.71,,,,,,,,,,,,,7.01,2.76,12.21,,,,,,,,,,,,,5.0,0.81,10.09,,,,,,,,,,,,,,,,,,,,,,11.03,6.96,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-02,,,,38.39,33.67,44.79,,,,,,,,,,,,,36.25,30.77,42.73,,,,,,,,,,,,,7.01,2.76,12.21,,,,,,,,,,,,,5.0,0.81,10.09,,,,,,,,,,,,,,,,,,,,,,11.02,6.96,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-03,,,,38.38,33.67,44.79,,,,,,,,,,,,,36.27,30.79,42.74,,,,,,,,,,,,,7.01,2.76,12.21,,,,,,,,,,,,,5.0,0.81,10.09,,,,,,,,,,,,,,,,,,,,,,11.02,6.96,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-04,,,,38.37,33.67,44.78,,,,,,,,,,,,,36.29,30.82,42.76,,,,,,,,,,,,,7.01,2.75,12.21,,,,,,,,,,,,,5.0,0.8,10.1,,,,,,,,,,,,,,,,,,,,,,11.01,6.96,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-05,,,,38.36,33.68,44.78,,,,,,,,,,,,,36.31,30.83,42.77,,,,,,,,,,,,,7.0,2.76,12.21,,,,,,,,,,,,,4.99,0.8,10.1,,,,,,,,,,,,,,,,,,,,,,11.01,6.96,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-06,,,,38.35,33.68,44.78,,,,,,,,,,,,,36.32,30.85,42.78,,,,,,,,,,,,,7.0,2.76,12.21,,,,,,,,,,,,,4.99,0.8,10.11,,,,,,,,,,,,,,,,,,,,,,11.0,6.96,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-07,,,,38.34,33.67,44.77,,,,,,,,,,,,,36.34,30.87,42.8,,,,,,,,,,,,,7.0,2.76,12.21,,,,,,,,,,,,,4.99,0.8,10.11,,,,,,,,,,,,,,,,,,,,,,10.99,6.96,16.66,,,,,,,,,,,,,,,,,,,41.0,35.0,7.0,4.0,,,11.0,
2017-05-08,,,,38.34,33.68,44.77,,,,,,,,,,,,,36.36,30.89,42.82,,,,,,,,,,,,,6.99,2.77,12.21,,,,,,,,,,,,,4.99,0.79,10.12,,,,,,,,,,,,,,,,,,,,,,10.99,6.96,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-09,,,,38.33,33.68,44.77,,,,,,,,,,,,,36.38,30.9,42.83,,,,,,,,,,,,,6.99,2.77,12.21,,,,,,,,,,,,,4.99,0.79,10.12,,,,,,,,,,,,,,,,,,,,,,10.98,6.96,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-10,,,,38.32,33.67,44.76,,,,,,,,,,,,,36.4,30.91,42.85,,,,,,,,,,,,,6.99,2.77,12.21,,,,,,,,,,,,,4.99,0.78,10.12,,,,,,,,,,,,,,,,,,,,,,10.98,6.96,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-11,,,,38.32,33.67,44.76,,,,,,,,,,,,,36.42,30.91,42.88,,,,,,,,,,,,,6.99,2.78,12.21,,,,,,,,,,,,,4.98,0.77,10.13,,,,,,,,,,,,,,,,,,,,,,10.97,6.96,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-12,,,,38.31,33.67,44.75,,,,,,,,,,,,,36.44,30.91,42.9,,,,,,,,,,,,,6.98,2.78,12.21,,,,,,,,,,,,,4.98,0.77,10.13,,,,,,,,,,,,,,,,,,,,,,10.97,6.96,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-13,,,,38.3,33.67,44.75,,,,,,,,,,,,,36.46,30.91,42.92,,,,,,,,,,,,,6.98,2.78,12.21,,,,,,,,,,,,,4.98,0.76,10.14,,,,,,,,,,,,,,,,,,,,,,10.96,6.95,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-14,,,,38.29,33.66,44.75,,,,,,,,,,,,,36.48,30.92,42.94,,,,,,,,,,,,,6.98,2.79,12.21,,,,,,,,,,,,,4.98,0.75,10.15,,,,,,,,,,,,,,,,,,,,,,10.95,6.95,16.68,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-15,,,,38.29,33.66,44.74,,,,,,,,,,,,,36.5,30.92,42.96,,,,,,,,,,,,,6.97,2.79,12.21,,,,,,,,,,,,,4.97,0.75,10.16,,,,,,,,,,,,,,,,,,,,,,10.95,6.94,16.68,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-16,,,,38.28,33.66,44.73,,,,,,,,,,,,,36.53,30.93,42.99,,,,,,,,,,,,,6.97,2.8,12.21,,,,,,,,,,,,,4.97,0.74,10.16,,,,,,,,,,,,,,,,,,,,,,10.94,6.94,16.68,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-17,,,,38.27,33.65,44.73,,,,,,,,,,,,,36.55,30.93,43.02,,,,,,,,,,,,,6.97,2.8,12.22,,,,,,,,,,,,,4.97,0.74,10.17,,,,,,,,,,,,,,,,,,,,,,10.93,6.94,16.69,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-18,,,,38.26,33.65,44.73,,,,,,,,,,,,,36.58,30.93,43.04,,,,,,,,,,,,,6.96,2.81,12.23,,,,,,,,,,,,,4.96,0.74,10.18,,,,,,,,,,,,,,,,,,,,,,10.92,6.93,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-19,,,,38.25,33.64,44.73,,,,,,,,,,,,,36.61,30.94,43.08,,,,,,,,,,,,,6.96,2.81,12.24,,,,,,,,,,,,,4.96,0.74,10.19,,,,,,,,,,,,,,,,,,,,,,10.91,6.93,16.71,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-20,,,,38.24,33.64,44.73,,,,,,,,,,,,,36.64,30.94,43.11,,,,,,,,,,,,,6.95,2.82,12.26,,,,,,,,,,,,,4.96,0.73,10.2,,,,,,,,,,,,,,,,,,,,,,10.9,6.92,16.71,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-21,,,,38.23,33.63,44.73,,,,,,,,,,,,,36.68,30.95,43.14,,,,,,,,,,,,,6.95,2.82,12.27,,,,,,,,,,,,,4.95,0.73,10.21,,,,,,,,,,,,,,,,,,,,,,10.89,6.91,16.73,,,,,,,,,,,,,,,,,,,34.0,44.0,6.0,5.0,,,9.0,
2017-09-07,,,,,,,32.0,25.54,37.58,,,,,,,,,,,,,50.0,42.49,55.55,,,,,,,,,,,,,4.0,-1.95,10.17,,,,,,,,,,,,,3.0,-3.83,9.43,,,,,,,,,,,,,,,,,,,,,,8.0,2.05,14.42,,,,,,,,,,,,,,,,32.0,50.0,4.0,3.0,,,8.0,
2017-09-08,,,,,,,32.0,25.54,37.57,,,,,,,,,,,,,50.0,42.49,55.54,,,,,,,,,,,,,4.0,-1.93,10.16,,,,,,,,,,,,,3.0,-3.82,9.41,,,,,,,,,,,,,,,,,,,,,,8.0,2.07,14.41,,,,,,,,,,,,,,,,,,,,,,,
2017-09-09,,,,,,,32.0,25.54,37.56,,,,,,,,,,,,,49.99,42.5,55.52,,,,,,,,,,,,,4.0,-1.91,10.14,,,,,,,,,,,,,3.0,-3.8,9.4,,,,,,,,,,,,,,,,,,,,,,8.01,2.1,14.4,,,,,,,,,,,,,,,,,,,,,,,
2017-09-10,,,,,,,31.99,25.54,37.54,,,,,,,,,,,,,49.98,42.51,55.49,,,,,,,,,,,,,4.01,-1.88,10.12,,,,,,,,,,,,,3.0,-3.78,9.36,,,,,,,,,,,,,,,,,,,,,,8.02,2.13,14.4,,,,,,,,,,,,,,,,,,,,,,,
2017-09-11,,,,,,,31.99,25.54,37.51,,,,,,,,,,,,,49.97,42.53,55.44,,,,,,,,,,,,,4.01,-1.83,10.1,,,,,,,,,,,,,3.0,-3.75,9.32,,,,,,,,,,,,,,,,,,,,,,8.03,2.19,14.38,,,,,,,,,,,,,,,,,,,,,,,
2017-09-12,,,,,,,31.99,25.54,37.48,,,,,,,,,,,,,49.96,42.56,55.38,,,,,,,,,,,,,4.01,-1.78,10.07,,,,,,,,,,,,,3.0,-3.71,9.26,,,,,,,,,,,,,,,,,,,,,,8.04,2.27,14.37,,,,,,,,,,,,,,,,,,,,,,,
2017-09-13,,,,,,,31.98,25.54,37.44,,,,,,,,,,,,,49.94,42.64,55.3,,,,,,,,,,,,,4.02,-1.7,10.04,,,,,,,,,,,,,3.0,-3.65,9.2,,,,,,,,,,,,,,,,,,,,,,8.06,2.37,14.35,,,,,,,,,,,,,,,,,,,,,,,
2017-09-14,,,,,,,31.97,25.55,37.39,,,,,,,,,,,,,49.92,42.72,55.21,,,,,,,,,,,,,4.03,-1.61,10.0,,,,,,,,,,,,,3.0,-3.59,9.12,,,,,,,,,,,,,,,,,,,,,,8.08,2.48,14.32,,,,,,,,,,,,,,,,,,,,,,,
2017-09-15,,,,,,,31.97,25.62,37.36,,,,,,,,,,,,,49.9,42.77,55.11,,,,,,,,,,,,,4.03,-1.51,9.96,,,,,,,,,,,,,3.0,-3.53,9.03,,,,,,,,,,,,,,,,,,,,,,8.1,2.61,14.29,,,,,,,,,,,,,,,,,,,,,,,
2017-09-16,,,,,,,31.96,25.72,37.33,,,,,,,,,,,,,49.87,42.8,54.99,,,,,,,,,,,,,4.04,-1.4,9.92,,,,,,,,,,,,,3.0,-3.52,8.92,,,,,,,,,,,,,,,,,,,,,,8.13,2.75,14.25,,,,,,,,,,,,,,,,,,,,,,,
2017-09-17,,,,,,,31.95,25.81,37.29,,,,,,,,,,,,,49.84,42.77,54.86,,,,,,,,,,,,,4.05,-1.29,9.86,,,,,,,,,,,,,3.0,-3.5,8.8,,,,,,,,,,,,,,,,,,,,,,8.16,2.87,14.21,,,,,,,,,,,,,,,,,,,,,,,
2017-09-18,,,,,,,31.93,25.85,37.26,,,,,,,,,,,,,49.8,42.69,54.71,,,,,,,,,,,,,4.07,-1.21,9.81,,,,,,,,,,,,,3.0,-3.49,8.69,,,,,,,,,,,,,,,,,,,,,,8.2,2.98,14.17,,,,,,,,,,,,,,,,,,,,,,,
2017-09-19,,,,,,,31.92,25.96,37.21,,,,,,,,,,,,,49.76,42.6,54.55,,,,,,,,,,,,,4.08,-1.14,9.76,,,,,,,,,,,,,3.0,-3.48,8.56,,,,,,,,,,,,,,,,,,,,,,8.24,3.09,14.13,,,,,,,,,,,,,,,,,,,,,,,
2017-09-20,,,,,,,31.91,26.04,37.17,,,,,,,,,,,,,49.72,42.56,54.38,,,,,,,,,,,,,4.09,-1.06,9.7,,,,,,,,,,,,,3.0,-3.47,8.42,,,,,,,,,,,,,,,,,,,,,,8.28,3.21,14.08,,,,,,,,,,,,,,,,,,,,,,,
2017-09-21,,,,,,,31.89,26.08,37.06,,,,,,,,,,,,,49.68,42.57,54.25,,,,,,,,,,,,,4.11,-0.97,9.63,,,,,,,,,,,,,3.0,-3.47,8.28,,,,,,,,,,,,,,,,,,,,,,8.32,3.28,14.04,,,,,,,,,,,,,,,,,,,,,,,
2017-09-22,,,,,,,31.88,26.11,36.92,,,,,,,,,,,,,49.64,42.6,54.12,,,,,,,,,,,,,4.12,-0.93,9.58,,,,,,,,,,,,,3.0,-3.46,8.15,,,,,,,,,,,,,,,,,,,,,,8.36,3.33,13.99,,,,,,,,,,,,,,,,,,,,,,,
2017-09-23,,,,,,,31.86,26.26,36.78,,,,,,,,,,,,,49.59,42.62,54.02,,,,,,,,,,,,,4.14,-0.79,9.55,,,,,,,,,,,,,3.0,-3.45,8.0,,,,,,,,,,,,,,,,,,,,,,8.41,3.48,13.94,,,,,,,,,,,,,,,,,,,,,,,
2017-09-24,,,,,,,31.85,26.31,36.63,,,,,,,,,,,,,49.55,42.65,53.96,,,,,,,,,,,,,4.15,-0.66,9.48,,,,,,,,,,,,,3.0,-3.37,7.87,,,,,,,,,,,,,,,,,,,,,,8.45,3.52,13.89,,,,,,,,,,,,,,,,,,,,,,,
2017-09-25,,,,,,,31.83,26.3,36.53,,,,,,,,,,,,,49.5,42.68,53.9,,,,,,,,,,,,,4.17,-0.66,9.39,,,,,,,,,,,,,3.0,-3.21,7.75,,,,,,,,,,,,,,,,,,,,,,8.5,3.54,13.84,,,,,,,,,,,,,,,,,,,,,,,
2017-09-26,,,,,,,31.82,26.25,36.43,,,,,,,,,,,,,49.45,42.69,53.8,,,,,,,,,,,,,4.18,-0.67,9.3,,,,,,,,,,,,,3.0,-3.06,7.62,,,,,,,,,,,,,,,,,,,,,,8.55,3.58,13.8,,,,,,,,,,,,,,,,,,,,,,,
2017-09-27,,,,,,,31.8,26.16,36.34,,,,,,,,,,,,,49.4,42.72,53.68,,,,,,,,,,,,,4.2,-0.6,9.2,,,,,,,,,,,,,3.0,-2.92,7.53,,,,,,,,,,,,,,,,,,,,,,8.6,3.57,13.75,,,,,,,,,,,,,,,,,,,,,,,
2017-09-28,,,,,,,31.78,26.08,36.25,,,,,,,,,,,,,49.35,42.73,53.56,,,,,,,,,,,,,4.22,-0.6,9.11,,,,,,,,,,,,,3.0,-2.9,7.52,,,,,,,,,,,,,,,,,,,,,,8.65,3.57,13.7,,,,,,,,,,,,,,,,,,,,,,,
2017-09-29,,,,,,,31.77,26.08,36.16,,,,,,,,,,,,,49.3,42.72,53.44,,,,,,,,,,,,,4.23,-0.59,9.01,,,,,,,,,,,,,3.0,-2.9,7.51,,,,,,,,,,,,,,,,,,,,,,8.7,3.58,13.65,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,,,31.75,26.08,36.08,,,,,,,,,,,,,49.25,42.72,53.39,,,,,,,,,,,,,4.25,-0.58,8.91,,,,,,,,,,,,,3.0,-2.89,7.52,,,,,,,,,,,,,,,,,,,,,,8.75,3.61,13.6,,,,,,,,,,,,,,,,,,,,,,,
2017-10-01,,,,,,,31.74,26.08,36.03,,,,,,,,,,,,,49.21,42.72,53.39,,,,,,,,,,,,,4.26,-0.58,8.82,,,,,,,,,,,,,3.0,-2.89,7.52,,,,,,,,,,,,,,,,,,,,,,8.79,3.64,13.56,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,,,,,,,31.72,26.05,35.99,,,,,,,,,,,,,49.16,42.67,53.39,,,,,,,,,,,,,4.28,-0.57,8.73,,,,,,,,,,,,,3.0,-2.89,7.52,,,,,,,,,,,,,,,,,,,,,,8.84,3.68,13.52,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,,,,,,,31.7,26.02,35.95,,,,,,,,,,,,,49.11,42.61,53.39,,,,,,,,,,,,,4.3,-0.57,8.65,,,,,,,,,,,,,3.0,-2.89,7.52,,,,,,,,,,,,,,,,,,,,,,8.89,3.72,13.47,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,,,,,,,31.69,25.96,35.84,,,,,,,,,,,,,49.06,42.5,53.37,,,,,,,,,,,,,4.31,-0.56,8.57,,,,,,,,,,,,,3.0,-2.89,7.52,,,,,,,,,,,,,,,,,,,,,,8.94,3.76,13.47,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,,,,,,,31.67,25.87,35.75,,,,,,,,,,,,,49.01,42.46,53.37,,,,,,,,,,,,,4.33,-0.56,8.49,,,,,,,,,,,,,3.0,-2.89,7.52,,,,,,,,,,,,,,,,,,,,,,8.99,3.8,13.49,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,,,,,,,31.65,25.89,35.68,,,,,,,,,,,,,48.96,42.45,53.37,,,,,,,,,,,,,4.35,-0.56,8.51,,,,,,,,,,,,,3.0,-2.89,7.52,,,,,,,,,,,,,,,,,,,,,,9.04,3.84,13.54,,,,,,,,,,,,,,,,,,,,,,,
2017-10-07,,,,,,,31.64,25.95,35.65,,,,,,,,,,,,,48.91,42.44,53.37,,,,,,,,,,,,,4.36,-0.55,8.55,,,,,,,,,,,,,3.0,-2.89,7.52,,,,,,,,,,,,,,,,,,,,,,9.09,3.89,13.59,,,,,,,,,,,,,,,,,,,,,,,
2017-10-08,,,,,,,31.62,26.0,35.66,,,,,,,,,,,,,48.87,42.44,53.33,,,,,,,,,,,,,4.38,-0.55,8.62,,,,,,,,,,,,,3.0,-2.89,7.52,,,,,,,,,,,,,,,,,,,,,,9.13,3.93,13.51,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,,,,,,,31.61,26.03,35.66,,,,,,,,,,,,,48.82,42.43,53.29,,,,,,,,,,,,,4.39,-0.56,8.61,,,,,,,,,,,,,3.0,-2.89,7.48,,,,,,,,,,,,,,,,,,,,,,9.18,3.97,13.47,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,,,,,,,31.59,26.05,35.69,,,,,,,,,,,,,48.77,42.42,53.26,,,,,,,,,,,,,4.41,-0.55,8.54,,,,,,,,,,,,,3.0,-2.89,7.47,,,,,,,,,,,,,,,,,,,,,,9.23,4.01,13.52,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,,,,,,,31.58,26.07,35.64,,,,,,,,,,,,,48.73,42.33,53.17,,,,,,,,,,,,,4.42,-0.55,8.49,,,,,,,,,,,,,3.0,-2.89,7.47,,,,,,,,,,,,,,,,,,,,,,9.27,4.04,13.58,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,,,,,,,31.56,26.08,35.63,,,,,,,,,,,,,48.68,42.3,53.12,,,,,,,,,,,,,4.44,-0.56,8.47,,,,,,,,,,,,,3.0,-2.84,7.47,,,,,,,,,,,,,,,,,,,,,,9.32,4.04,13.61,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,,,,,,,31.55,26.08,35.63,,,,,,,,,,,,,48.64,42.29,53.08,,,,,,,,,,,,,4.45,-0.6,8.48,,,,,,,,,,,,,3.0,-2.78,7.45,,,,,,,,,,,,,,,,,,,,,,9.36,4.04,13.6,,,,,,,,,,,,,,,,,,,,,,,
2017-10-14,,,,,,,31.53,26.06,35.63,,,,,,,,,,,,,48.59,42.28,53.04,,,,,,,,,,,,,4.47,-0.6,8.52,,,,,,,,,,,,,3.0,-2.73,7.37,,,,,,,,,,,,,,,,,,,,,,9.41,4.02,13.59,,,,,,,,,,,,,,,,,,,,,,,
2017-10-15,,,,,,,31.52,26.04,35.62,,,,,,,,,,,,,48.55,42.28,53.01,,,,,,,,,,,,,4.48,-0.64,8.56,,,,,,,,,,,,,3.0,-2.7,7.33,,,,,,,,,,,,,,,,,,,,,,9.45,4.01,13.59,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,,,,,,,31.5,26.01,35.56,,,,,,,,,,,,,48.5,42.27,53.0,,,,,,,,,,,,,4.5,-0.75,8.52,,,,,,,,,,,,,3.0,-2.69,7.36,,,,,,,,,,,,,,,,,,,,,,9.5,4.0,13.61,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,,,,,,,31.48,25.96,35.53,,,,,,,,,,,,,48.45,42.26,52.99,,,,,,,,,,,,,4.52,-0.85,8.52,,,,,,,,,,,,,3.0,-2.68,7.4,,,,,,,,,,,,,,,,,,,,,,9.55,3.98,13.64,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,,,,,,,31.47,25.86,35.52,,,,,,,,,,,,,48.41,42.25,53.0,,,,,,,,,,,,,4.53,-0.92,8.55,,,,,,,,,,,,,3.0,-2.67,7.37,,,,,,,,,,,,,,,,,,,,,,9.59,3.97,13.74,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,,,,,,,31.45,25.79,35.61,,,,,,,,,,,,,48.36,42.24,53.0,,,,,,,,,,,,,4.55,-0.99,8.7,,,,,,,,,,,,,3.0,-2.66,7.34,,,,,,,,,,,,,,,,,,,,,,9.64,3.88,13.87,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,,,,,,,31.44,25.73,35.61,,,,,,,,,,,,,48.32,42.23,53.05,,,,,,,,,,,,,4.56,-1.08,8.73,,,,,,,,,,,,,3.0,-2.67,7.33,,,,,,,,,,,,,,,,,,,,,,9.68,3.78,14.14,,,,,,,,,,,,,,,,,,,,,,,
2017-10-21,,,,,,,31.42,25.67,35.6,,,,,,,,,,,,,48.27,42.16,53.12,,,,,,,,,,,,,4.58,-1.18,8.78,,,,,,,,,,,,,3.0,-2.68,7.33,,,,,,,,,,,,,,,,,,,,,,9.73,3.67,14.37,,,,,,,,,,,,,,,,,,,,,,,
2017-10-22,,,,,,,31.41,25.61,35.6,,,,,,,,,,,,,48.23,42.05,53.25,,,,,,,,,,,,,4.59,-1.27,8.89,,,,,,,,,,,,,3.0,-2.69,7.4,,,,,,,,,,,,,,,,,,,,,,9.77,3.63,14.47,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,,,,,,,31.39,25.52,35.6,,,,,,,,,,,,,48.18,42.04,53.29,,,,,,,,,,,,,4.61,-1.4,9.0,,,,,,,,,,,,,3.0,-2.7,7.47,,,,,,,,,,,,,,,,,,,,,,9.82,3.62,14.58,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,,,,,,,31.38,25.44,35.67,,,,,,,,,,,,,48.13,42.04,53.29,,,,,,,,,,,,,4.62,-1.39,9.12,,,,,,,,,,,,,3.0,-2.73,7.47,,,,,,,,,,,,,,,,,,,,,,9.87,3.64,14.72,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,,,,,,,31.36,25.39,35.77,,,,,,,,,,,,,48.09,42.0,53.29,,,,,,,,,,,,,4.64,-1.42,9.25,,,,,,,,,,,,,3.0,-2.7,7.48,,,,,,,,,,,,,,,,,,,,,,9.91,3.63,14.86,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,,,,,,,31.35,25.34,35.89,,,,,,,,,,,,,48.04,41.92,53.29,,,,,,,,,,,,,4.65,-1.44,9.39,,,,,,,,,,,,,3.0,-2.69,7.47,,,,,,,,,,,,,,,,,,,,,,9.96,3.62,14.99,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,,,,,,,31.33,25.24,36.0,,,,,,,,,,,,,47.99,41.77,53.26,,,,,,,,,,,,,4.67,-1.47,9.46,,,,,,,,,,,,,3.0,-2.67,7.47,,,,,,,,,,,,,,,,,,,,,,10.01,3.62,15.12,,,,,,,,,,,,,,,,,,,,,,,
2017-10-28,,,,,,,31.31,25.15,36.03,,,,,,,,,,,,,47.94,41.69,53.19,,,,,,,,,,,,,4.69,-1.5,9.5,,,,,,,,,,,,,3.0,-2.66,7.47,,,,,,,,,,,,,,,,,,,,,,10.06,3.61,15.18,,,,,,,,,,,,,,,,,,,,,,,
2017-10-29,,,,,,,31.3,25.07,36.06,,,,,,,,,,,,,47.89,41.6,53.14,,,,,,,,,,,,,4.7,-1.54,9.54,,,,,,,,,,,,,3.0,-2.66,7.47,,,,,,,,,,,,,,,,,,,,,,10.11,3.6,15.19,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,,,,,,,31.28,25.01,36.13,,,,,,,,,,,,,47.84,41.49,53.1,,,,,,,,,,,,,4.72,-1.6,9.6,,,,,,,,,,,,,3.0,-2.68,7.47,,,,,,,,,,,,,,,,,,,,,,10.16,3.6,15.23,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,,,,,,,31.26,24.95,36.2,,,,,,,,,,,,,47.79,41.42,53.07,,,,,,,,,,,,,4.74,-1.67,9.69,,,,,,,,,,,,,3.0,-2.66,7.47,,,,,,,,,,,,,,,,,,,,,,10.21,3.59,15.28,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,,,,,,,31.25,24.83,36.22,,,,,,,,,,,,,47.75,41.28,53.08,,,,,,,,,,,,,4.75,-1.75,9.74,,,,,,,,,,,,,3.0,-2.67,7.47,,,,,,,,,,,,,,,,,,,,,,10.25,3.58,15.36,,,,,,,,,,,,,,,,,,,,,,,
