date,Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Ukip (to 2019 election),Ukip (to 2019 election) (low),Ukip (to 2019 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (to 2015 election),PC (to 2015 election) (low),PC (to 2015 election) (high),PC (to 2017 election),PC (to 2017 election) (low),PC (to 2017 election) (high),PC (to 2019 election),PC (to 2019 election) (low),PC (to 2019 election) (high),PC (to 2024 election),PC (to 2024 election) (low),PC (to 2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2022-04-17,,,,,,,,,,26.13,23.48,29.43,,,,,,,,,,,,,41.67,39.05,44.2,,,,,,,,,,,,,6.31,3.59,8.44,,,,,,,,,,,,,,,,,,,4.46,1.52,7.07,,,,,,,,,,,,,,,,15.04,12.35,17.34,,,,,,,5.54,3.24,7.96,,,,,,,,,,,
2022-04-18,,,,,,,,,,26.17,23.51,29.5,,,,,,,,,,,,,41.64,39.04,44.12,,,,,,,,,,,,,6.31,3.57,8.41,,,,,,,,,,,,,,,,,,,4.46,1.51,7.0,,,,,,,,,,,,,,,,15.05,12.37,17.38,,,,,,,5.52,3.2,7.96,,,,,,,,,,,
2022-04-19,,,,,,,,,,26.22,23.54,29.56,,,,,,,,,,,,,41.61,39.04,44.04,,,,,,,,,,,,,6.31,3.56,8.42,,,,,,,,,,,,,,,,,,,4.45,1.5,7.0,,,,,,,,,,,,,,,,15.06,12.4,17.41,,,,,,,5.5,3.09,7.96,,,,,,,,,,,
2022-04-20,,,,,,,,,,26.26,23.57,29.61,,,,,,,,,,,,,41.58,39.04,44.01,,,,,,,,,,,,,6.31,3.53,8.45,,,,,,,,,,,,,,,,,,,4.44,1.49,7.04,,,,,,,,,,,,,,,,15.07,12.44,17.45,,,,,,,5.48,3.07,7.95,,,,23.0,35.0,5.0,,8.0,,22.0,6.0
2022-04-21,,,,,,,,,,26.31,23.62,29.67,,,,,,,,,,,,,41.55,39.04,44.08,,,,,,,,,,,,,6.31,3.47,8.45,,,,,,,,,,,,,,,,,,,4.43,1.52,7.08,,,,,,,,,,,,,,,,15.08,12.48,17.48,,,,,,,5.46,2.99,7.94,,,,,,,,,,,
2022-04-22,,,,,,,,,,26.35,23.65,29.72,,,,,,,,,,,,,41.52,38.99,44.0,,,,,,,,,,,,,6.31,3.45,8.41,,,,,,,,,,,,,,,,,,,4.42,1.54,7.11,,,,,,,,,,,,,,,,15.09,12.5,17.5,,,,,,,5.43,2.9,7.92,,,,,,,,,,,
2022-04-23,,,,,,,,,,26.4,23.7,29.74,,,,,,,,,,,,,41.5,38.93,43.97,,,,,,,,,,,,,6.31,3.43,8.38,,,,,,,,,,,,,,,,,,,4.41,1.56,7.07,,,,,,,,,,,,,,,,15.1,12.49,17.5,,,,,,,5.41,2.81,7.9,,,,,,,,,,,
2022-04-24,,,,,,,,,,26.44,23.72,29.76,,,,,,,,,,,,,41.47,38.95,43.88,,,,,,,,,,,,,6.31,3.42,8.39,,,,,,,,,,,,,,,,,,,4.4,1.58,7.02,,,,,,,,,,,,,,,,15.1,12.48,17.51,,,,,,,5.38,2.71,7.87,,,,,,,,,,,
2022-04-25,,,,,,,,,,26.49,23.75,29.76,,,,,,,,,,,,,41.45,38.9,43.86,,,,,,,,,,,,,6.31,3.41,8.41,,,,,,,,,,,,,,,,,,,4.39,1.55,6.97,,,,,,,,,,,,,,,,15.11,12.46,17.51,,,,,,,5.35,2.64,7.85,,,,,,,,,,,
2022-04-26,,,,,,,,,,26.53,23.83,29.82,,,,,,,,,,,,,41.42,38.85,43.85,,,,,,,,,,,,,6.32,3.4,8.41,,,,,,,,,,,,,,,,,,,4.38,1.5,6.93,,,,,,,,,,,,,,,,15.11,12.45,17.52,,,,,,,5.32,2.57,7.94,,,,,,,,,,,
2022-04-27,,,,,,,,,,26.58,23.88,29.91,,,,,,,,,,,,,41.4,38.81,43.77,,,,,,,,,,,,,6.32,3.39,8.42,,,,,,,,,,,,,,,,,,,4.36,1.46,6.86,,,,,,,,,,,,,,,,15.12,12.44,17.52,,,,,,,5.29,2.53,7.93,,,,30.0,41.0,14.0,,3.0,,6.0,1.0
2022-04-28,,,,,,,,,,26.62,23.91,29.98,,,,,,,,,,,,,41.38,38.77,43.68,,,,,,,,,,,,,6.33,3.38,8.42,,,,,,,,,,,,,,,,,,,4.35,1.45,6.78,,,,,,,,,,,,,,,,15.12,12.49,17.52,,,,,,,5.26,2.53,7.91,,,,,,,,,,,
2022-04-29,,,,,,,,,,26.67,23.96,30.02,,,,,,,,,,,,,41.36,38.73,43.59,,,,,,,,,,,,,6.34,3.38,8.44,,,,,,,,,,,,,,,,,,,4.34,1.48,6.71,,,,,,,,,,,,,,,,15.12,12.54,17.53,,,,,,,5.23,2.52,7.89,,,,,,,,,,,
2022-04-30,,,,,,,,,,26.71,24.02,30.05,,,,,,,,,,,,,41.33,38.7,43.49,,,,,,,,,,,,,6.35,3.4,8.44,,,,,,,,,,,,,,,,,,,4.32,1.46,6.7,,,,,,,,,,,,,,,,15.12,12.58,17.53,,,,,,,5.2,2.52,7.87,,,,,,,,,,,
2022-05-01,,,,,,,,,,26.75,24.07,30.08,,,,,,,,,,,,,41.31,38.67,43.44,,,,,,,,,,,,,6.36,3.42,8.47,,,,,,,,,,,,,,,,,,,4.31,1.5,6.69,,,,,,,,,,,,,,,,15.12,12.63,17.53,,,,,,,5.16,2.49,7.87,,,,,,,,,,,
2022-05-02,,,,,,,,,,26.79,24.13,30.11,,,,,,,,,,,,,41.29,38.65,43.43,,,,,,,,,,,,,6.37,3.46,8.51,,,,,,,,,,,,,,,,,,,4.29,1.54,6.67,,,,,,,,,,,,,,,,15.12,12.62,17.52,,,,,,,5.13,2.43,7.86,,,,,,,,,,,
2022-05-03,,,,,,,,,,26.84,24.18,30.14,,,,,,,,,,,,,41.27,38.63,43.44,,,,,,,,,,,,,6.39,3.5,8.5,,,,,,,,,,,,,,,,,,,4.28,1.58,6.63,,,,,,,,,,,,,,,,15.12,12.63,17.54,,,,,,,5.1,2.39,7.87,,,,,,,,,,,
2022-05-04,,,,,,,,,,26.88,24.24,30.15,,,,,,,,,,,,,41.26,38.61,43.35,,,,,,,,,,,,,6.4,3.54,8.5,,,,,,,,,,,,,,,,,,,4.26,1.58,6.6,,,,,,,,,,,,,,,,15.12,12.66,17.54,,,,,,,5.06,2.33,7.89,,,,,,,,,,,
2022-05-05,,,,,,,,,,26.92,24.29,30.14,,,,,,,,,,,,,41.24,38.61,43.29,,,,,,,,,,,,,6.42,3.6,8.5,,,,,,,,,,,,,,,,,,,4.24,1.56,6.51,,,,,,,,,,,,,,,,15.11,12.63,17.54,,,,,,,5.03,2.25,7.86,,,,,,,,,,,
2022-05-06,,,,,,,,,,26.96,24.35,30.14,,,,,,,,,,,,,41.22,38.58,43.28,,,,,,,,,,,,,6.44,3.59,8.52,,,,,,,,,,,,,,,,,,,4.22,1.54,6.42,,,,,,,,,,,,,,,,15.11,12.59,17.53,,,,,,,5.0,2.23,7.84,,,,40.0,40.0,3.0,,2.0,,13.0,
2022-05-07,,,,,,,,,,26.99,24.4,30.14,,,,,,,,,,,,,41.2,38.54,43.25,,,,,,,,,,,,,6.46,3.58,8.55,,,,,,,,,,,,,,,,,,,4.21,1.53,6.34,,,,,,,,,,,,,,,,15.1,12.55,17.48,,,,,,,4.97,2.22,7.88,,,,,,,,,,,
2022-05-08,,,,,,,,,,27.03,24.44,30.14,,,,,,,,,,,,,41.19,38.54,43.21,,,,,,,,,,,,,6.48,3.64,8.6,,,,,,,,,,,,,,,,,,,4.19,1.59,6.33,,,,,,,,,,,,,,,,15.09,12.54,17.47,,,,,,,4.94,2.22,7.76,,,,,,,,,,,
2022-05-09,,,,,,,,,,27.07,24.45,30.13,,,,,,,,,,,,,41.17,38.57,43.21,,,,,,,,,,,,,6.5,3.71,8.65,,,,,,,,,,,,,,,,,,,4.17,1.57,6.35,,,,,,,,,,,,,,,,15.08,12.62,17.5,,,,,,,4.91,2.21,7.73,,,,,,,,,,,
2022-05-10,,,,,,,,,,27.1,24.47,30.12,,,,,,,,,,,,,41.16,38.57,43.2,,,,,,,,,,,,,6.52,3.75,8.66,,,,,,,,,,,,,,,,,,,4.15,1.52,6.38,,,,,,,,,,,,,,,,15.07,12.6,17.47,,,,,,,4.88,2.19,7.69,,,,,,,,,,,
2022-05-11,,,,,,,,,,27.14,24.52,30.11,,,,,,,,,,,,,41.15,38.57,43.16,,,,,,,,,,,,,6.54,3.74,8.66,,,,,,,,,,,,,,,,,,,4.13,1.45,6.4,,,,,,,,,,,,,,,,15.06,12.63,17.46,,,,,,,4.85,2.11,7.65,,,,27.0,48.0,6.0,,1.0,,15.0,3.0
2022-05-12,,,,,,,,,,27.17,24.51,30.16,,,,,,,,,,,,,41.14,38.57,43.11,,,,,,,,,,,,,6.56,3.73,8.67,,,,,,,,,,,,,,,,,,,4.11,1.39,6.42,,,,,,,,,,,,,,,,15.05,12.6,17.46,,,,,,,4.82,2.07,7.61,,,,,,,,,,,
2022-05-13,,,,,,,,,,27.2,24.5,30.22,,,,,,,,,,,,,41.13,38.57,43.07,,,,,,,,,,,,,6.58,3.73,8.65,,,,,,,,,,,,,,,,,,,4.09,1.42,6.33,,,,,,,,,,,,,,,,15.04,12.6,17.44,,,,,,,4.79,2.01,7.51,,,,,,,,,,,
2022-05-14,,,,,,,,,,27.23,24.49,30.25,,,,,,,,,,,,,41.12,38.58,43.06,,,,,,,,,,,,,6.6,3.78,8.66,,,,,,,,,,,,,,,,,,,4.07,1.45,6.31,,,,,,,,,,,,,,,,15.02,12.51,17.44,,,,,,,4.77,1.95,7.51,,,,,,,,,,,
2022-05-15,,,,,,,,,,27.26,24.53,30.14,,,,,,,,,,,,,41.11,38.58,43.05,,,,,,,,,,,,,6.63,3.86,8.7,,,,,,,,,,,,,,,,,,,4.05,1.4,6.35,,,,,,,,,,,,,,,,15.01,12.43,17.4,,,,,,,4.74,1.9,7.52,,,,,,,,,,,
2022-05-16,,,,,,,,,,27.28,24.53,30.03,,,,,,,,,,,,,41.11,38.59,43.07,,,,,,,,,,,,,6.65,3.95,8.73,,,,,,,,,,,,,,,,,,,4.03,1.33,6.35,,,,,,,,,,,,,,,,15.0,12.37,17.35,,,,,,,4.72,1.85,7.5,,,,,,,,,,,
2022-05-17,,,,,,,,,,27.31,24.61,30.01,,,,,,,,,,,,,41.1,38.59,43.09,,,,,,,,,,,,,6.67,4.05,8.76,,,,,,,,,,,,,,,,,,,4.01,1.35,6.32,,,,,,,,,,,,,,,,14.98,12.35,17.42,,,,,,,4.7,1.8,7.48,,,,,,,,,,,
2022-05-18,,,,,,,,,,27.33,24.6,30.01,,,,,,,,,,,,,41.09,38.59,43.07,,,,,,,,,,,,,6.69,4.14,8.78,,,,,,,,,,,,,,,,,,,3.99,1.32,6.25,,,,,,,,,,,,,,,,14.97,12.36,17.42,,,,,,,4.68,1.76,7.44,,,,,,,,,,,
2022-05-19,,,,,,,,,,27.35,24.59,30.01,,,,,,,,,,,,,41.09,38.6,43.05,,,,,,,,,,,,,6.72,4.14,8.81,,,,,,,,,,,,,,,,,,,3.98,1.29,6.2,,,,,,,,,,,,,,,,14.96,12.36,17.45,,,,,,,4.66,1.72,7.42,,,,25.0,36.0,10.0,,10.0,,15.0,4.0
2022-05-20,,,,,,,,,,27.37,24.59,30.0,,,,,,,,,,,,,41.08,38.61,43.01,,,,,,,,,,,,,6.74,4.14,8.82,,,,,,,,,,,,,,,,,,,3.96,1.31,6.22,,,,,,,,,,,,,,,,14.95,12.37,17.41,,,,,,,4.64,1.72,7.39,,,,,,,,,,,
2022-05-21,,,,,,,,,,27.38,24.6,30.0,,,,,,,,,,,,,41.08,38.63,42.97,,,,,,,,,,,,,6.76,4.16,8.85,,,,,,,,,,,,,,,,,,,3.94,1.33,6.21,,,,,,,,,,,,,,,,14.94,12.38,17.4,,,,,,,4.63,1.73,7.36,,,,,,,,,,,
2022-05-22,,,,,,,,,,27.4,24.57,30.0,,,,,,,,,,,,,41.08,38.59,42.97,,,,,,,,,,,,,6.78,4.17,8.89,,,,,,,,,,,,,,,,,,,3.93,1.35,6.18,,,,,,,,,,,,,,,,14.93,12.4,17.38,,,,,,,4.61,1.74,7.3,,,,,,,,,,,
2022-05-23,,,,,,,,,,27.41,24.55,29.94,,,,,,,,,,,,,41.07,38.5,42.98,,,,,,,,,,,,,6.81,4.27,8.96,,,,,,,,,,,,,,,,,,,3.91,1.37,6.16,,,,,,,,,,,,,,,,14.92,12.42,17.32,,,,,,,4.6,1.77,7.23,,,,,,,,,,,
2022-05-24,,,,,,,,,,27.42,24.53,29.92,,,,,,,,,,,,,41.07,38.43,42.99,,,,,,,,,,,,,6.83,4.36,9.02,,,,,,,,,,,,,,,,,,,3.89,1.39,6.13,,,,,,,,,,,,,,,,14.91,12.41,17.27,,,,,,,4.59,1.79,7.18,,,,,,,,,,,
2022-05-25,,,,,,,,,,27.43,24.51,29.95,,,,,,,,,,,,,41.07,38.46,43.0,,,,,,,,,,,,,6.85,4.35,9.08,,,,,,,,,,,,,,,,,,,3.88,1.4,6.13,,,,,,,,,,,,,,,,14.91,12.4,17.21,,,,,,,4.57,1.78,7.15,,,,28.0,47.0,5.0,,,,12.0,1.0
2022-05-26,,,,,,,,,,27.43,24.49,29.97,,,,,,,,,,,,,41.07,38.51,43.07,,,,,,,,,,,,,6.87,4.34,9.06,,,,,,,,,,,,,,,,,,,3.86,1.4,6.15,,,,,,,,,,,,,,,,14.91,12.4,17.17,,,,,,,4.56,1.7,7.15,,,,,,,,,,,
2022-05-27,,,,,,,,,,27.43,24.46,29.96,,,,,,,,,,,,,41.07,38.55,43.14,,,,,,,,,,,,,6.89,4.32,9.13,,,,,,,,,,,,,,,,,,,3.85,1.34,6.15,,,,,,,,,,,,,,,,14.9,12.44,17.13,,,,,,,4.55,1.64,7.15,,,,,,,,,,,
2022-05-28,,,,,,,,,,27.43,24.44,29.96,,,,,,,,,,,,,41.08,38.59,43.21,,,,,,,,,,,,,6.9,4.35,9.1,,,,,,,,,,,,,,,,,,,3.84,1.28,6.15,,,,,,,,,,,,,,,,14.9,12.47,17.11,,,,,,,4.54,1.58,7.14,,,,,,,,,,,
2022-05-29,,,,,,,,,,27.43,24.41,30.02,,,,,,,,,,,,,41.08,38.63,43.23,,,,,,,,,,,,,6.92,4.36,9.03,,,,,,,,,,,,,,,,,,,3.83,1.23,6.16,,,,,,,,,,,,,,,,14.9,12.51,17.13,,,,,,,4.53,1.59,7.15,,,,,,,,,,,
2022-05-30,,,,,,,,,,27.43,24.39,30.04,,,,,,,,,,,,,41.09,38.65,43.22,,,,,,,,,,,,,6.93,4.35,9.04,,,,,,,,,,,,,,,,,,,3.81,1.17,6.12,,,,,,,,,,,,,,,,14.91,12.55,17.14,,,,,,,4.52,1.59,7.15,,,,,,,,,,,
2022-05-31,,,,,,,,,,27.42,24.37,30.05,,,,,,,,,,,,,41.09,38.62,43.21,,,,,,,,,,,,,6.95,4.37,9.07,,,,,,,,,,,,,,,,,,,3.8,1.16,6.08,,,,,,,,,,,,,,,,14.91,12.57,17.15,,,,,,,4.51,1.6,7.16,,,,,,,,,,,
2022-06-01,,,,,,,,,,27.42,24.37,30.04,,,,,,,,,,,,,41.1,38.61,43.23,,,,,,,,,,,,,6.96,4.39,9.1,,,,,,,,,,,,,,,,,,,3.79,1.18,6.04,,,,,,,,,,,,,,,,14.92,12.56,17.15,,,,,,,4.5,1.6,7.16,,,,,,,,,,,
2022-06-02,,,,,,,,,,27.4,24.39,30.04,,,,,,,,,,,,,41.11,38.64,43.21,,,,,,,,,,,,,6.97,4.41,9.13,,,,,,,,,,,,,,,,,,,3.78,1.19,6.1,,,,,,,,,,,,,,,,14.93,12.59,17.19,,,,,,,4.49,1.57,7.14,,,,,,,,,,,
2022-06-03,,,,,,,,,,27.39,24.41,30.02,,,,,,,,,,,,,41.12,38.68,43.19,,,,,,,,,,,,,6.98,4.44,9.14,,,,,,,,,,,,,,,,,,,3.78,1.22,6.17,,,,,,,,,,,,,,,,14.94,12.6,17.2,,,,,,,4.49,1.56,7.08,,,,21.0,31.0,12.0,,4.0,,19.0,14.0
2022-06-04,,,,,,,,,,27.37,24.42,30.04,,,,,,,,,,,,,41.13,38.71,43.21,,,,,,,,,,,,,6.99,4.45,9.18,,,,,,,,,,,,,,,,,,,3.77,1.25,6.2,,,,,,,,,,,,,,,,14.95,12.64,17.21,,,,,,,4.48,1.6,7.0,,,,,,,,,,,
2022-06-05,,,,,,,,,,27.35,24.44,29.98,,,,,,,,,,,,,41.14,38.77,43.29,,,,,,,,,,,,,6.99,4.42,9.24,,,,,,,,,,,,,,,,,,,3.76,1.28,6.2,,,,,,,,,,,,,,,,14.96,12.69,17.22,,,,,,,4.48,1.6,6.94,,,,,,,,,,,
2022-06-06,,,,,,,,,,27.33,24.42,29.94,,,,,,,,,,,,,41.16,38.81,43.36,,,,,,,,,,,,,7.0,4.41,9.22,,,,,,,,,,,,,,,,,,,3.76,1.3,6.11,,,,,,,,,,,,,,,,14.97,12.73,17.23,,,,,,,4.47,1.56,6.93,,,,,,,,,,,
2022-06-07,,,,,,,,,,27.3,24.36,29.93,,,,,,,,,,,,,41.18,38.81,43.45,,,,,,,,,,,,,7.0,4.43,9.29,,,,,,,,,,,,,,,,,,,3.75,1.32,6.1,,,,,,,,,,,,,,,,14.98,12.77,17.24,,,,,,,4.47,1.52,6.91,,,,,,,,,,,
2022-06-08,,,,,,,,,,27.27,24.33,29.96,,,,,,,,,,,,,41.2,38.81,43.53,,,,,,,,,,,,,7.0,4.47,9.37,,,,,,,,,,,,,,,,,,,3.74,1.32,6.14,,,,,,,,,,,,,,,,15.0,12.82,17.26,,,,,,,4.46,1.51,6.94,,,,,,,,,,,
2022-06-09,,,,,,,,,,27.24,24.32,30.0,,,,,,,,,,,,,41.22,38.82,43.57,,,,,,,,,,,,,7.0,4.52,9.39,,,,,,,,,,,,,,,,,,,3.74,1.31,6.18,,,,,,,,,,,,,,,,15.02,12.85,17.29,,,,,,,4.46,1.54,6.99,,,,25.0,41.0,4.0,,2.0,,18.0,8.0
2022-06-10,,,,,,,,,,27.2,24.31,29.9,,,,,,,,,,,,,41.25,38.85,43.62,,,,,,,,,,,,,7.0,4.56,9.35,,,,,,,,,,,,,,,,,,,3.74,1.29,6.2,,,,,,,,,,,,,,,,15.03,12.87,17.3,,,,,,,4.46,1.56,6.98,,,,,,,,,,,
2022-06-11,,,,,,,,,,27.16,24.3,29.91,,,,,,,,,,,,,41.28,38.86,43.67,,,,,,,,,,,,,7.0,4.53,9.31,,,,,,,,,,,,,,,,,,,3.73,1.28,6.2,,,,,,,,,,,,,,,,15.05,12.89,17.26,,,,,,,4.46,1.59,6.97,,,,,,,,,,,
2022-06-12,,,,,,,,,,27.12,24.23,29.9,,,,,,,,,,,,,41.3,38.9,43.71,,,,,,,,,,,,,6.99,4.51,9.33,,,,,,,,,,,,,,,,,,,3.73,1.27,6.2,,,,,,,,,,,,,,,,15.07,12.92,17.26,,,,,,,4.46,1.63,6.95,,,,,,,,,,,
2022-06-13,,,,,,,,,,27.08,24.21,29.75,,,,,,,,,,,,,41.34,39.0,43.75,,,,,,,,,,,,,6.98,4.49,9.29,,,,,,,,,,,,,,,,,,,3.72,1.27,6.19,,,,,,,,,,,,,,,,15.09,12.96,17.25,,,,,,,4.46,1.65,6.93,,,,,,,,,,,
2022-06-14,,,,,,,,,,27.03,24.16,29.63,,,,,,,,,,,,,41.37,39.01,43.8,,,,,,,,,,,,,6.98,4.54,9.24,,,,,,,,,,,,,,,,,,,3.72,1.26,6.19,,,,,,,,,,,,,,,,15.11,13.0,17.25,,,,,,,4.46,1.65,6.91,,,,,,,,,,,
2022-06-15,,,,,,,,,,26.98,24.11,29.62,,,,,,,,,,,,,41.4,39.01,43.84,,,,,,,,,,,,,6.97,4.52,9.19,,,,,,,,,,,,,,,,,,,3.71,1.25,6.15,,,,,,,,,,,,,,,,15.13,13.05,17.27,,,,,,,4.46,1.63,6.92,,,,,,,,,,,
2022-06-16,,,,,,,,,,26.93,24.05,29.65,,,,,,,,,,,,,41.44,39.02,43.99,,,,,,,,,,,,,6.96,4.51,9.2,,,,,,,,,,,,,,,,,,,3.7,1.26,6.11,,,,,,,,,,,,,,,,15.15,13.1,17.26,,,,,,,4.46,1.61,6.96,,,,26.0,42.0,4.5,,4.0,,15.5,4.0
2022-06-17,,,,,,,,,,26.88,24.02,29.67,,,,,,,,,,,,,41.47,39.04,44.04,,,,,,,,,,,,,6.94,4.5,9.22,,,,,,,,,,,,,,,,,,,3.7,1.26,6.07,,,,,,,,,,,,,,,,15.17,13.16,17.28,,,,,,,4.46,1.58,6.99,,,,,,,,,,,
2022-06-18,,,,,,,,,,26.83,23.99,29.55,,,,,,,,,,,,,41.51,39.1,44.08,,,,,,,,,,,,,6.93,4.49,9.25,,,,,,,,,,,,,,,,,,,3.69,1.25,6.03,,,,,,,,,,,,,,,,15.19,13.2,17.25,,,,,,,4.46,1.57,7.03,,,,,,,,,,,
2022-06-19,,,,,,,,,,26.78,23.96,29.36,,,,,,,,,,,,,41.55,39.16,44.13,,,,,,,,,,,,,6.92,4.46,9.27,,,,,,,,,,,,,,,,,,,3.68,1.25,6.06,,,,,,,,,,,,,,,,15.21,13.24,17.24,,,,,,,4.46,1.55,6.99,,,,,,,,,,,
2022-06-20,,,,,,,,,,26.73,23.94,29.29,,,,,,,,,,,,,41.59,39.21,44.14,,,,,,,,,,,,,6.9,4.42,9.29,,,,,,,,,,,,,,,,,,,3.68,1.23,6.05,,,,,,,,,,,,,,,,15.23,13.26,17.25,,,,,,,4.46,1.61,6.94,,,,,,,,,,,
2022-06-21,,,,,,,,,,26.68,23.96,29.25,,,,,,,,,,,,,41.63,39.23,44.13,,,,,,,,,,,,,6.88,4.45,9.25,,,,,,,,,,,,,,,,,,,3.67,1.2,6.05,,,,,,,,,,,,,,,,15.25,13.25,17.32,,,,,,,4.46,1.61,6.88,,,,,,,,,,,
2022-06-22,,,,,,,,,,26.63,23.97,29.19,,,,,,,,,,,,,41.67,39.31,44.13,,,,,,,,,,,,,6.87,4.43,9.22,,,,,,,,,,,,,,,,,,,3.66,1.21,6.0,,,,,,,,,,,,,,,,15.27,13.25,17.41,,,,,,,4.45,1.64,6.87,,,,,,,,,,,
2022-06-23,,,,,,,,,,26.58,23.94,29.08,,,,,,,,,,,,,41.72,39.38,44.15,,,,,,,,,,,,,6.85,4.4,9.24,,,,,,,,,,,,,,,,,,,3.65,1.26,5.97,,,,,,,,,,,,,,,,15.29,13.26,17.49,,,,,,,4.45,1.67,6.88,,,,31.0,46.0,8.0,,4.0,,10.0,2.0
2022-06-24,,,,,,,,,,26.53,23.92,29.04,,,,,,,,,,,,,41.76,39.44,44.18,,,,,,,,,,,,,6.83,4.38,9.25,,,,,,,,,,,,,,,,,,,3.64,1.27,5.99,,,,,,,,,,,,,,,,15.3,13.27,17.56,,,,,,,4.45,1.71,6.89,,,,,,,,,,,
2022-06-25,,,,,,,,,,26.48,23.9,29.0,,,,,,,,,,,,,41.81,39.5,44.28,,,,,,,,,,,,,6.81,4.38,9.26,,,,,,,,,,,,,,,,,,,3.63,1.27,6.02,,,,,,,,,,,,,,,,15.32,13.32,17.56,,,,,,,4.45,1.74,6.9,,,,,,,,,,,
2022-06-26,,,,,,,,,,26.43,23.88,28.95,,,,,,,,,,,,,41.85,39.55,44.37,,,,,,,,,,,,,6.78,4.39,9.27,,,,,,,,,,,,,,,,,,,3.62,1.28,6.07,,,,,,,,,,,,,,,,15.34,13.37,17.55,,,,,,,4.44,1.79,6.91,,,,,,,,,,,
2022-06-27,,,,,,,,,,26.39,23.82,28.83,,,,,,,,,,,,,41.9,39.56,44.42,,,,,,,,,,,,,6.76,4.39,9.22,,,,,,,,,,,,,,,,,,,3.61,1.29,6.04,,,,,,,,,,,,,,,,15.36,13.39,17.55,,,,,,,4.44,1.82,6.92,,,,,,,,,,,
2022-06-28,,,,,,,,,,26.34,23.84,28.82,,,,,,,,,,,,,41.95,39.64,44.42,,,,,,,,,,,,,6.74,4.4,9.2,,,,,,,,,,,,,,,,,,,3.6,1.3,6.05,,,,,,,,,,,,,,,,15.38,13.4,17.56,,,,,,,4.44,1.83,6.97,,,,,,,,,,,
2022-06-29,,,,,,,,,,26.29,23.76,28.8,,,,,,,,,,,,,42.0,39.69,44.44,,,,,,,,,,,,,6.72,4.37,9.2,,,,,,,,,,,,,,,,,,,3.59,1.3,6.04,,,,,,,,,,,,,,,,15.39,13.37,17.55,,,,,,,4.43,1.87,7.02,,,,32.0,38.0,10.0,,1.0,,14.0,3.0
2022-06-30,,,,,,,,,,26.25,23.64,28.75,,,,,,,,,,,,,42.05,39.73,44.54,,,,,,,,,,,,,6.7,4.34,9.2,,,,,,,,,,,,,,,,,,,3.57,1.25,6.04,,,,,,,,,,,,,,,,15.41,13.34,17.55,,,,,,,4.42,1.88,7.06,,,,,,,,,,,
2022-07-01,,,,,,,,,,26.2,23.59,28.73,,,,,,,,,,,,,42.1,39.77,44.63,,,,,,,,,,,,,6.68,4.3,9.19,,,,,,,,,,,,,,,,,,,3.56,1.23,6.02,,,,,,,,,,,,,,,,15.42,13.34,17.55,,,,,,,4.41,1.84,7.0,,,,,,,,,,,
2022-07-02,,,,,,,,,,26.16,23.54,28.72,,,,,,,,,,,,,42.15,39.81,44.71,,,,,,,,,,,,,6.66,4.28,9.18,,,,,,,,,,,,,,,,,,,3.55,1.23,5.98,,,,,,,,,,,,,,,,15.44,13.36,17.61,,,,,,,4.41,1.82,6.95,,,,,,,,,,,
