date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Ukip,Ukip (low),Ukip (high),Grn,Grn (low),Grn (high),PC,PC (low),PC (high),Reform,Reform (low),Reform (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),PC (poll),Reform (poll)
2022-03-06,23.64,19.0,26.0,46.01,41.0,53.0,5.67,4.0,7.0,,,,,,,12.99,12.0,14.0,6.03,4.69,8.0,,,,,,,
2022-03-07,23.64,19.0,26.0,46.01,41.96,53.0,5.67,4.0,6.68,,,,,,,12.99,12.0,13.99,6.03,4.69,7.42,,,,,,,
2022-03-08,23.64,19.0,26.0,46.01,41.96,53.0,5.67,4.0,6.68,,,,,,,12.98,12.0,13.99,6.03,4.69,7.42,,,,,,,
2022-03-09,23.63,19.0,26.0,46.01,41.95,53.0,5.67,4.0,6.68,,,,,,,12.98,12.0,13.99,6.04,4.7,7.42,,,,,,,
2022-03-10,23.63,19.0,26.0,46.01,41.95,53.0,5.67,4.0,6.68,,,,,,,12.98,12.0,13.99,6.04,4.7,7.42,,,,,,,
2022-03-11,23.63,19.0,26.0,46.01,41.94,53.0,5.67,4.0,6.69,,,,,,,12.98,12.0,13.99,6.05,4.71,7.42,,,,,,,
2022-03-12,23.63,19.0,26.0,46.01,41.94,53.0,5.67,4.0,6.69,,,,,,,12.98,12.0,13.99,6.05,4.71,7.41,,,,,,,
2022-03-13,23.62,19.0,26.0,46.01,41.93,53.0,5.67,4.0,6.69,,,,,,,12.97,12.0,13.99,6.05,4.72,7.41,,,,,,,
2022-03-14,23.62,19.0,26.0,46.01,41.92,53.0,5.67,4.0,6.69,,,,,,,12.97,12.0,13.99,6.06,4.72,7.41,,,,,,,
2022-03-15,23.62,19.0,26.0,46.01,41.92,53.0,5.67,4.0,6.69,,,,,,,12.97,12.0,13.99,6.06,4.73,7.41,,,,,,,
2022-03-16,23.61,19.0,26.0,46.01,41.91,53.0,5.67,4.0,6.7,,,,,,,12.97,12.0,13.99,6.07,4.73,7.41,,,,,,,
2022-03-17,23.61,19.0,26.0,46.01,41.9,53.0,5.67,4.0,6.7,,,,,,,12.96,12.0,13.99,6.08,4.74,7.41,,,,,,,
2022-03-18,23.61,19.0,26.0,46.01,41.89,53.0,5.67,4.0,6.7,,,,,,,12.96,12.0,13.99,6.08,4.74,7.4,,,,,,,
2022-03-19,23.6,19.0,26.0,46.0,41.88,53.0,5.67,4.0,6.71,,,,,,,12.96,12.0,13.99,6.09,4.75,7.4,,,,,,,
2022-03-20,23.6,19.0,26.0,46.0,41.87,53.0,5.68,4.0,6.71,,,,,,,12.95,12.0,13.99,6.09,4.76,7.4,,,,,,,
2022-03-21,23.6,19.0,26.0,46.0,41.86,53.0,5.68,4.0,6.71,,,,,,,12.95,12.0,13.99,6.1,4.77,7.4,,,,,,,
2022-03-22,23.59,19.0,26.0,46.0,41.85,53.0,5.68,4.0,6.72,,,,,,,12.95,12.0,13.99,6.11,4.77,7.4,,,,,,,
2022-03-23,23.59,19.0,26.0,45.99,41.84,53.0,5.68,4.0,6.72,,,,,,,12.94,12.0,13.99,6.11,4.78,7.39,,,,,,,
2022-03-24,23.59,19.0,26.0,45.99,41.83,53.0,5.68,4.0,6.72,,,,,,,12.94,12.0,13.99,6.12,4.79,7.39,,,,,,,
2022-03-25,23.58,19.0,26.0,45.98,41.82,53.0,5.68,4.0,6.73,,,,,,,12.94,12.0,13.99,6.13,4.8,7.39,,,,,,,
2022-03-26,23.58,19.0,26.0,45.98,41.81,53.0,5.69,4.0,6.73,,,,,,,12.93,12.0,13.99,6.14,4.81,7.39,,,,,,,
2022-03-27,23.58,19.0,26.0,45.98,41.79,53.0,5.69,4.0,6.74,,,,,,,12.93,12.0,13.99,6.15,4.82,7.38,,,,,,,
2022-03-28,23.57,19.0,26.0,45.97,41.0,53.0,5.69,4.0,7.0,,,,,,,12.92,12.0,14.0,6.15,4.83,8.0,,,,,,,
2022-03-29,23.57,19.0,26.0,45.96,41.0,53.0,5.69,4.0,7.0,,,,,,,12.92,12.0,14.0,6.16,4.68,8.0,,,,,,,
2022-03-30,23.57,19.0,26.0,45.96,41.0,52.99,5.7,4.0,7.0,,,,,,,12.91,12.0,14.0,6.17,4.69,8.0,,,,,,,
2022-03-31,23.56,19.01,26.0,45.95,41.0,52.98,5.7,4.01,7.0,,,,,,,12.91,12.01,14.01,6.18,4.7,7.99,,,,,,,
2022-04-01,23.56,19.03,26.0,45.94,41.0,52.95,5.7,4.01,7.0,,,,,,,12.91,12.02,14.02,6.19,4.72,7.98,,,,,,,
2022-04-02,23.56,19.05,26.0,45.92,41.0,52.91,5.71,4.02,7.0,,,,,,,12.91,12.03,14.03,6.2,4.73,7.97,,,,,,,
2022-04-03,23.56,19.09,26.0,45.9,41.0,52.84,5.71,4.04,7.0,,,,,,,12.91,12.05,14.05,6.2,4.74,7.95,,,,,,,
2022-04-04,23.57,19.14,26.0,45.88,41.0,52.76,5.72,4.06,7.0,,,,,,,12.91,12.08,14.08,6.21,4.75,7.92,,,,,,,
2022-04-05,23.57,19.21,26.0,45.85,41.0,52.64,5.73,4.09,7.0,,,,,,,12.92,12.12,14.12,6.21,4.76,7.88,,,,,,,
2022-04-06,23.58,19.29,26.0,45.82,41.0,52.5,5.74,4.13,7.0,,,,,,,12.92,12.17,14.16,6.21,4.77,7.83,,,,,,,
2022-04-07,23.59,19.39,26.0,45.78,41.0,52.32,5.75,4.17,7.0,,,,,,,12.94,12.23,14.22,6.21,4.77,7.77,,,,,,,
2022-04-08,23.61,19.52,26.0,45.74,41.0,52.12,5.76,4.22,7.0,,,,,,,12.95,12.29,14.29,6.21,4.78,7.71,,,,,,,
2022-04-09,23.62,19.66,26.0,45.68,41.0,51.88,5.78,4.28,7.0,,,,,,,12.97,12.37,14.37,6.2,4.79,7.63,,,,,,,
2022-04-10,23.64,19.82,26.0,45.62,41.0,51.6,5.8,4.35,7.0,,,,,,,12.99,12.39,14.46,6.19,4.79,7.53,,,,,,,
2022-04-11,23.67,20.0,26.0,45.55,41.0,51.29,5.82,4.43,7.0,,,,,,,13.02,12.39,14.56,6.18,4.79,7.43,,,,,,,
2022-04-12,23.7,20.2,26.0,45.47,41.0,51.04,5.84,4.45,7.0,,,,,,,13.05,12.39,14.67,6.17,4.79,7.38,,,,,,,
2022-04-13,23.74,20.42,26.0,45.38,41.0,50.99,5.86,4.45,7.0,,,,,,,13.09,12.4,14.78,6.15,4.79,7.36,,,,,,,
2022-04-14,23.78,20.48,26.0,45.28,41.0,51.05,5.89,4.44,7.0,,,,,,,13.14,12.4,14.9,6.12,4.79,7.35,,,,,,,
2022-04-15,23.82,20.46,26.0,45.17,41.0,51.12,5.92,4.42,7.0,,,,,,,13.19,12.38,15.01,6.09,4.77,7.35,,,,,,,
2022-04-16,23.88,20.41,26.0,45.05,41.0,51.19,5.95,4.4,7.0,,,,,,,13.25,12.37,15.13,6.06,4.76,7.26,,,,,,,
2022-04-17,23.94,20.34,26.0,44.92,41.0,51.27,5.99,4.38,7.0,,,,,,,13.31,12.35,15.24,6.02,4.75,7.21,,,,,,,
2022-04-18,24.0,20.28,26.0,44.77,41.0,51.35,6.03,4.37,7.0,,,,,,,13.38,12.34,15.35,5.97,4.74,7.22,,,,,,,
2022-04-19,24.07,20.21,26.0,44.61,41.0,51.44,6.07,4.35,7.0,,,,,,,13.47,12.32,15.45,5.92,4.72,7.18,,,,,,,
2022-04-20,24.15,20.15,26.0,44.44,41.0,51.53,6.12,4.33,7.0,,,,,,,13.55,12.31,15.54,5.86,4.7,7.14,,,,,,,
2022-04-21,24.24,20.07,26.0,44.26,41.0,51.62,6.16,4.31,7.0,,,,,,,13.65,12.3,15.62,5.79,4.67,7.12,,,,,,,
2022-04-22,24.33,19.99,26.0,44.07,41.0,51.73,6.22,4.28,7.0,,,,,,,13.76,12.28,15.7,5.72,4.64,7.11,,,,,,,
2022-04-23,24.44,19.91,26.0,43.86,41.0,51.84,6.27,4.26,7.0,,,,,,,13.87,12.26,15.76,5.64,4.6,7.16,,,,,,,
2022-04-24,24.54,19.82,26.0,43.65,41.0,51.95,6.33,4.23,7.0,,,,,,,13.99,12.23,15.82,5.55,4.56,7.23,,,,,,,
2022-04-25,24.65,19.73,26.0,43.43,41.0,52.06,6.38,4.21,7.0,,,,,,,14.12,12.21,15.86,5.45,4.52,7.31,,,,,,,
2022-04-26,24.77,19.63,26.0,43.2,41.0,52.18,6.44,4.18,7.0,,,,,,,14.26,12.18,15.9,5.35,4.48,7.39,,,,,,,
2022-04-27,24.89,19.53,26.0,42.97,41.0,52.31,6.5,4.15,7.0,,,,,,,14.4,12.15,15.93,5.25,4.44,7.48,,,,,,,
2022-04-28,25.01,19.44,26.0,42.74,41.0,52.44,6.56,4.12,7.0,,,,,,,14.54,12.12,15.95,5.14,4.4,7.57,,,,,,,
2022-04-29,25.13,19.34,26.0,42.52,41.0,52.57,6.62,4.1,7.0,,,,,,,14.68,12.1,15.97,5.03,4.36,7.67,,,,,,,
2022-04-30,25.25,19.24,26.0,42.3,41.0,52.69,6.67,4.07,7.0,,,,,,,14.83,12.07,15.99,4.92,4.31,7.76,,,,,,,
2022-05-01,25.37,19.16,26.0,42.1,41.0,52.8,6.73,4.04,7.0,,,,,,,14.96,12.04,15.99,4.81,4.25,7.84,,,,,,,
2022-05-02,25.48,19.09,26.0,41.9,41.0,52.89,6.77,4.02,7.0,,,,,,,15.1,12.02,16.0,4.7,4.2,7.91,,,,,,,
2022-05-03,25.58,19.03,26.0,41.73,41.0,52.96,6.82,4.01,7.0,,,,,,,15.23,12.01,16.0,4.59,4.15,7.97,,,,,,,
2022-05-04,25.67,19.0,26.0,41.57,41.0,52.99,6.86,4.0,7.0,,,,,,,15.35,12.0,16.0,4.5,4.12,7.99,,,,,,,
2022-05-05,25.75,19.0,26.0,41.43,41.0,53.0,6.89,4.0,7.0,,,,,,,15.46,12.0,16.0,4.41,4.09,8.0,,,,,,,
2022-05-06,25.81,19.0,26.0,41.32,41.0,53.0,6.92,4.0,7.0,,,,,,,15.56,12.0,16.0,4.33,4.07,6.83,,,,,,,
2022-05-07,25.87,19.0,26.0,41.22,41.0,53.0,6.94,4.0,7.0,,,,,,,15.65,12.0,16.0,4.26,4.05,6.74,,,,,,,
2022-05-08,25.92,19.0,26.0,41.14,41.0,53.0,6.96,4.0,7.0,,,,,,,15.72,12.0,16.0,4.2,4.04,6.64,,,,,,,
2022-05-09,25.95,19.0,26.0,41.09,41.0,53.0,6.98,4.0,7.0,,,,,,,15.79,12.0,16.0,4.15,4.02,6.52,,,,,,,
2022-05-10,25.97,19.0,26.0,41.05,41.0,53.0,6.99,4.0,7.0,,,,,,,15.84,12.0,16.0,4.11,4.01,6.39,,,,,,,
2022-05-11,25.99,19.0,26.0,41.02,41.0,53.0,7.0,4.0,7.0,,,,,,,15.89,12.0,16.0,4.08,4.0,6.25,,,,,,,
2022-05-12,26.0,19.0,26.0,41.01,41.0,53.0,7.0,4.0,7.0,,,,,,,15.92,12.0,16.0,4.05,4.0,6.11,,,,,,,
2022-05-13,26.0,19.0,26.0,41.0,41.0,53.0,7.0,4.0,7.0,,,,,,,15.95,12.0,16.0,4.03,4.0,6.02,,,,,,,
2022-05-14,26.0,26.0,26.0,41.0,41.0,41.0,7.0,7.0,7.0,,,,,,,15.97,13.0,16.0,4.02,4.0,6.0,,,,,,,
2022-05-15,26.0,26.0,26.0,41.0,41.0,41.0,7.0,7.0,7.0,,,,,,,15.98,13.0,16.0,4.01,4.0,6.0,,,,,,,
2022-05-16,26.0,26.0,26.0,41.0,41.0,41.0,7.0,7.0,7.0,,,,,,,15.99,13.0,16.0,4.01,4.0,6.0,,,,,,,
2022-05-17,26.0,26.0,26.0,41.0,41.0,41.0,7.0,7.0,7.0,,,,,,,16.0,13.0,16.0,4.0,4.0,6.0,,,,,,,
2022-05-18,26.0,26.0,26.0,41.0,41.0,41.0,7.0,7.0,7.0,,,,,,,16.0,13.0,16.0,4.0,4.0,6.0,,,,,,,
2022-05-19,26.0,26.0,26.0,41.0,41.0,41.0,7.0,7.0,7.0,,,,,,,16.0,13.0,16.0,4.0,4.0,6.0,,,,,,,
2022-05-20,26.0,26.0,26.0,41.0,41.0,41.0,7.0,7.0,7.0,,,,,,,16.0,16.0,16.0,4.0,4.0,4.0,,,,,,,
2022-06-16,,,,,,,,,,,,,,,,,,,,,,26.0,41.0,7.0,,,16.0,4.0
2022-07-04,26.0,26.0,26.0,41.0,41.0,41.0,7.0,7.0,7.0,,,,,,,16.0,16.0,16.0,4.0,4.0,4.0,,,,,,,
2022-07-05,26.0,23.0,26.0,41.0,41.0,46.0,7.0,5.0,7.0,,,,,,,16.0,15.0,16.0,4.0,4.0,5.0,,,,,,,
2022-07-06,26.0,19.98,26.0,41.0,41.0,52.04,7.0,3.79,7.0,,,,,,,16.0,15.0,16.0,4.0,4.0,5.0,,,,,,,
2022-07-07,25.99,19.43,26.0,41.01,41.0,53.14,7.0,3.57,7.0,,,,,,,16.0,15.0,16.0,4.0,4.0,5.0,,,,,,,
2022-07-08,25.98,19.19,26.0,41.04,41.01,53.62,6.99,3.47,7.0,,,,,,,16.0,15.0,16.0,4.0,4.0,5.0,,,,,,,
2022-07-09,25.96,19.06,25.99,41.08,41.01,53.88,6.98,3.42,6.99,,,,,,,15.99,15.0,16.0,4.01,4.0,5.0,,,,,,,
2022-07-10,25.92,18.98,25.99,41.14,41.02,54.04,6.96,3.39,6.99,,,,,,,15.99,15.0,16.0,4.02,4.0,5.0,,,,,,,
2022-07-11,25.88,18.93,25.98,41.22,41.04,54.15,6.93,3.37,6.98,,,,,,,15.99,15.0,16.0,4.02,4.0,5.0,,,,,,,
2022-07-12,25.82,18.89,25.97,41.33,41.05,54.22,6.9,3.36,6.98,,,,,,,15.98,15.0,16.0,4.04,4.01,5.0,,,,,,,
2022-07-13,25.74,18.86,25.95,41.46,41.08,54.28,6.86,3.35,6.97,,,,,,,15.97,15.0,16.0,4.05,4.01,5.0,,,,,,,
2022-07-14,25.65,18.84,25.94,41.63,41.1,54.32,6.81,3.34,6.96,,,,,,,15.96,15.0,16.0,4.07,4.02,5.0,,,,,,,
2022-07-15,25.55,18.83,25.92,41.81,41.13,54.36,6.75,3.33,6.95,,,,,,,15.95,15.0,16.0,4.09,4.02,5.0,,,,,,,
2022-07-16,25.43,18.0,26.0,42.03,41.0,56.0,6.69,3.0,7.0,,,,,,,15.94,15.0,16.0,4.11,4.03,5.0,,,,,,,
2022-07-17,25.3,18.01,26.0,42.26,41.0,56.0,6.62,3.0,7.0,,,,,,,15.93,15.0,16.0,4.13,4.03,5.0,,,,,,,
2022-07-18,25.16,18.03,26.0,42.52,41.01,55.97,6.54,3.02,7.0,,,,,,,15.91,14.98,16.0,4.16,4.04,5.0,,,,,,,
2022-07-19,25.01,18.09,26.0,42.8,41.02,55.93,6.46,3.04,7.0,,,,,,,15.9,14.95,16.0,4.19,4.05,5.0,,,,,,,
2022-07-20,24.85,18.17,25.99,43.09,41.05,55.86,6.37,3.08,6.99,,,,,,,15.88,14.9,16.0,4.22,4.06,5.0,,,,,,,
2022-07-21,24.69,18.27,25.98,43.41,41.11,55.78,6.28,3.13,6.99,,,,,,,15.85,14.85,16.0,4.25,4.07,5.0,,,,,,,
2022-07-22,24.52,18.38,25.96,43.74,41.19,55.68,6.19,3.19,6.98,,,,,,,15.83,14.8,16.0,4.28,4.08,5.0,,,,,,,
2022-07-23,24.35,18.5,25.94,44.07,41.29,55.58,6.09,3.25,6.97,,,,,,,15.8,14.73,16.0,4.31,4.09,5.0,,,,,,,
2022-07-24,24.18,18.62,25.92,44.42,41.42,55.48,6.0,3.31,6.96,,,,,,,15.77,14.67,16.0,4.34,4.11,5.0,,,,,,,
2022-07-25,24.01,18.74,25.88,44.77,41.58,55.38,5.91,3.37,6.94,,,,,,,15.74,14.61,16.0,4.37,4.12,5.0,,,,,,,
2022-07-26,23.84,18.86,25.84,45.12,41.75,55.28,5.82,3.43,6.93,,,,,,,15.7,14.54,16.0,4.4,4.14,5.0,,,,,,,
2022-07-27,23.68,18.98,25.8,45.46,41.86,55.19,5.73,3.49,6.9,,,,,,,15.67,14.49,16.0,4.43,4.15,5.0,,,,,,,
2022-07-28,23.52,19.09,25.75,45.8,41.96,55.1,5.64,3.54,6.87,,,,,,,15.63,14.42,16.0,4.46,4.17,5.0,,,,,,,
2022-07-29,23.36,19.19,25.69,46.14,42.1,55.01,5.56,3.6,6.84,,,,,,,15.59,14.37,16.0,4.5,4.19,5.0,,,,,,,
2022-07-30,23.22,19.29,25.63,46.46,42.32,54.92,5.48,3.65,6.81,,,,,,,15.55,14.33,16.0,4.52,4.21,5.0,,,,,,,
2022-07-31,23.08,19.39,25.56,46.77,42.56,54.85,5.41,3.69,6.78,,,,,,,15.51,14.28,16.0,4.55,4.23,5.0,,,,,,,
2022-08-01,22.95,19.47,25.49,47.08,42.82,54.77,5.34,3.71,6.74,,,,,,,15.47,14.24,16.0,4.58,4.25,5.0,,,,,,,
2022-08-02,22.82,19.56,25.41,47.37,43.1,54.7,5.27,3.73,6.71,,,,,,,15.43,14.21,16.0,4.61,4.27,5.0,,,,,,,
2022-08-03,22.7,19.64,25.34,47.64,43.41,54.64,5.21,3.74,6.67,,,,,,,15.4,14.17,16.0,4.64,4.3,5.0,,,,,,,
2022-08-04,22.59,19.71,25.26,47.91,43.74,54.57,5.15,3.75,6.63,,,,,,,15.36,14.14,16.0,4.66,4.32,5.0,,,,,,,
2022-08-05,22.49,19.73,25.18,48.16,44.09,54.51,5.09,3.75,6.59,,,,,,,15.32,14.11,16.0,4.68,4.35,5.0,,,,,,,
2022-08-06,22.39,19.73,25.1,48.4,44.46,54.46,5.04,3.71,6.55,,,,,,,15.29,14.08,16.0,4.71,4.37,5.0,,,,,,,
2022-08-07,22.31,19.73,25.02,48.62,44.72,54.41,4.99,3.7,6.51,,,,,,,15.25,14.06,16.0,4.73,4.4,5.0,,,,,,,
2022-08-08,22.22,19.73,24.94,48.83,44.92,54.36,4.95,3.7,6.47,,,,,,,15.22,14.03,16.0,4.75,4.43,5.0,,,,,,,
2022-08-09,22.14,19.73,24.86,49.03,45.12,54.31,4.91,3.71,6.43,,,,,,,15.18,14.01,16.0,4.77,4.46,5.0,,,,,,,
2022-08-10,22.07,19.68,24.78,49.22,45.3,54.27,4.87,3.7,6.39,,,,,,,15.15,13.99,16.0,4.79,4.48,5.0,,,,,,,
2022-08-11,22.01,19.55,24.71,49.4,45.48,54.22,4.83,3.69,6.35,,,,,,,15.12,13.9,16.0,4.81,4.52,5.0,,,,,,,
2022-08-12,21.95,19.43,24.63,49.57,45.66,54.18,4.8,3.68,6.32,,,,,,,15.09,13.8,16.0,4.83,4.55,5.0,,,,,,,
2022-08-13,21.89,19.41,24.57,49.72,45.82,54.15,4.77,3.68,6.28,,,,,,,15.06,13.74,16.0,4.85,4.58,5.0,,,,,,,
2022-08-14,21.84,19.45,24.5,49.86,45.96,54.11,4.75,3.68,6.25,,,,,,,15.04,13.72,16.0,4.86,4.61,5.0,,,,,,,
2022-08-15,21.79,19.47,24.45,50.0,46.11,54.15,4.72,3.68,6.22,,,,,,,15.01,13.69,16.0,4.88,4.64,5.0,,,,,,,
2022-08-16,21.75,19.48,24.39,50.12,46.27,54.33,4.7,3.68,6.19,,,,,,,14.99,13.62,16.0,4.89,4.67,5.0,,,,,,,
2022-08-17,21.72,19.4,24.34,50.23,46.57,54.49,4.68,3.68,6.17,,,,,,,14.96,13.58,16.0,4.91,4.71,5.0,,,,,,,
2022-08-18,21.68,19.26,24.29,50.34,46.65,54.63,4.66,3.62,6.15,,,,,,,14.94,13.56,16.0,4.92,4.74,5.0,,,,,,,
2022-08-19,21.65,19.18,24.24,50.43,46.72,54.62,4.65,3.57,6.13,,,,,,,14.92,13.54,16.0,4.93,4.77,5.0,,,,,,,
2022-08-20,21.63,19.18,24.2,50.52,46.78,54.64,4.64,3.58,6.11,,,,,,,14.9,13.46,16.0,4.94,4.8,5.0,,,,,,,
2022-08-21,21.61,19.19,24.17,50.6,46.87,54.66,4.62,3.58,6.09,,,,,,,14.88,13.38,16.0,4.95,4.83,5.0,,,,,,,
2022-08-22,21.59,19.18,24.14,50.67,46.96,54.8,4.61,3.58,6.07,,,,,,,14.86,13.31,16.0,4.96,4.85,5.0,,,,,,,
2022-08-23,21.57,19.2,24.12,50.73,47.0,54.95,4.61,3.57,6.06,,,,,,,14.85,13.25,16.0,4.97,4.88,5.0,,,,,,,
2022-08-24,21.56,19.12,24.09,50.78,47.02,54.95,4.6,3.55,6.05,,,,,,,14.83,13.2,16.0,4.97,4.9,5.0,,,,,,,
2022-08-25,21.55,18.89,24.07,50.83,47.04,54.95,4.6,3.44,6.03,,,,,,,14.82,13.15,16.0,4.98,4.92,5.0,,,,,,,
2022-08-26,21.55,18.68,24.05,50.87,47.06,54.96,4.59,3.34,6.03,,,,,,,14.81,13.11,16.0,4.98,4.94,5.0,,,,,,,
2022-08-27,21.54,18.5,24.04,50.9,47.08,55.06,4.59,3.25,6.02,,,,,,,14.8,13.08,16.0,4.99,4.96,5.0,,,,,,,
2022-08-28,21.54,18.35,24.02,50.92,47.11,55.34,4.59,3.18,6.01,,,,,,,14.79,13.06,16.0,4.99,4.97,5.0,,,,,,,
2022-08-29,21.54,18.23,24.02,50.95,47.12,55.57,4.59,3.12,6.01,,,,,,,14.78,13.04,16.0,5.0,4.98,5.0,,,,,,,
2022-08-30,21.55,18.14,24.01,50.96,47.13,55.74,4.6,3.07,6.0,,,,,,,14.77,13.02,16.0,5.0,4.99,5.0,,,,,,,
2022-08-31,21.55,18.07,24.0,50.97,47.15,55.86,4.6,3.04,6.0,,,,,,,14.76,13.01,16.0,5.0,4.99,5.0,,,,,,,
2022-09-01,21.56,18.03,24.0,50.98,47.16,55.94,4.6,3.02,6.0,,,,,,,14.75,13.0,16.0,5.0,5.0,5.0,,,,,,,
2022-09-02,21.56,18.01,24.0,50.99,47.17,55.98,4.61,3.0,6.0,,,,,,,14.75,13.0,16.0,5.0,5.0,5.0,,,,,,,
2022-09-03,21.57,18.0,24.0,50.99,47.18,56.0,4.61,3.0,6.0,,,,,,,14.74,13.0,16.0,5.0,5.0,5.0,,,,,,,
2022-09-04,21.58,18.0,24.0,50.99,47.53,56.0,4.61,3.0,6.0,,,,,,,14.73,13.0,16.0,5.0,5.0,5.0,,,,,,,
2022-09-05,21.58,19.32,24.0,50.99,47.54,54.85,4.62,3.61,6.0,,,,,,,14.73,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-06,21.59,19.32,24.0,50.99,47.55,54.84,4.62,3.61,6.0,,,,,,,14.72,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-07,21.6,19.32,24.0,50.99,47.56,54.84,4.63,3.62,6.0,,,,,,,14.72,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-08,21.6,19.33,24.0,50.99,47.57,54.83,4.63,3.62,6.0,,,,,,,14.71,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-09,21.61,19.34,24.0,50.99,47.58,54.82,4.63,3.62,6.0,,,,,,,14.71,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-10,21.61,19.34,24.0,51.0,47.59,54.81,4.64,3.62,6.0,,,,,,,14.7,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-11,21.62,19.34,24.0,51.0,47.6,54.81,4.64,3.62,6.0,,,,,,,14.7,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-12,21.63,19.34,24.0,51.0,47.6,54.8,4.64,3.62,6.0,,,,,,,14.7,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-13,21.63,19.35,24.0,51.0,47.61,54.8,4.65,3.62,6.0,,,,,,,14.69,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-14,21.63,19.35,24.0,51.0,47.62,54.79,4.65,3.62,6.0,,,,,,,14.69,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-15,21.64,19.36,24.0,51.0,47.62,54.78,4.65,3.62,6.0,,,,,,,14.69,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-16,21.64,19.36,24.0,51.0,47.63,54.78,4.65,3.62,6.0,,,,,,,14.68,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-17,21.65,19.36,24.0,51.0,47.64,54.78,4.65,3.63,6.0,,,,,,,14.68,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-18,21.65,19.36,24.0,51.0,47.64,54.77,4.66,3.63,6.0,,,,,,,14.68,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-19,21.65,19.37,24.0,51.0,47.64,54.77,4.66,3.63,6.0,,,,,,,14.68,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-20,21.65,19.37,24.0,51.0,47.65,54.76,4.66,3.63,6.0,,,,,,,14.68,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-21,21.66,19.37,24.0,51.0,47.65,54.76,4.66,3.63,6.0,,,,,,,14.67,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-22,21.66,19.37,24.0,51.0,47.66,54.76,4.66,3.63,6.0,,,,,,,14.67,13.0,15.67,5.0,5.0,5.0,23.0,46.0,5.0,,,15.0,5.0
2022-09-23,21.66,19.37,24.0,51.0,47.66,54.76,4.66,3.63,6.0,,,,,,,14.67,13.0,15.67,5.0,5.0,5.0,18.0,56.0,3.0,,,16.0,5.0
2022-09-24,21.66,19.37,24.0,51.0,47.66,54.76,4.66,3.63,6.0,,,,,,,14.67,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-25,21.66,19.38,24.0,51.0,47.66,54.75,4.66,3.63,6.0,,,,,,,14.67,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-26,21.66,19.38,24.0,51.0,47.66,54.75,4.67,3.63,6.0,,,,,,,14.67,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-27,21.67,19.38,24.0,51.0,47.67,54.75,4.67,3.63,6.0,,,,,,,14.67,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-28,21.67,19.38,24.0,51.0,47.67,54.75,4.67,3.63,6.0,,,,,,,14.67,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-29,21.67,19.38,24.0,51.0,47.67,54.75,4.67,3.63,6.0,,,,,,,14.67,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-09-30,21.67,19.38,24.0,51.0,47.67,54.75,4.67,3.63,6.0,,,,,,,14.67,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-10-01,21.67,19.38,24.0,51.0,47.67,54.75,4.67,3.63,6.0,,,,,,,14.66,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-10-02,21.67,19.38,24.0,51.0,47.67,54.75,4.67,3.63,6.0,,,,,,,14.66,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-10-03,21.67,19.38,24.0,51.0,47.68,54.74,4.67,3.63,6.0,,,,,,,14.66,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-10-04,21.67,19.38,24.0,51.0,47.68,54.74,4.67,3.63,6.0,,,,,,,14.66,13.0,15.67,5.0,5.0,5.0,24.0,51.0,6.0,,,13.0,
2022-10-05,21.67,19.38,24.0,51.0,47.68,54.74,4.67,3.63,6.0,,,,,,,14.66,13.0,15.67,5.0,5.0,5.0,,,,,,,
2022-10-06,21.68,19.38,24.0,51.01,47.68,54.74,4.67,3.64,6.0,,,,,,,14.66,13.0,15.67,5.0,5.0,5.0,,,,,,,
