date,Con (pre-2024 election),Con (pre-2024 election) (low),Con (pre-2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (pre-2024 election),Lab (pre-2024 election) (low),Lab (pre-2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (pre-2024 election),LDem (pre-2024 election) (low),LDem (pre-2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (pre-2024 election),Ukip (pre-2024 election) (low),Ukip (pre-2024 election) (high),Ukip (post-2024 election),Ukip (post-2024 election) (low),Ukip (post-2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),Reform (poll)
2022-06-16,22.45,19.84,25.22,,,,21.43,19.16,23.62,,,,4.03,2.01,5.73,,,,,,,,,,,,,,,,,,,,,
2022-06-17,22.42,19.8,25.21,,,,21.45,19.21,23.65,,,,4.04,2.02,5.74,,,,,,,,,,,,,,,,,,,,,
2022-06-18,22.39,19.75,25.2,,,,21.48,19.27,23.69,,,,4.04,2.03,5.75,,,,,,,,,,,,,,,,,,,,,
2022-06-19,22.35,19.72,25.19,,,,21.51,19.3,23.72,,,,4.04,2.03,5.74,,,,,,,,,,,,,,,,23.0,20.0,4.0,,,
2022-06-20,22.32,19.68,25.18,,,,21.53,19.32,23.75,,,,4.04,2.04,5.76,,,,,,,,,,,,,,,,,,,,,
2022-06-21,22.29,19.64,25.16,,,,21.56,19.35,23.78,,,,4.04,2.04,5.76,,,,,,,,,,,,,,,,,,,,,
2022-06-22,22.25,19.6,25.15,,,,21.59,19.41,23.81,,,,4.05,2.05,5.77,,,,,,,,,,,,,,,,,,,,,
2022-06-23,22.22,19.54,25.13,,,,21.61,19.46,23.82,,,,4.05,2.06,5.77,,,,,,,,,,,,,,,,,,,,,
2022-06-24,22.19,19.49,25.11,,,,21.64,19.52,23.82,,,,4.05,2.07,5.77,,,,,,,,,,,,,,,,,,,,,
2022-06-25,22.15,19.44,25.1,,,,21.66,19.54,23.87,,,,4.05,2.06,5.77,,,,,,,,,,,,,,,,,,,,,
2022-06-26,22.12,19.41,25.09,,,,21.69,19.56,23.91,,,,4.05,2.05,5.78,,,,,,,,,,,,,,,,,,,,,
2022-06-27,22.09,19.37,25.06,,,,21.72,19.58,23.95,,,,4.06,2.04,5.78,,,,,,,,,,,,,,,,,,,,,
2022-06-28,22.06,19.34,25.0,,,,21.74,19.6,24.0,,,,4.06,2.03,5.78,,,,,,,,,,,,,,,,,,,,,
2022-06-29,22.02,19.3,24.94,,,,21.77,19.62,24.04,,,,4.06,2.01,5.79,,,,,,,,,,,,,,,,,,,,,
2022-06-30,21.99,19.27,24.88,,,,21.8,19.64,24.07,,,,4.06,2.03,5.79,,,,,,,,,,,,,,,,,,,,,
2022-07-01,21.96,19.24,24.81,,,,21.82,19.66,24.09,,,,4.06,2.06,5.8,,,,,,,,,,,,,,,,,,,,,
2022-07-02,21.92,19.21,24.76,,,,21.85,19.69,24.11,,,,4.07,2.07,5.8,,,,,,,,,,,,,,,,,,,,,
2022-07-03,21.89,19.18,24.71,,,,21.87,19.71,24.13,,,,4.07,2.09,5.81,,,,,,,,,,,,,,,,,,,,,
2022-07-04,21.86,19.15,24.68,,,,21.9,19.74,24.15,,,,4.07,2.08,5.81,,,,,,,,,,,,,,,,,,,,,
2022-07-05,21.83,19.11,24.66,,,,21.92,19.76,24.17,,,,4.07,2.09,5.82,,,,,,,,,,,,,,,,,,,,,
2022-07-06,21.79,19.07,24.65,,,,21.95,19.78,24.19,,,,4.07,2.09,5.82,,,,,,,,,,,,,,,,,,,,,
2022-07-07,21.76,19.01,24.63,,,,21.97,19.8,24.22,,,,4.08,2.09,5.83,,,,,,,,,,,,,,,,,,,,,
2022-07-08,21.73,18.96,24.6,,,,22.0,19.83,24.24,,,,4.08,2.09,5.83,,,,,,,,,,,,,,,,,,,,,
2022-07-09,21.7,18.9,24.55,,,,22.02,19.88,24.26,,,,4.08,2.08,5.84,,,,,,,,,,,,,,,,,,,,,
2022-07-10,21.66,18.84,24.5,,,,22.05,19.92,24.27,,,,4.08,2.08,5.84,,,,,,,,,,,,,,,,,,,,,
2022-07-11,21.63,18.79,24.46,,,,22.07,19.96,24.29,,,,4.08,2.08,5.85,,,,,,,,,,,,,,,,,,,,,
2022-07-12,21.6,18.73,24.44,,,,22.1,19.96,24.31,,,,4.09,2.08,5.84,,,,,,,,,,,,,,,,,,,,,
2022-07-13,21.57,18.68,24.42,,,,22.12,19.97,24.34,,,,4.09,2.08,5.83,,,,,,,,,,,,,,,,,,,,,
2022-07-14,21.53,18.62,24.4,,,,22.14,19.97,24.39,,,,4.09,2.07,5.83,,,,,,,,,,,,,,,,,,,,,
2022-07-15,21.5,18.57,24.38,,,,22.17,19.98,24.43,,,,4.09,2.07,5.86,,,,,,,,,,,,,,,,,,,,,
2022-07-16,21.47,18.52,24.37,,,,22.19,19.99,24.46,,,,4.09,2.07,5.88,,,,,,,,,,,,,,,,,,,,,
2022-07-17,21.44,18.47,24.35,,,,22.22,20.01,24.51,,,,4.09,2.06,5.89,,,,,,,,,,,,,,,,22.0,20.0,5.0,,,
2022-07-18,21.41,18.42,24.31,,,,22.24,20.03,24.55,,,,4.1,2.06,5.89,,,,,,,,,,,,,,,,,,,,,
2022-07-19,21.38,18.36,24.26,,,,22.26,20.05,24.59,,,,4.1,2.06,5.91,,,,,,,,,,,,,,,,,,,,,
2022-07-20,21.34,18.34,24.21,,,,22.29,20.07,24.61,,,,4.1,2.07,5.93,,,,,,,,,,,,,,,,,,,,,
2022-07-21,21.31,18.32,24.17,,,,22.31,20.09,24.62,,,,4.1,2.07,5.94,,,,,,,,,,,,,,,,,,,,,
2022-07-22,21.28,18.3,24.11,,,,22.33,20.11,24.63,,,,4.1,2.07,5.96,,,,,,,,,,,,,,,,,,,,,
2022-07-23,21.25,18.27,24.06,,,,22.35,20.12,24.65,,,,4.11,2.07,5.98,,,,,,,,,,,,,,,,,,,,,
2022-07-24,21.22,18.25,24.01,,,,22.38,20.14,24.66,,,,4.11,2.07,5.99,,,,,,,,,,,,,,,,,,,,,
2022-07-25,21.19,18.23,23.95,,,,22.4,20.18,24.67,,,,4.11,2.06,6.01,,,,,,,,,,,,,,,,,,,,,
2022-07-26,21.16,18.21,23.89,,,,22.42,20.2,24.68,,,,4.11,2.07,6.01,,,,,,,,,,,,,,,,,,,,,
2022-07-27,21.13,18.19,23.84,,,,22.44,20.22,24.72,,,,4.11,2.07,6.01,,,,,,,,,,,,,,,,,,,,,
2022-07-28,21.09,18.17,23.78,,,,22.46,20.24,24.76,,,,4.11,2.07,6.01,,,,,,,,,,,,,,,,,,,,,
2022-07-29,21.06,18.15,23.72,,,,22.48,20.27,24.8,,,,4.11,2.07,6.01,,,,,,,,,,,,,,,,,,,,,
2022-07-30,21.03,18.13,23.66,,,,22.5,20.28,24.83,,,,4.12,2.07,6.01,,,,,,,,,,,,,,,,,,,,,
2022-07-31,21.0,18.11,23.62,,,,22.53,20.3,24.87,,,,4.12,2.08,6.01,,,,,,,,,,,,,,,,,,,,,
2022-08-01,20.97,18.09,23.59,,,,22.55,20.32,24.89,,,,4.12,2.08,6.02,,,,,,,,,,,,,,,,,,,,,
2022-08-02,20.94,18.07,23.56,,,,22.57,20.35,24.91,,,,4.12,2.08,6.02,,,,,,,,,,,,,,,,,,,,,
2022-08-03,20.91,18.06,23.54,,,,22.59,20.37,24.93,,,,4.12,2.08,6.02,,,,,,,,,,,,,,,,,,,,,
2022-08-04,20.88,18.04,23.51,,,,22.61,20.39,24.95,,,,4.12,2.08,6.02,,,,,,,,,,,,,,,,,,,,,
2022-08-05,20.85,18.02,23.48,,,,22.63,20.41,24.97,,,,4.12,2.08,6.02,,,,,,,,,,,,,,,,,,,,,
2022-08-06,20.82,18.0,23.45,,,,22.65,20.41,24.99,,,,4.13,2.08,6.02,,,,,,,,,,,,,,,,,,,,,
2022-08-07,20.79,17.99,23.42,,,,22.67,20.41,25.0,,,,4.13,2.08,6.03,,,,,,,,,,,,,,,,,,,,,
2022-08-08,20.76,17.98,23.39,,,,22.69,20.41,25.02,,,,4.13,2.09,6.03,,,,,,,,,,,,,,,,,,,,,
2022-08-09,20.73,17.97,23.37,,,,22.7,20.41,25.04,,,,4.13,2.09,6.04,,,,,,,,,,,,,,,,,,,,,
2022-08-10,20.7,17.96,23.34,,,,22.72,20.42,25.05,,,,4.13,2.09,6.04,,,,,,,,,,,,,,,,,,,,,
2022-08-11,20.68,17.95,23.31,,,,22.74,20.43,25.08,,,,4.13,2.1,6.05,,,,,,,,,,,,,,,,,,,,,
2022-08-12,20.65,17.95,23.28,,,,22.76,20.45,25.09,,,,4.13,2.1,6.05,,,,,,,,,,,,,,,,,,,,,
2022-08-13,20.62,17.94,23.26,,,,22.78,20.46,25.11,,,,4.14,2.11,6.06,,,,,,,,,,,,,,,,,,,,,
2022-08-14,20.59,17.93,23.23,,,,22.8,20.47,25.12,,,,4.14,2.11,6.06,,,,,,,,,,,,,,,,,,,,,
2022-08-15,20.56,17.93,23.2,,,,22.82,20.48,25.13,,,,4.14,2.11,6.05,,,,,,,,,,,,,,,,20.0,22.0,5.0,,,
2022-08-16,20.53,17.9,23.18,,,,22.83,20.49,25.16,,,,4.14,2.12,6.06,,,,,,,,,,,,,,,,,,,,,
2022-08-17,20.5,17.86,23.14,,,,22.85,20.5,25.2,,,,4.14,2.12,6.06,,,,,,,,,,,,,,,,,,,,,
2022-08-18,20.48,17.81,23.11,,,,22.87,20.51,25.22,,,,4.14,2.13,6.07,,,,,,,,,,,,,,,,,,,,,
2022-08-19,20.45,17.79,23.09,,,,22.88,20.53,25.26,,,,4.14,2.14,6.07,,,,,,,,,,,,,,,,,,,,,
2022-08-20,20.42,17.77,23.06,,,,22.9,20.54,25.3,,,,4.14,2.14,6.07,,,,,,,,,,,,,,,,,,,,,
2022-08-21,20.39,17.74,23.04,,,,22.92,20.55,25.34,,,,4.14,2.15,6.07,,,,,,,,,,,,,,,,,,,,,
2022-08-22,20.36,17.71,23.01,,,,22.93,20.57,25.37,,,,4.15,2.15,6.08,,,,,,,,,,,,,,,,,,,,,
2022-08-23,20.34,17.68,22.99,,,,22.95,20.58,25.4,,,,4.15,2.16,6.08,,,,,,,,,,,,,,,,,,,,,
2022-08-24,20.31,17.64,22.96,,,,22.97,20.59,25.44,,,,4.15,2.17,6.08,,,,,,,,,,,,,,,,,,,,,
2022-08-25,20.28,17.61,22.92,,,,22.98,20.61,25.48,,,,4.15,2.17,6.08,,,,,,,,,,,,,,,,,,,,,
2022-08-26,20.26,17.59,22.88,,,,23.0,20.62,25.51,,,,4.15,2.18,6.09,,,,,,,,,,,,,,,,,,,,,
2022-08-27,20.23,17.56,22.83,,,,23.01,20.63,25.54,,,,4.15,2.19,6.1,,,,,,,,,,,,,,,,,,,,,
2022-08-28,20.2,17.54,22.79,,,,23.03,20.64,25.58,,,,4.15,2.19,6.12,,,,,,,,,,,,,,,,,,,,,
2022-08-29,20.18,17.52,22.74,,,,23.04,20.65,25.6,,,,4.15,2.19,6.14,,,,,,,,,,,,,,,,,,,,,
2022-08-30,20.15,17.49,22.69,,,,23.06,20.66,25.6,,,,4.15,2.19,6.16,,,,,,,,,,,,,,,,,,,,,
2022-08-31,20.13,17.47,22.63,,,,23.07,20.68,25.6,,,,4.16,2.18,6.18,,,,,,,,,,,,,,,,,,,,,
2022-09-01,20.1,17.45,22.58,,,,23.09,20.69,25.59,,,,4.16,2.17,6.16,,,,,,,,,,,,,,,,,,,,,
2022-09-02,20.08,17.44,22.56,,,,23.1,20.71,25.61,,,,4.16,2.16,6.14,,,,,,,,,,,,,,,,,,,,,
2022-09-03,20.05,17.42,22.53,,,,23.12,20.72,25.64,,,,4.16,2.17,6.13,,,,,,,,,,,,,,,,,,,,,
2022-09-04,20.03,17.4,22.52,,,,23.13,20.73,25.67,,,,4.16,2.18,6.11,,,,,,,,,,,,,,,,,,,,,
2022-09-05,20.0,17.39,22.51,,,,23.15,20.75,25.7,,,,4.16,2.18,6.09,,,,,,,,,,,,,,,,,,,,,
2022-09-06,19.98,17.37,22.5,,,,23.16,20.76,25.72,,,,4.16,2.17,6.09,,,,,,,,,,,,,,,,,,,,,
2022-09-07,19.95,17.36,22.49,,,,23.17,20.77,25.75,,,,4.16,2.17,6.07,,,,,,,,,,,,,,,,,,,,,
2022-09-08,19.93,17.34,22.45,,,,23.19,20.79,25.78,,,,4.16,2.16,6.05,,,,,,,,,,,,,,,,,,,,,
2022-09-09,19.91,17.33,22.42,,,,23.2,20.8,25.8,,,,4.16,2.16,6.04,,,,,,,,,,,,,,,,,,,,,
2022-09-10,19.88,17.32,22.38,,,,23.21,20.81,25.83,,,,4.16,2.15,6.02,,,,,,,,,,,,,,,,,,,,,
2022-09-11,19.86,17.31,22.35,,,,23.23,20.82,25.85,,,,4.16,2.15,6.0,,,,,,,,,,,,,,,,,,,,,
2022-09-12,19.84,17.3,22.31,,,,23.24,20.83,25.86,,,,4.17,2.15,6.01,,,,,,,,,,,,,,,,22.0,21.0,3.0,,,
2022-09-13,19.81,17.29,22.27,,,,23.25,20.84,25.88,,,,4.17,2.14,6.01,,,,,,,,,,,,,,,,,,,,,
2022-09-14,19.79,17.28,22.22,,,,23.26,20.86,25.89,,,,4.17,2.14,6.02,,,,,,,,,,,,,,,,,,,,,
2022-09-15,19.77,17.27,22.18,,,,23.28,20.87,25.9,,,,4.17,2.15,6.03,,,,,,,,,,,,,,,,,,,,,
2022-09-16,19.75,17.27,22.13,,,,23.29,20.88,25.91,,,,4.17,2.16,6.04,,,,,,,,,,,,,,,,,,,,,
2022-09-17,19.72,17.25,22.11,,,,23.3,20.9,25.92,,,,4.17,2.17,6.04,,,,,,,,,,,,,,,,,,,,,
2022-09-18,19.7,17.21,22.11,,,,23.31,20.91,25.93,,,,4.17,2.17,6.05,,,,,,,,,,,,,,,,,,,,,
2022-09-19,19.68,17.16,22.07,,,,23.32,20.92,25.95,,,,4.17,2.18,6.05,,,,,,,,,,,,,,,,,,,,,
2022-09-20,19.66,17.13,22.04,,,,23.33,20.94,25.96,,,,4.17,2.19,6.03,,,,,,,,,,,,,,,,,,,,,
2022-09-21,19.64,17.09,22.01,,,,23.34,20.95,25.98,,,,4.17,2.2,6.01,,,,,,,,,,,,,,,,,,,,,
2022-09-22,19.62,17.06,21.98,,,,23.36,20.96,26.0,,,,4.17,2.21,6.0,,,,,,,,,,,,,,,,,,,,,
2022-09-23,19.6,17.06,21.95,,,,23.37,20.98,26.01,,,,4.17,2.21,6.0,,,,,,,,,,,,,,,,,,,,,
2022-09-24,19.58,17.06,21.93,,,,23.38,20.99,26.03,,,,4.17,2.22,6.0,,,,,,,,,,,,,,,,,,,,,
2022-09-25,19.56,17.06,21.91,,,,23.39,21.0,26.04,,,,4.17,2.23,6.01,,,,,,,,,,,,,,,,,,,,,
2022-09-26,19.54,17.06,21.9,,,,23.4,21.02,26.06,,,,4.17,2.25,6.02,,,,,,,,,,,,,,,,,,,,,
2022-09-27,19.52,17.06,21.88,,,,23.41,21.03,26.07,,,,4.17,2.26,6.02,,,,,,,,,,,,,,,,,,,,,
2022-09-28,19.5,17.06,21.86,,,,23.42,21.04,26.08,,,,4.17,2.25,6.03,,,,,,,,,,,,,,,,,,,,,
2022-09-29,19.48,17.06,21.85,,,,23.43,21.06,26.09,,,,4.18,2.26,6.03,,,,,,,,,,,,,,,,,,,,,
2022-09-30,19.46,17.06,21.83,,,,23.44,21.07,26.1,,,,4.18,2.26,6.06,,,,,,,,,,,,,,,,,,,,,
2022-10-01,19.44,17.07,21.81,,,,23.45,21.08,26.11,,,,4.18,2.27,6.07,,,,,,,,,,,,,,,,,,,,,
2022-10-02,19.42,17.07,21.79,,,,23.46,21.1,26.12,,,,4.18,2.28,6.08,,,,,,,,,,,,,,,,,,,,,
2022-10-03,19.4,17.07,21.77,,,,23.47,21.11,26.12,,,,4.18,2.28,6.09,,,,,,,,,,,,,,,,,,,,,
2022-10-04,19.39,17.07,21.72,,,,23.47,21.11,26.13,,,,4.18,2.29,6.1,,,,,,,,,,,,,,,,,,,,,
2022-10-05,19.37,17.06,21.66,,,,23.48,21.12,26.13,,,,4.18,2.29,6.11,,,,,,,,,,,,,,,,,,,,,
2022-10-06,19.35,17.05,21.66,,,,23.49,21.13,26.14,,,,4.18,2.27,6.12,,,,,,,,,,,,,,,,,,,,,
2022-10-07,19.33,17.02,21.67,,,,23.5,21.14,26.14,,,,4.18,2.26,6.13,,,,,,,,,,,,,,,,,,,,,
