day,Thatcher net,Thatcher net (low),Thatcher net (high),Major net,Major net (low),Major net (high),Blair net,Blair net (low),Blair net (high),Brown net,Brown net (low),Brown net (high),Cameron net,Cameron net (low),Cameron net (high),May net,May net (low),May net (high),Johnson net,Johnson net (low),Johnson net (high),Truss net,Truss net (low),Truss net (high),Sunak net,Sunak net (low),Sunak net (high),Starmer net,Starmer net (low),Starmer net (high)
837,-33.56,-36.31,-29.46,-34.34,-40.67,-29.05,17.84,12.52,22.89,-40.12,-42.86,-37.82,-23.52,-24.67,-22.32,-19.87,-22.58,-17.59,-19.05,-21.77,-15.83,,,,,,,,,
838,-33.55,-36.29,-29.49,-34.5,-40.93,-29.09,17.8,12.56,22.87,-40.07,-42.81,-37.77,-23.49,-24.65,-22.29,-19.89,-22.62,-17.6,-19.24,-22.03,-16.01,,,,,,,,,
839,-33.54,-36.29,-29.53,-34.67,-41.17,-29.13,17.77,12.6,22.86,-40.02,-42.77,-37.73,-23.46,-24.63,-22.27,-19.91,-22.64,-17.66,-19.43,-22.17,-16.19,,,,,,,,,
840,-33.52,-36.3,-29.62,-34.83,-41.38,-29.34,17.74,12.64,22.84,-39.97,-42.73,-37.67,-23.43,-24.61,-22.25,-19.94,-22.62,-17.72,-19.62,-22.35,-16.37,,,,,,,,,
841,-33.51,-36.3,-29.74,-35.0,-41.57,-29.56,17.71,12.69,22.77,-39.92,-42.7,-37.59,-23.4,-24.59,-22.22,-19.96,-22.6,-17.76,-19.81,-22.58,-16.56,,,,,,,,,
842,-33.5,-36.31,-29.8,-35.16,-41.72,-29.68,17.68,12.72,22.66,-39.87,-42.62,-37.56,-23.36,-24.6,-22.19,-19.99,-22.62,-17.79,-20.0,-22.87,-16.74,,,,,,,,,
843,-33.48,-36.3,-29.83,-35.33,-41.77,-29.85,17.66,12.74,22.56,-39.83,-42.54,-37.54,-23.33,-24.57,-22.17,-20.01,-22.66,-17.81,-20.2,-23.13,-16.93,,,,,,,,,
844,-33.47,-36.3,-29.85,-35.49,-41.81,-30.05,17.63,12.74,22.48,-39.78,-42.49,-37.51,-23.29,-24.52,-22.14,-20.04,-22.7,-17.83,-20.39,-23.29,-17.13,,,,,,,,,
845,-33.45,-36.29,-29.86,-35.64,-41.75,-30.33,17.61,12.76,22.41,-39.74,-42.44,-37.46,-23.25,-24.46,-22.11,-20.07,-22.72,-17.86,-20.58,-23.48,-17.33,,,,,,,,,
846,-33.44,-36.27,-29.9,-35.8,-41.7,-30.58,17.59,12.8,22.35,-39.69,-42.39,-37.4,-23.21,-24.43,-22.08,-20.1,-22.75,-17.89,-20.78,-23.74,-17.53,,,,,,,,,
847,-33.42,-36.28,-30.0,-35.95,-41.62,-30.68,17.58,12.84,22.31,-39.65,-42.34,-37.34,-23.17,-24.39,-22.05,-20.13,-22.77,-17.92,-20.97,-23.93,-17.68,,,,,,,,,
848,-33.4,-36.34,-30.04,-36.11,-41.56,-30.78,17.56,12.87,22.25,-39.61,-42.3,-37.28,-23.12,-24.36,-22.0,-20.15,-22.83,-17.95,-21.17,-24.23,-17.87,,,,,,,,,
849,-33.39,-36.39,-30.08,-36.25,-41.5,-30.95,17.55,12.92,22.23,-39.56,-42.27,-37.24,-23.08,-24.31,-21.93,-20.18,-22.89,-17.98,-21.36,-24.49,-17.99,,,,,,,,,
850,-33.37,-36.44,-30.12,-36.4,-41.42,-31.12,17.54,13.09,22.21,-39.52,-42.24,-37.2,-23.03,-24.28,-21.89,-20.21,-22.94,-18.02,-21.55,-24.73,-18.14,,,,,,,,,
851,-33.35,-36.49,-30.16,-36.54,-41.35,-31.3,17.53,13.06,21.79,-39.48,-42.22,-37.17,-22.99,-24.25,-21.82,-20.24,-22.99,-18.05,-21.74,-24.97,-18.33,,,,,,,,,
852,-33.33,-36.54,-30.21,-36.68,-41.3,-31.5,17.52,13.04,21.72,-39.44,-42.19,-37.13,-22.94,-24.22,-21.75,-20.27,-23.04,-18.07,-21.92,-25.21,-18.52,,,,,,,,,
853,-33.31,-36.59,-30.25,-36.82,-41.3,-31.66,17.52,12.95,22.0,-39.4,-42.17,-37.01,-22.89,-24.19,-21.68,-20.3,-23.04,-18.1,-22.1,-25.41,-18.71,,,,,,,,,
854,-33.29,-36.63,-30.3,-36.95,-41.31,-31.82,17.52,12.81,22.0,-39.36,-42.15,-36.94,-22.84,-24.16,-21.6,-20.32,-23.04,-18.13,-22.28,-25.61,-18.9,,,,,,,,,
855,-33.27,-36.68,-30.34,-37.09,-41.32,-32.28,17.52,12.67,22.0,-39.31,-42.14,-36.89,-22.79,-24.13,-21.53,-20.35,-23.04,-18.16,-22.46,-25.8,-19.07,,,,,,,,,
856,-33.26,-36.72,-30.37,-37.22,-41.28,-32.6,17.52,12.56,22.0,-39.27,-42.13,-36.83,-22.74,-24.11,-21.46,-20.38,-23.04,-18.2,-22.64,-26.02,-19.25,,,,,,,,,
857,-33.24,-36.76,-30.38,-37.35,-41.56,-32.8,17.52,12.48,22.0,-39.23,-42.11,-36.73,-22.69,-24.07,-21.39,-20.4,-23.03,-18.24,-22.81,-26.24,-19.43,,,,,,,,,
858,-33.22,-36.81,-30.41,-37.48,-41.51,-32.89,17.53,12.42,22.0,-39.19,-42.09,-36.7,-22.64,-24.04,-21.32,-20.43,-23.03,-18.26,-22.97,-26.46,-19.61,,,,,,,,,
859,-33.2,-36.57,-30.5,-37.61,-41.46,-33.0,17.54,12.39,22.0,-39.15,-42.07,-36.68,-22.59,-24.01,-21.24,-20.45,-23.0,-18.31,-23.14,-26.63,-19.8,,,,,,,,,
860,-33.19,-36.9,-30.32,-37.74,-41.41,-33.13,17.56,12.45,21.99,-39.1,-42.04,-36.61,-22.54,-23.97,-21.17,-20.48,-22.97,-18.36,-23.3,-26.84,-19.98,,,,,,,,,
861,-33.17,-36.95,-30.27,-37.88,-41.36,-33.29,17.58,12.51,21.93,-39.06,-42.01,-36.55,-22.49,-23.97,-21.06,-20.5,-22.94,-18.42,-23.46,-26.96,-20.16,,,,,,,,,
862,-33.16,-37.0,-30.22,-38.01,-41.33,-33.48,17.6,12.58,21.88,-39.02,-41.97,-36.49,-22.44,-23.96,-20.95,-20.52,-22.99,-18.47,-23.61,-27.09,-20.33,,,,,,,,,
863,-33.14,-37.05,-30.17,-38.15,-41.31,-33.72,17.63,12.64,21.83,-38.97,-41.94,-36.44,-22.39,-23.94,-20.89,-20.54,-23.03,-18.51,-23.76,-27.32,-20.49,,,,,,,,,
864,-33.13,-37.1,-30.1,-38.29,-41.3,-33.99,17.66,12.7,21.78,-38.93,-41.91,-36.39,-22.34,-23.91,-20.83,-20.56,-23.08,-18.54,-23.91,-27.56,-20.61,,,,,,,,,
865,-33.13,-37.17,-30.12,-38.44,-41.27,-34.29,17.69,12.77,21.73,-38.89,-41.88,-36.33,-22.29,-23.89,-20.78,-20.58,-23.11,-18.57,-24.05,-27.72,-20.73,,,,,,,,,
866,-33.12,-37.25,-30.17,-38.58,-41.38,-34.51,17.72,12.84,21.68,-38.84,-41.84,-36.28,-22.23,-23.86,-20.71,-20.6,-23.14,-18.59,-24.19,-27.88,-20.84,,,,,,,,,
867,-33.12,-37.34,-30.15,-38.73,-41.46,-34.77,17.76,12.89,21.63,-38.8,-41.79,-36.23,-22.18,-23.84,-20.62,-20.62,-23.16,-18.63,-24.33,-28.02,-20.96,,,,,,,,,
868,-33.13,-37.43,-30.13,-38.88,-41.5,-34.96,17.81,12.96,21.59,-38.75,-41.73,-36.19,-22.13,-23.78,-20.54,-20.64,-23.18,-18.67,-24.47,-28.16,-21.12,,,,,,,,,
869,-33.13,-37.55,-30.12,-39.03,-41.53,-35.12,17.85,13.1,21.54,-38.71,-41.68,-36.14,-22.08,-23.72,-20.49,-20.65,-23.09,-18.72,-24.6,-28.29,-21.22,,,,,,,,,
870,-33.15,-37.72,-30.09,-39.19,-41.74,-35.46,17.9,13.28,21.5,-38.66,-41.62,-36.1,-22.03,-23.67,-20.45,-20.67,-23.01,-18.77,-24.73,-28.42,-21.32,,,,,,,,,
871,-33.16,-37.8,-30.09,-39.34,-41.73,-35.69,17.95,13.33,21.45,-38.61,-41.55,-36.05,-21.98,-23.65,-20.41,-20.68,-22.96,-18.82,-24.86,-28.54,-21.42,,,,,,,,,
872,-33.18,-37.88,-30.16,-39.5,-41.96,-35.79,18.01,13.39,21.41,-38.57,-41.49,-35.99,-21.93,-23.63,-20.37,-20.7,-22.93,-18.87,-24.98,-28.65,-21.53,,,,,,,,,
873,-33.21,-37.97,-30.27,-39.65,-42.32,-36.1,18.06,13.46,21.37,-38.52,-41.41,-35.96,-21.88,-23.61,-20.33,-20.71,-22.9,-18.92,-25.11,-28.76,-21.61,,,,,,,,,
874,-33.24,-38.0,-30.36,-39.81,-42.48,-36.55,18.12,13.55,21.32,-38.48,-41.35,-35.92,-21.83,-23.59,-20.29,-20.73,-22.86,-18.96,-25.23,-28.86,-21.7,,,,,,,,,
875,-33.27,-38.02,-30.37,-39.96,-42.7,-36.76,18.18,13.65,21.32,-38.43,-41.26,-35.87,-21.78,-23.57,-20.26,-20.74,-22.83,-18.98,-25.34,-28.95,-21.79,,,,,,,,,
876,-33.3,-38.04,-30.42,-40.11,-42.92,-36.96,18.24,13.76,21.32,-38.39,-41.19,-35.84,-21.73,-23.55,-20.23,-20.75,-22.79,-19.0,-25.46,-29.05,-21.93,,,,,,,,,
877,-33.34,-38.06,-30.45,-40.27,-43.44,-37.21,18.3,14.04,21.29,-38.34,-41.11,-35.79,-21.68,-23.52,-20.18,-20.76,-22.75,-19.05,-25.57,-29.13,-22.06,,,,,,,,,
878,-33.39,-38.09,-30.42,-40.41,-43.76,-37.3,18.36,14.24,21.31,-38.3,-41.05,-35.72,-21.63,-23.5,-20.14,-20.77,-22.73,-19.13,-25.68,-29.22,-22.19,,,,,,,,,
879,-33.43,-38.11,-30.45,-40.56,-43.83,-37.45,18.42,14.31,21.33,-38.25,-41.0,-35.66,-21.59,-23.47,-20.09,-20.78,-22.67,-19.16,-25.79,-29.32,-22.3,,,,,,,,,
880,-33.48,-38.13,-30.47,-40.7,-43.99,-37.54,18.48,14.38,21.36,-38.21,-40.97,-35.59,-21.54,-23.43,-20.05,-20.79,-22.65,-19.18,-25.89,-29.41,-22.33,,,,,,,,,
881,-33.53,-38.15,-30.5,-40.85,-44.23,-37.66,18.54,14.45,21.36,-38.16,-40.91,-35.52,-21.49,-23.37,-20.01,-20.8,-22.66,-19.19,-26.0,-29.51,-22.35,,,,,,,,,
882,-33.59,-38.18,-30.53,-40.99,-44.7,-37.68,18.6,14.6,21.36,-38.11,-40.87,-35.45,-21.44,-23.31,-19.97,-20.8,-22.67,-19.19,-26.09,-29.6,-22.45,,,,,,,,,
883,-33.64,-38.2,-30.58,-41.12,-45.13,-37.7,18.66,14.75,21.36,-38.07,-40.84,-35.38,-21.39,-23.24,-19.93,-20.81,-22.68,-19.24,-26.19,-29.68,-22.58,,,,,,,,,
884,-33.7,-38.23,-30.63,-41.26,-45.46,-37.72,18.71,14.91,21.36,-38.02,-40.79,-35.3,-21.34,-23.19,-19.9,-20.81,-22.68,-19.24,-26.28,-29.76,-22.75,,,,,,,,,
885,-33.76,-38.26,-30.75,-41.39,-45.79,-37.74,18.77,15.12,21.36,-37.97,-40.75,-35.23,-21.29,-23.13,-19.84,-20.81,-22.67,-19.22,-26.37,-29.83,-22.83,,,,,,,,,
886,-33.82,-38.32,-30.85,-41.52,-46.08,-37.75,18.82,15.32,21.36,-37.92,-40.7,-35.15,-21.24,-23.07,-19.8,-20.81,-22.66,-19.24,-26.46,-29.91,-22.92,,,,,,,,,
887,-33.89,-37.89,-31.01,-41.65,-46.83,-37.72,18.87,15.41,21.35,-37.86,-40.64,-35.08,-21.19,-23.0,-19.76,-20.81,-22.65,-19.27,-26.54,-29.97,-23.01,,,,,,,,,
888,-33.95,-38.06,-31.02,-41.78,-46.96,-37.74,18.92,15.58,21.47,-37.81,-40.58,-35.0,-21.14,-22.94,-19.72,-20.81,-22.64,-19.3,-26.62,-30.03,-23.09,,,,,,,,,
889,-34.02,-38.23,-30.99,-41.91,-47.09,-37.76,18.96,15.76,21.6,-37.75,-40.52,-34.91,-21.09,-22.88,-19.68,-20.81,-22.63,-19.33,-26.7,-30.09,-23.17,,,,,,,,,
890,-34.09,-38.4,-31.0,-42.04,-47.21,-37.78,19.01,15.93,21.68,-37.69,-40.45,-34.84,-21.04,-22.81,-19.64,-20.81,-22.6,-19.36,-26.77,-30.14,-23.25,,,,,,,,,
891,-34.15,-38.56,-31.04,-42.18,-47.34,-37.8,19.05,16.11,21.79,-37.63,-40.45,-34.8,-20.99,-22.75,-19.6,-20.82,-22.55,-19.37,-26.84,-30.2,-23.33,,,,,,,,,
892,-34.22,-38.72,-31.08,-42.31,-47.48,-37.83,19.09,16.28,21.82,-37.57,-40.46,-34.69,-20.94,-22.68,-19.55,-20.82,-22.49,-19.4,-26.9,-30.27,-23.41,,,,,,,,,
893,-34.29,-38.86,-31.12,-42.45,-48.04,-37.84,19.12,16.45,21.82,-37.5,-40.39,-34.55,-20.89,-22.62,-19.46,-20.83,-22.52,-19.43,-26.97,-30.39,-23.49,,,,,,,,,
894,-34.37,-39.0,-31.17,-42.58,-48.61,-37.88,19.16,16.62,21.81,-37.43,-40.28,-34.45,-20.84,-22.53,-19.38,-20.83,-22.53,-19.45,-27.03,-30.52,-23.56,,,,,,,,,
895,-34.44,-39.23,-30.41,-42.72,-49.18,-37.91,19.19,16.71,21.79,-37.36,-40.18,-34.35,-20.79,-22.43,-19.32,-20.85,-22.52,-19.48,-27.09,-30.57,-23.66,,,,,,,,,
896,-34.51,-39.42,-30.37,-42.86,-49.72,-38.06,19.21,16.77,21.8,-37.29,-40.16,-34.25,-20.73,-22.35,-19.27,-20.86,-22.51,-19.48,-27.14,-30.62,-23.75,,,,,,,,,
897,-34.58,-39.63,-30.31,-43.0,-50.24,-38.23,19.24,16.81,21.92,-37.21,-40.15,-34.17,-20.68,-22.26,-19.2,-20.88,-22.51,-19.47,-27.19,-30.66,-23.84,,,,,,,,,
898,-34.66,-39.81,-30.25,-43.14,-50.73,-38.35,19.26,16.89,22.01,-37.13,-40.07,-34.11,-20.63,-22.21,-19.16,-20.9,-22.5,-19.46,-27.24,-30.69,-23.94,,,,,,,,,
899,-34.73,-40.0,-30.19,-43.28,-51.19,-38.53,19.27,16.98,22.05,-37.05,-39.99,-34.03,-20.57,-22.15,-19.11,-20.93,-22.54,-19.51,-27.28,-30.72,-24.02,,,,,,,,,
900,-34.81,-40.21,-30.14,-43.43,-51.45,-38.73,19.29,17.03,22.09,-36.96,-39.94,-33.89,-20.52,-22.1,-19.06,-20.96,-22.61,-19.53,-27.33,-30.69,-24.07,,,,,,,,,
901,-34.88,-40.37,-30.08,-43.57,-51.57,-38.94,19.3,17.06,22.36,-36.87,-39.91,-33.76,-20.47,-22.04,-19.0,-21.0,-22.67,-19.55,-27.36,-30.66,-24.08,,,,,,,,,
902,-34.96,-40.48,-30.05,-43.71,-51.66,-39.17,19.3,17.1,22.62,-36.78,-39.86,-33.62,-20.41,-21.99,-18.96,-21.04,-22.72,-19.58,-27.4,-30.62,-24.13,,,,,,,,,
903,-35.03,-40.59,-30.02,-43.85,-51.99,-39.4,19.31,17.14,22.63,-36.69,-39.81,-33.48,-20.36,-21.93,-18.93,-21.09,-22.77,-19.64,-27.44,-30.57,-24.21,,,,,,,,,
904,-35.1,-40.63,-30.0,-43.98,-52.44,-39.57,19.31,17.14,22.64,-36.59,-39.73,-33.36,-20.3,-21.87,-18.91,-21.15,-22.77,-19.71,-27.47,-30.54,-24.33,,,,,,,,,
905,-35.18,-40.67,-29.98,-44.12,-52.65,-39.58,19.3,17.13,22.67,-36.49,-39.59,-33.24,-20.25,-21.81,-18.87,-21.21,-22.84,-19.73,-27.5,-30.62,-24.38,,,,,,,,,
906,-35.25,-40.71,-29.97,-44.25,-52.74,-39.58,19.3,17.11,22.68,-36.39,-39.52,-33.12,-20.19,-21.76,-18.82,-21.27,-22.96,-19.79,-27.52,-30.68,-24.39,,,,,,,,,
907,-35.32,-40.76,-29.91,-44.38,-52.8,-39.61,19.29,17.09,22.69,-36.29,-39.41,-33.01,-20.13,-21.72,-18.78,-21.34,-23.06,-19.82,-27.54,-30.68,-24.42,,,,,,,,,
908,-35.39,-40.82,-29.85,-44.51,-52.87,-39.6,19.28,17.06,22.67,-36.18,-39.24,-32.89,-20.08,-21.64,-18.72,-21.42,-23.26,-19.9,-27.56,-30.64,-24.49,,,,,,,,,
909,-35.46,-40.89,-29.84,-44.64,-52.93,-39.6,19.27,17.04,22.65,-36.07,-39.2,-32.77,-20.02,-21.57,-18.68,-21.49,-23.45,-19.98,-27.58,-30.61,-24.55,,,,,,,,,
910,-35.53,-41.01,-29.87,-44.76,-52.99,-39.75,19.25,17.0,22.63,-35.96,-39.14,-32.7,-19.97,-21.5,-18.64,-21.58,-23.64,-20.06,-27.6,-30.57,-24.59,,,,,,,,,
911,-35.6,-41.13,-29.9,-44.88,-53.05,-39.9,19.24,17.02,22.6,-35.84,-39.03,-32.57,-19.91,-21.42,-18.58,-21.66,-23.84,-20.14,-27.61,-30.59,-24.6,,,,,,,,,
912,-35.66,-41.28,-29.95,-45.0,-53.11,-40.05,19.23,17.24,21.33,-35.72,-38.97,-32.4,-19.85,-21.33,-18.53,-21.76,-24.04,-20.22,-27.62,-30.54,-24.61,,,,,,,,,
913,-35.73,-41.43,-30.03,-45.11,-53.17,-40.21,19.21,17.2,21.31,-35.6,-38.85,-32.26,-19.8,-21.27,-18.5,-21.85,-24.18,-20.26,-27.63,-30.5,-24.65,,,,,,,,,
914,-35.8,-41.57,-30.07,-45.23,-53.23,-40.36,19.2,17.16,21.28,-35.48,-38.74,-32.15,-19.74,-21.21,-18.45,-21.95,-24.33,-20.31,-27.63,-30.48,-24.69,,,,,,,,,
915,-35.86,-41.71,-30.06,-45.34,-53.36,-40.41,19.19,17.12,21.25,-35.35,-38.62,-32.02,-19.68,-21.12,-18.39,-22.05,-24.43,-20.39,-27.63,-30.47,-24.73,,,,,,,,,
916,-35.92,-41.84,-30.06,-45.45,-53.42,-40.46,19.18,17.07,21.23,-35.22,-38.54,-31.89,-19.63,-21.03,-18.33,-22.15,-24.52,-20.41,-27.63,-30.45,-24.76,,,,,,,,,
917,-35.98,-41.99,-30.1,-45.56,-53.47,-40.5,19.17,17.03,21.22,-35.09,-38.46,-31.75,-19.57,-20.96,-18.29,-22.25,-24.62,-20.46,-27.63,-30.42,-24.8,,,,,,,,,
918,-36.04,-42.12,-30.17,-45.67,-53.6,-40.31,19.16,16.99,21.2,-34.96,-38.32,-31.63,-19.51,-20.9,-18.26,-22.36,-24.72,-20.53,-27.62,-30.44,-24.81,,,,,,,,,
919,-36.1,-42.21,-30.25,-45.78,-53.65,-40.29,19.15,16.94,21.19,-34.83,-38.22,-31.44,-19.46,-20.83,-18.19,-22.47,-24.87,-20.64,-27.61,-30.43,-24.81,,,,,,,,,
920,-36.16,-42.21,-30.33,-45.89,-53.7,-40.28,19.14,16.9,21.17,-34.69,-38.12,-31.09,-19.4,-20.77,-18.17,-22.58,-25.0,-20.73,-27.6,-30.43,-24.82,,,,,,,,,
921,-36.21,-42.13,-30.41,-46.0,-53.75,-40.27,19.13,16.86,21.16,-34.56,-38.02,-30.88,-19.35,-20.7,-18.14,-22.69,-25.13,-20.8,-27.58,-30.49,-24.88,,,,,,,,,
922,-36.27,-41.8,-30.72,-46.1,-53.8,-40.26,19.12,16.85,21.14,-34.42,-37.91,-30.75,-19.29,-20.63,-18.12,-22.8,-25.33,-20.87,-27.56,-30.5,-24.84,,,,,,,,,
923,-36.32,-41.97,-30.17,-46.21,-53.85,-40.26,19.12,16.85,21.13,-34.28,-37.8,-30.54,-19.24,-20.54,-18.07,-22.91,-25.46,-20.92,-27.54,-30.5,-24.81,,,,,,,,,
924,-36.37,-41.89,-30.2,-46.32,-53.89,-40.27,19.12,16.85,21.11,-34.15,-37.68,-30.43,-19.19,-20.45,-18.02,-23.02,-25.59,-20.98,-27.52,-30.49,-24.8,,,,,,,,,
925,-36.42,-41.93,-30.27,-46.42,-53.93,-40.29,19.12,16.84,21.1,-34.01,-37.56,-30.3,-19.14,-20.41,-17.95,-23.13,-25.73,-21.07,-27.49,-30.48,-24.8,,,,,,,,,
926,-36.47,-41.98,-30.33,-46.53,-53.97,-40.33,19.12,16.84,21.09,-33.87,-37.38,-30.06,-19.08,-20.37,-17.92,-23.24,-25.85,-21.16,-27.46,-30.46,-24.79,,,,,,,,,
927,-36.51,-42.06,-30.39,-46.64,-54.01,-40.37,19.12,16.85,21.08,-33.73,-37.25,-29.83,-19.03,-20.31,-17.85,-23.35,-25.97,-21.21,-27.43,-30.44,-24.75,,,,,,,,,
928,-36.56,-42.13,-30.5,-46.75,-54.04,-40.43,19.12,16.86,21.07,-33.58,-37.15,-29.63,-18.98,-20.25,-17.83,-23.46,-26.08,-21.28,-27.39,-30.38,-24.73,,,,,,,,,
929,-36.6,-42.2,-30.69,-46.86,-54.08,-40.5,19.13,16.88,21.06,-33.44,-37.03,-29.42,-18.93,-20.19,-17.77,-23.57,-26.19,-21.34,-27.36,-30.32,-24.73,,,,,,,,,
930,-36.64,-42.25,-30.96,-46.97,-54.11,-40.59,19.14,16.85,21.06,-33.3,-36.89,-29.21,-18.89,-20.12,-17.72,-23.68,-26.3,-21.41,-27.32,-30.26,-24.72,,,,,,,,,
931,-36.68,-42.31,-31.12,-47.08,-54.14,-40.69,19.16,16.81,21.05,-33.16,-36.74,-29.02,-18.84,-20.06,-17.68,-23.79,-26.4,-21.49,-27.28,-30.18,-24.71,,,,,,,,,
932,-36.72,-42.37,-31.19,-47.19,-54.17,-40.74,19.17,16.73,21.06,-33.02,-36.6,-28.85,-18.8,-20.0,-17.65,-23.9,-26.5,-21.56,-27.24,-30.13,-24.67,,,,,,,,,
933,-36.76,-42.4,-31.27,-47.31,-54.2,-40.72,19.19,16.66,21.08,-32.88,-36.46,-28.69,-18.75,-19.94,-17.62,-24.01,-26.6,-21.63,-27.2,-30.06,-24.62,,,,,,,,,
934,-36.79,-42.39,-31.34,-47.42,-54.23,-40.71,19.21,16.65,21.11,-32.74,-36.31,-28.54,-18.71,-19.89,-17.56,-24.11,-26.7,-21.71,-27.15,-30.0,-24.57,,,,,,,,,
935,-36.83,-42.39,-31.41,-47.54,-54.25,-40.69,19.23,16.57,21.14,-32.6,-36.16,-28.4,-18.67,-19.86,-17.51,-24.22,-26.8,-21.79,-27.11,-30.0,-24.51,,,,,,,,,
936,-36.86,-42.38,-31.56,-47.65,-54.28,-40.65,19.26,16.54,21.17,-32.46,-36.01,-28.26,-18.63,-19.82,-17.47,-24.32,-26.93,-21.91,-27.06,-30.0,-24.45,,,,,,,,,
937,-36.89,-42.36,-31.62,-47.77,-54.29,-40.61,19.29,16.55,21.21,-32.32,-35.86,-28.12,-18.59,-19.75,-17.44,-24.42,-27.09,-22.03,-27.01,-29.9,-24.4,,,,,,,,,
938,-36.92,-42.36,-31.68,-47.89,-54.32,-40.56,19.32,16.56,21.24,-32.18,-35.7,-27.99,-18.55,-19.7,-17.42,-24.52,-27.21,-22.13,-26.96,-29.81,-24.35,,,,,,,,,
939,-36.95,-42.37,-31.75,-48.01,-54.33,-40.52,19.35,16.58,21.27,-32.04,-35.55,-27.86,-18.51,-19.65,-17.4,-24.62,-27.31,-22.19,-26.91,-29.72,-24.31,,,,,,,,,
940,-36.98,-42.41,-31.81,-48.13,-54.35,-40.47,19.39,16.6,21.31,-31.9,-35.38,-27.75,-18.48,-19.61,-17.39,-24.72,-27.39,-22.24,-26.86,-29.62,-24.23,,,,,,,,,
941,-37.01,-42.44,-31.88,-48.25,-54.37,-40.41,19.43,16.62,21.34,-31.76,-35.22,-27.63,-18.44,-19.57,-17.38,-24.81,-27.48,-22.29,-26.81,-29.52,-24.16,,,,,,,,,
942,-37.03,-42.43,-31.94,-48.37,-54.38,-40.36,19.47,16.63,21.27,-31.61,-35.12,-27.53,-18.41,-19.54,-17.34,-24.9,-27.59,-22.35,-26.76,-29.51,-24.1,,,,,,,,,
943,-37.06,-42.43,-32.01,-48.49,-54.4,-40.3,19.51,16.96,21.16,-31.47,-35.01,-27.47,-18.38,-19.55,-17.33,-24.99,-27.73,-22.41,-26.72,-29.49,-24.05,,,,,,,,,
944,-37.08,-42.42,-32.13,-48.61,-54.44,-40.34,19.55,16.99,21.21,-31.32,-34.91,-27.34,-18.35,-19.49,-17.32,-25.09,-27.86,-22.49,-26.67,-29.4,-24.02,,,,,,,,,
945,-37.11,-42.43,-32.2,-48.73,-54.54,-40.4,19.59,17.02,21.25,-31.17,-34.79,-27.27,-18.32,-19.47,-17.3,-25.17,-28.0,-22.57,-26.62,-29.3,-23.99,,,,,,,,,
946,-37.13,-42.44,-32.27,-48.85,-54.62,-40.48,19.64,17.05,21.3,-31.02,-34.65,-27.16,-18.29,-19.47,-17.26,-25.26,-28.16,-22.64,-26.57,-29.19,-23.96,,,,,,,,,
947,-37.16,-42.46,-32.34,-48.97,-54.71,-40.55,19.68,17.09,21.35,-30.87,-34.43,-27.07,-18.27,-19.44,-17.27,-25.35,-28.31,-22.7,-26.52,-29.13,-23.93,,,,,,,,,
948,-37.18,-42.38,-32.48,-49.1,-54.58,-39.97,19.73,17.12,21.4,-30.71,-34.27,-26.96,-18.25,-19.39,-17.25,-25.43,-28.47,-22.74,-26.48,-29.08,-23.89,,,,,,,,,
949,-37.21,-42.3,-32.6,-49.22,-54.62,-39.9,19.78,17.16,21.45,-30.55,-34.09,-26.85,-18.23,-19.34,-17.22,-25.52,-28.62,-22.8,-26.43,-29.03,-23.81,,,,,,,,,
950,-37.24,-42.19,-32.59,-49.34,-54.67,-39.83,19.82,17.2,21.49,-30.39,-33.96,-26.74,-18.21,-19.3,-17.21,-25.61,-28.76,-22.86,-26.39,-28.97,-23.73,,,,,,,,,
951,-37.27,-42.11,-32.66,-49.47,-54.71,-39.76,19.87,17.24,21.54,-30.23,-33.82,-26.64,-18.19,-19.3,-17.2,-25.69,-28.92,-22.92,-26.34,-28.93,-23.66,,,,,,,,,
952,-37.3,-42.52,-32.67,-49.59,-54.75,-39.75,19.92,17.28,21.58,-30.07,-33.67,-26.55,-18.18,-19.28,-17.18,-25.78,-29.07,-22.97,-26.3,-28.89,-23.64,,,,,,,,,
953,-37.33,-42.58,-32.73,-49.71,-54.78,-39.81,19.97,17.32,21.63,-29.91,-33.52,-26.45,-18.17,-19.26,-17.17,-25.86,-29.16,-23.03,-26.26,-28.83,-23.64,,,,,,,,,
954,-37.36,-42.66,-32.8,-49.84,-54.93,-39.87,20.02,17.37,21.67,-29.75,-33.36,-26.35,-18.16,-19.26,-17.16,-25.95,-29.26,-23.08,-26.22,-28.74,-23.64,,,,,,,,,
955,-37.39,-42.72,-32.87,-49.96,-54.98,-39.97,20.07,17.42,21.71,-29.58,-33.2,-26.21,-18.15,-19.27,-17.16,-26.03,-29.35,-23.14,-26.18,-28.65,-23.64,,,,,,,,,
956,-37.42,-42.74,-32.93,-50.08,-55.0,-40.08,20.12,17.47,21.75,-29.42,-33.02,-26.08,-18.15,-19.29,-17.16,-26.12,-29.44,-23.2,-26.14,-28.58,-23.64,,,,,,,,,
957,-37.45,-42.76,-32.99,-50.2,-55.04,-40.22,20.17,17.52,21.78,-29.26,-32.79,-25.97,-18.15,-19.31,-17.16,-26.21,-29.57,-23.27,-26.1,-28.56,-23.62,,,,,,,,,
958,-37.48,-42.78,-32.99,-50.32,-55.08,-40.38,20.22,17.57,21.81,-29.1,-32.71,-25.88,-18.15,-19.31,-17.15,-26.3,-29.72,-23.32,-26.06,-28.54,-23.54,,,,,,,,,
