date,Thatcher approve,Thatcher disapprove,Thatcher net,Major approve,Major disapprove,Major net,Blair approve,Blair disapprove,Blair net,Brown approve,Brown disapprove,Brown net,Cameron approve,Cameron disapprove,Cameron net,May approve,May disapprove,May net,Johnson approve,Johnson disapprove,Johnson net,Truss approve,Truss disapprove,Truss net,Sunak approve,Sunak disapprove,Sunak net,Starmer approve,Starmer disapprove,Starmer net
2002-07-11,,,,,,,44.45,48.15,-3.7,,,,,,,,,,,,,,,,,,,,,
2002-07-18,,,,,,,44.44,48.18,-3.74,,,,,,,,,,,,,,,,,,,,,
2002-07-25,,,,,,,44.42,48.25,-3.83,,,,,,,,,,,,,,,,,,,,,
2002-08-01,,,,,,,44.36,48.34,-3.98,,,,,,,,,,,,,,,,,,,,,
2002-08-08,,,,,,,44.29,48.48,-4.19,,,,,,,,,,,,,,,,,,,,,
2002-08-15,,,,,,,44.18,48.66,-4.48,,,,,,,,,,,,,,,,,,,,,
2002-08-22,,,,,,,44.04,48.88,-4.84,,,,,,,,,,,,,,,,,,,,,
2002-08-29,,,,,,,43.86,49.13,-5.27,,,,,,,,,,,,,,,,,,,,,
2002-09-05,,,,,,,43.66,49.41,-5.75,,,,,,,,,,,,,,,,,,,,,
2002-09-12,,,,,,,43.45,49.71,-6.27,,,,,,,,,,,,,,,,,,,,,
2002-09-19,,,,,,,43.22,50.02,-6.8,,,,,,,,,,,,,,,,,,,,,
2002-09-26,,,,,,,42.98,50.32,-7.33,,,,,,,,,,,,,,,,,,,,,
2002-10-03,,,,,,,42.75,50.6,-7.85,,,,,,,,,,,,,,,,,,,,,
2002-10-10,,,,,,,42.52,50.87,-8.35,,,,,,,,,,,,,,,,,,,,,
2002-10-17,,,,,,,42.33,51.1,-8.77,,,,,,,,,,,,,,,,,,,,,
2002-10-24,,,,,,,42.19,51.27,-9.09,,,,,,,,,,,,,,,,,,,,,
2002-10-31,,,,,,,42.12,51.38,-9.26,,,,,,,,,,,,,,,,,,,,,
2002-11-07,,,,,,,42.14,51.42,-9.28,,,,,,,,,,,,,,,,,,,,,
2002-11-14,,,,,,,42.22,51.39,-9.17,,,,,,,,,,,,,,,,,,,,,
2002-11-21,,,,,,,42.36,51.32,-8.96,,,,,,,,,,,,,,,,,,,,,
2002-11-28,,,,,,,42.53,51.22,-8.68,,,,,,,,,,,,,,,,,,,,,
2002-12-05,,,,,,,42.72,51.09,-8.37,,,,,,,,,,,,,,,,,,,,,
2002-12-12,,,,,,,42.91,50.97,-8.06,,,,,,,,,,,,,,,,,,,,,
2002-12-19,,,,,,,43.09,50.86,-7.77,,,,,,,,,,,,,,,,,,,,,
2002-12-26,,,,,,,43.23,50.77,-7.54,,,,,,,,,,,,,,,,,,,,,
2003-01-02,,,,,,,43.35,50.7,-7.36,,,,,,,,,,,,,,,,,,,,,
2003-01-09,,,,,,,43.43,50.67,-7.24,,,,,,,,,,,,,,,,,,,,,
2003-01-16,,,,,,,43.47,50.67,-7.2,,,,,,,,,,,,,,,,,,,,,
2003-01-23,,,,,,,43.48,50.7,-7.23,,,,,,,,,,,,,,,,,,,,,
2003-01-30,,,,,,,43.44,50.77,-7.32,,,,,,,,,,,,,,,,,,,,,
2003-02-06,,,,,,,43.38,50.85,-7.48,,,,,,,,,,,,,,,,,,,,,
2003-02-13,,,,,,,43.28,50.96,-7.68,,,,,,,,,,,,,,,,,,,,,
2003-02-20,,,,,,,43.16,51.09,-7.94,,,,,,,,,,,,,,,,,,,,,
2003-02-27,,,,,,,43.01,51.23,-8.22,,,,,,,,,,,,,,,,,,,,,
2003-03-06,,,,,,,42.86,51.37,-8.52,,,,,,,,,,,,,,,,,,,,,
2003-03-13,,,,,,,42.7,51.51,-8.82,,,,,,,,,,,,,,,,,,,,,
2003-03-20,,,,,,,42.54,51.65,-9.11,,,,,,,,,,,,,,,,,,,,,
2003-03-27,,,,,,,42.38,51.78,-9.4,,,,,,,,,,,,,,,,,,,,,
2003-04-03,,,,,,,42.22,51.9,-9.67,,,,,,,,,,,,,,,,,,,,,
2003-04-10,,,,,,,42.07,52.01,-9.94,,,,,,,,,,,,,,,,,,,,,
2003-04-17,,,,,,,41.91,52.13,-10.21,,,,,,,,,,,,,,,,,,,,,
2003-04-24,,,,,,,41.74,52.26,-10.52,,,,,,,,,,,,,,,,,,,,,
2003-05-01,,,,,,,41.53,52.42,-10.89,,,,,,,,,,,,,,,,,,,,,
2003-05-08,,,,,,,41.3,52.61,-11.31,,,,,,,,,,,,,,,,,,,,,
2003-05-15,,,,,,,41.04,52.84,-11.8,,,,,,,,,,,,,,,,,,,,,
2003-05-22,,,,,,,40.74,53.11,-12.37,,,,,,,,,,,,,,,,,,,,,
2003-05-29,,,,,,,40.4,53.42,-13.02,,,,,,,,,,,,,,,,,,,,,
2003-06-05,,,,,,,40.02,53.76,-13.74,,,,,,,,,,,,,,,,,,,,,
2003-06-12,,,,,,,39.61,54.14,-14.53,,,,,,,,,,,,,,,,,,,,,
2003-06-19,,,,,,,39.17,54.56,-15.39,,,,,,,,,,,,,,,,,,,,,
2003-06-26,,,,,,,38.7,55.0,-16.3,,,,,,,,,,,,,,,,,,,,,
2003-07-03,,,,,,,38.2,55.46,-17.26,,,,,,,,,,,,,,,,,,,,,
2003-07-10,,,,,,,37.68,55.94,-18.26,,,,,,,,,,,,,,,,,,,,,
2003-07-17,,,,,,,37.14,56.42,-19.28,,,,,,,,,,,,,,,,,,,,,
2003-07-24,,,,,,,36.59,56.92,-20.33,,,,,,,,,,,,,,,,,,,,,
2003-07-31,,,,,,,36.03,57.4,-21.37,,,,,,,,,,,,,,,,,,,,,
2003-08-07,,,,,,,35.48,57.86,-22.38,,,,,,,,,,,,,,,,,,,,,
2003-08-14,,,,,,,34.96,58.29,-23.33,,,,,,,,,,,,,,,,,,,,,
2003-08-21,,,,,,,34.49,58.68,-24.19,,,,,,,,,,,,,,,,,,,,,
2003-08-28,,,,,,,34.07,59.01,-24.94,,,,,,,,,,,,,,,,,,,,,
2003-09-04,,,,,,,33.72,59.27,-25.55,,,,,,,,,,,,,,,,,,,,,
2003-09-11,,,,,,,33.46,59.47,-26.0,,,,,,,,,,,,,,,,,,,,,
2003-09-18,,,,,,,33.3,59.58,-26.28,,,,,,,,,,,,,,,,,,,,,
2003-09-25,,,,,,,33.22,59.61,-26.4,,,,,,,,,,,,,,,,,,,,,
2003-10-02,,,,,,,33.2,59.6,-26.41,,,,,,,,,,,,,,,,,,,,,
2003-10-09,,,,,,,33.2,59.57,-26.36,,,,,,,,,,,,,,,,,,,,,
2003-10-16,,,,,,,33.22,59.52,-26.31,,,,,,,,,,,,,,,,,,,,,
2003-10-23,,,,,,,33.24,59.48,-26.24,,,,,,,,,,,,,,,,,,,,,
2003-10-30,,,,,,,33.25,59.43,-26.17,,,,,,,,,,,,,,,,,,,,,
2003-11-06,,,,,,,33.27,59.38,-26.11,,,,,,,,,,,,,,,,,,,,,
2003-11-13,,,,,,,33.28,59.33,-26.05,,,,,,,,,,,,,,,,,,,,,
2003-11-20,,,,,,,33.28,59.29,-26.01,,,,,,,,,,,,,,,,,,,,,
2003-11-27,,,,,,,33.28,59.25,-25.97,,,,,,,,,,,,,,,,,,,,,
2003-12-04,,,,,,,33.27,59.21,-25.94,,,,,,,,,,,,,,,,,,,,,
2003-12-11,,,,,,,33.26,59.18,-25.92,,,,,,,,,,,,,,,,,,,,,
2003-12-18,,,,,,,33.25,59.15,-25.91,,,,,,,,,,,,,,,,,,,,,
2003-12-25,,,,,,,33.22,59.14,-25.92,,,,,,,,,,,,,,,,,,,,,
2004-01-01,,,,,,,33.18,59.14,-25.95,,,,,,,,,,,,,,,,,,,,,
2004-01-08,,,,,,,33.13,59.14,-26.02,,,,,,,,,,,,,,,,,,,,,
2004-01-15,,,,,,,33.06,59.17,-26.11,,,,,,,,,,,,,,,,,,,,,
2004-01-22,,,,,,,32.98,59.21,-26.24,,,,,,,,,,,,,,,,,,,,,
2004-01-29,,,,,,,32.89,59.27,-26.38,,,,,,,,,,,,,,,,,,,,,
2004-02-05,,,,,,,32.8,59.34,-26.54,,,,,,,,,,,,,,,,,,,,,
2004-02-12,,,,,,,32.71,59.43,-26.72,,,,,,,,,,,,,,,,,,,,,
2004-02-19,,,,,,,32.63,59.52,-26.9,,,,,,,,,,,,,,,,,,,,,
2004-02-26,,,,,,,32.55,59.63,-27.08,,,,,,,,,,,,,,,,,,,,,
2004-03-04,,,,,,,32.48,59.73,-27.25,,,,,,,,,,,,,,,,,,,,,
2004-03-11,,,,,,,32.43,59.84,-27.41,,,,,,,,,,,,,,,,,,,,,
2004-03-18,,,,,,,32.39,59.94,-27.54,,,,,,,,,,,,,,,,,,,,,
2004-03-25,,,,,,,32.37,60.03,-27.65,,,,,,,,,,,,,,,,,,,,,
2004-04-01,,,,,,,32.37,60.11,-27.74,,,,,,,,,,,,,,,,,,,,,
2004-04-08,,,,,,,32.39,60.18,-27.79,,,,,,,,,,,,,,,,,,,,,
2004-04-15,,,,,,,32.42,60.23,-27.81,,,,,,,,,,,,,,,,,,,,,
2004-04-22,,,,,,,32.48,60.26,-27.78,,,,,,,,,,,,,,,,,,,,,
2004-04-29,,,,,,,32.56,60.27,-27.71,,,,,,,,,,,,,,,,,,,,,
2004-05-06,,,,,,,32.67,60.26,-27.59,,,,,,,,,,,,,,,,,,,,,
2004-05-13,,,,,,,32.8,60.23,-27.43,,,,,,,,,,,,,,,,,,,,,
2004-05-20,,,,,,,32.94,60.18,-27.24,,,,,,,,,,,,,,,,,,,,,
2004-05-27,,,,,,,33.09,60.12,-27.04,,,,,,,,,,,,,,,,,,,,,
2004-06-03,,,,,,,33.23,60.06,-26.83,,,,,,,,,,,,,,,,,,,,,
2004-06-10,,,,,,,33.37,59.99,-26.62,,,,,,,,,,,,,,,,,,,,,
2004-06-17,,,,,,,33.51,59.93,-26.42,,,,,,,,,,,,,,,,,,,,,
2004-06-24,,,,,,,33.63,59.86,-26.23,,,,,,,,,,,,,,,,,,,,,
2004-07-01,,,,,,,33.74,59.79,-26.05,,,,,,,,,,,,,,,,,,,,,
2004-07-08,,,,,,,33.85,59.73,-25.88,,,,,,,,,,,,,,,,,,,,,
2004-07-15,,,,,,,33.94,59.66,-25.72,,,,,,,,,,,,,,,,,,,,,
2004-07-22,,,,,,,34.02,59.59,-25.57,,,,,,,,,,,,,,,,,,,,,
2004-07-29,,,,,,,34.09,59.53,-25.43,,,,,,,,,,,,,,,,,,,,,
2004-08-05,,,,,,,34.16,59.45,-25.29,,,,,,,,,,,,,,,,,,,,,
2004-08-12,,,,,,,34.22,59.37,-25.15,,,,,,,,,,,,,,,,,,,,,
2004-08-19,,,,,,,34.29,59.29,-25.0,,,,,,,,,,,,,,,,,,,,,
2004-08-26,,,,,,,34.36,59.2,-24.84,,,,,,,,,,,,,,,,,,,,,
2004-09-02,,,,,,,34.44,59.1,-24.66,,,,,,,,,,,,,,,,,,,,,
2004-09-09,,,,,,,34.52,59.0,-24.48,,,,,,,,,,,,,,,,,,,,,
2004-09-16,,,,,,,34.6,58.89,-24.29,,,,,,,,,,,,,,,,,,,,,
2004-09-23,,,,,,,34.69,58.78,-24.09,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,,,34.79,58.67,-23.89,,,,,,,,,,,,,,,,,,,,,
2004-10-07,,,,,,,34.89,58.55,-23.66,,,,,,,,,,,,,,,,,,,,,
2004-10-14,,,,,,,35.01,58.43,-23.41,,,,,,,,,,,,,,,,,,,,,
2004-10-21,,,,,,,35.15,58.29,-23.13,,,,,,,,,,,,,,,,,,,,,
2004-10-28,,,,,,,35.31,58.13,-22.82,,,,,,,,,,,,,,,,,,,,,
2004-11-04,,,,,,,35.5,57.96,-22.46,,,,,,,,,,,,,,,,,,,,,
2004-11-11,,,,,,,35.72,57.77,-22.05,,,,,,,,,,,,,,,,,,,,,
2004-11-18,,,,,,,35.95,57.55,-21.6,,,,,,,,,,,,,,,,,,,,,
2004-11-25,,,,,,,36.21,57.32,-21.11,,,,,,,,,,,,,,,,,,,,,
2004-12-02,,,,,,,36.48,57.08,-20.6,,,,,,,,,,,,,,,,,,,,,
2004-12-09,,,,,,,36.76,56.83,-20.07,,,,,,,,,,,,,,,,,,,,,
2004-12-16,,,,,,,37.04,56.57,-19.54,,,,,,,,,,,,,,,,,,,,,
2004-12-23,,,,,,,37.32,56.32,-19.0,,,,,,,,,,,,,,,,,,,,,
2004-12-30,,,,,,,37.59,56.05,-18.46,,,,,,,,,,,,,,,,,,,,,
2005-01-06,,,,,,,37.86,55.79,-17.93,,,,,,,,,,,,,,,,,,,,,
2005-01-13,,,,,,,38.11,55.52,-17.41,,,,,,,,,,,,,,,,,,,,,
2005-01-20,,,,,,,38.35,55.26,-16.91,,,,,,,,,,,,,,,,,,,,,
2005-01-27,,,,,,,38.58,55.0,-16.42,,,,,,,,,,,,,,,,,,,,,
2005-02-03,,,,,,,38.79,54.74,-15.95,,,,,,,,,,,,,,,,,,,,,
2005-02-10,,,,,,,39.0,54.49,-15.49,,,,,,,,,,,,,,,,,,,,,
2005-02-17,,,,,,,39.2,54.25,-15.06,,,,,,,,,,,,,,,,,,,,,
2005-02-24,,,,,,,39.37,54.03,-14.66,,,,,,,,,,,,,,,,,,,,,
2005-03-03,,,,,,,39.53,53.83,-14.3,,,,,,,,,,,,,,,,,,,,,
2005-03-10,,,,,,,39.67,53.64,-13.97,,,,,,,,,,,,,,,,,,,,,
2005-03-17,,,,,,,39.78,53.47,-13.68,,,,,,,,,,,,,,,,,,,,,
2005-03-24,,,,,,,39.88,53.32,-13.43,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,,,39.96,53.18,-13.21,,,,,,,,,,,,,,,,,,,,,
2005-04-07,,,,,,,40.03,53.06,-13.03,,,,,,,,,,,,,,,,,,,,,
2005-04-14,,,,,,,40.08,52.95,-12.86,,,,,,,,,,,,,,,,,,,,,
2005-04-21,,,,,,,40.12,52.85,-12.73,,,,,,,,,,,,,,,,,,,,,
2005-04-28,,,,,,,40.15,52.76,-12.62,,,,,,,,,,,,,,,,,,,,,
2005-05-05,,,,,,,40.16,52.69,-12.53,,,,,,,,,,,,,,,,,,,,,
2005-05-12,,,,,,,40.17,52.62,-12.45,,,,,,,,,,,,,,,,,,,,,
2005-05-19,,,,,,,40.16,52.56,-12.4,,,,,,,,,,,,,,,,,,,,,
2005-05-26,,,,,,,40.15,52.51,-12.36,,,,,,,,,,,,,,,,,,,,,
2005-06-02,,,,,,,40.12,52.46,-12.34,,,,,,,,,,,,,,,,,,,,,
2005-06-09,,,,,,,40.09,52.42,-12.33,,,,,,,,,,,,,,,,,,,,,
2005-06-16,,,,,,,40.05,52.38,-12.34,,,,,,,,,,,,,,,,,,,,,
2005-06-23,,,,,,,39.99,52.36,-12.37,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,,,,39.92,52.34,-12.42,,,,,,,,,,,,,,,,,,,,,
2005-07-07,,,,,,,39.84,52.34,-12.5,,,,,,,,,,,,,,,,,,,,,
2005-07-14,,,,,,,39.75,52.36,-12.61,,,,,,,,,,,,,,,,,,,,,
2005-07-21,,,,,,,39.64,52.39,-12.75,,,,,,,,,,,,,,,,,,,,,
2005-07-28,,,,,,,39.51,52.44,-12.92,,,,,,,,,,,,,,,,,,,,,
2005-08-04,,,,,,,39.37,52.5,-13.13,,,,,,,,,,,,,,,,,,,,,
2005-08-11,,,,,,,39.21,52.59,-13.37,,,,,,,,,,,,,,,,,,,,,
2005-08-18,,,,,,,39.04,52.7,-13.65,,,,,,,,,,,,,,,,,,,,,
2005-08-25,,,,,,,38.86,52.82,-13.96,,,,,,,,,,,,,,,,,,,,,
2005-09-01,,,,,,,38.68,52.97,-14.3,,,,,,,,,,,,,,,,,,,,,
2005-09-08,,,,,,,38.48,53.14,-14.66,,,,,,,,,,,,,,,,,,,,,
2005-09-15,,,,,,,38.29,53.34,-15.05,,,,,,,,,,,,,,,,,,,,,
2005-09-22,,,,,,,38.08,53.55,-15.46,,,,,,,,,,,,,,,,,,,,,
2005-09-29,,,,,,,37.87,53.78,-15.9,,,,,,,,,,,,,,,,,,,,,
2005-10-06,,,,,,,37.65,54.02,-16.37,,,,,,,,,,,,,,,,,,,,,
2005-10-13,,,,,,,37.41,54.29,-16.89,,,,,,,,,,,,,,,,,,,,,
2005-10-20,,,,,,,37.14,54.58,-17.44,,,,,,,,,,,,,,,,,,,,,
2005-10-27,,,,,,,36.86,54.89,-18.03,,,,,,,,,,,,,,,,,,,,,
2005-11-03,,,,,,,36.57,55.2,-18.63,,,,,,,,,,,,,,,,,,,,,
2005-11-10,,,,,,,36.27,55.51,-19.23,,,,,,,,,,,,,,,,,,,,,
2005-11-17,,,,,,,35.98,55.83,-19.85,,,,,,,,,,,,,,,,,,,,,
2005-11-24,,,,,,,35.68,56.15,-20.47,,,,,,,,,,,,,,,,,,,,,
2005-12-01,,,,,,,35.38,56.48,-21.1,,,,,,,,,,,,,,,,,,,,,
2005-12-08,,,,,,,35.08,56.82,-21.74,,,,,,,,,,,,,,,,,,,,,
2005-12-15,,,,,,,34.77,57.16,-22.38,,,,,,,,,,,,,,,,,,,,,
2005-12-22,,,,,,,34.48,57.5,-23.02,,,,,,,,,,,,,,,,,,,,,
2005-12-29,,,,,,,34.19,57.82,-23.64,,,,,,,,,,,,,,,,,,,,,
2006-01-05,,,,,,,33.91,58.13,-24.23,,,,,,,,,,,,,,,,,,,,,
2006-01-12,,,,,,,33.64,58.43,-24.79,,,,,,,,,,,,,,,,,,,,,
2006-01-19,,,,,,,33.39,58.71,-25.32,,,,,,,,,,,,,,,,,,,,,
2006-01-26,,,,,,,33.15,58.96,-25.81,,,,,,,,,,,,,,,,,,,,,
2006-02-02,,,,,,,32.93,59.2,-26.26,,,,,,,,,,,,,,,,,,,,,
2006-02-09,,,,,,,32.72,59.41,-26.69,,,,,,,,,,,,,,,,,,,,,
2006-02-16,,,,,,,32.5,59.62,-27.11,,,,,,,,,,,,,,,,,,,,,
2006-02-23,,,,,,,32.29,59.81,-27.51,,,,,,,,,,,,,,,,,,,,,
2006-03-02,,,,,,,32.08,59.99,-27.9,,,,,,,,,,,,,,,,,,,,,
2006-03-09,,,,,,,31.88,60.15,-28.27,,,,,,,,,,,,,,,,,,,,,
2006-03-16,,,,,,,31.68,60.31,-28.63,,,,,,,,,,,,,,,,,,,,,
2006-03-23,,,,,,,31.49,60.46,-28.97,,,,,,,,,,,,,,,,,,,,,
2006-03-30,,,,,,,31.3,60.6,-29.31,,,,,,,,,,,,,,,,,,,,,
2006-04-06,,,,,,,31.1,60.75,-29.65,,,,,,,,,,,,,,,,,,,,,
2006-04-13,,,,,,,30.91,60.9,-29.99,,,,,,,,,,,,,,,,,,,,,
2006-04-20,,,,,,,30.72,61.06,-30.35,,,,,,,,,,,,,,,,,,,,,
2006-04-27,,,,,,,30.52,61.23,-30.71,,,,,,,,,,,,,,,,,,,,,
2006-05-04,,,,,,,30.33,61.41,-31.08,,,,,,,,,,,,,,,,,,,,,
2006-05-11,,,,,,,30.15,61.59,-31.45,,,,,,,,,,,,,,,,,,,,,
2006-05-18,,,,,,,29.97,61.77,-31.81,,,,,,,,,,,,,,,,,,,,,
2006-05-25,,,,,,,29.79,61.96,-32.16,,,,,,,,,,,,,,,,,,,,,
2006-06-01,,,,,,,29.63,62.14,-32.52,,,,,,,,,,,,,,,,,,,,,
2006-06-08,,,,,,,29.46,62.33,-32.87,,,,,,,,,,,,,,,,,,,,,
2006-06-15,,,,,,,29.29,62.53,-33.23,,,,,,,,,,,,,,,,,,,,,
2006-06-22,,,,,,,29.13,62.72,-33.59,,,,,,,,,,,,,,,,,,,,,
2006-06-29,,,,,,,28.97,62.91,-33.94,,,,,,,,,,,,,,,,,,,,,
2006-07-06,,,,,,,28.81,63.1,-34.28,,,,,,,,,,,,,,,,,,,,,
2006-07-13,,,,,,,28.66,63.27,-34.61,,,,,,,,,,,,,,,,,,,,,
2006-07-20,,,,,,,28.52,63.44,-34.92,,,,,,,,,,,,,,,,,,,,,
2006-07-27,,,,,,,28.39,63.6,-35.21,,,,,,,,,,,,,,,,,,,,,
2006-08-03,,,,,,,28.26,63.74,-35.48,,,,,,,,,,,,,,,,,,,,,
2006-08-10,,,,,,,28.15,63.86,-35.71,,,,,,,,,,,,,,,,,,,,,
2006-08-17,,,,,,,28.04,63.96,-35.91,,,,,,,,,,,,,,,,,,,,,
2006-08-24,,,,,,,27.96,64.03,-36.07,,,,,,,,,,,,,,,,,,,,,
2006-08-31,,,,,,,27.89,64.09,-36.19,,,,,,,,,,,,,,,,,,,,,
2006-09-07,,,,,,,27.84,64.13,-36.28,,,,,,,,,,,,,,,,,,,,,
2006-09-14,,,,,,,27.8,64.16,-36.36,,,,,,,,,,,,,,,,,,,,,
2006-09-21,,,,,,,27.76,64.2,-36.44,,,,,,,,,,,,,,,,,,,,,
2006-09-28,,,,,,,27.73,64.24,-36.51,,,,,,,,,,,,,,,,,,,,,
2006-10-05,,,,,,,27.71,64.28,-36.57,,,,,,,,,,,,,,,,,,,,,
2006-10-12,,,,,,,27.7,64.31,-36.61,,,,,,,,,,,,,,,,,,,,,
2006-10-19,,,,,,,27.72,64.34,-36.62,,,,,,,,,,,,,,,,,,,,,
2006-10-26,,,,,,,27.76,64.36,-36.6,,,,,,,,,,,,,,,,,,,,,
2006-11-02,,,,,,,27.82,64.37,-36.55,,,,,,,,,,,,,,,,,,,,,
2006-11-09,,,,,,,27.9,64.37,-36.47,,,,,,,,,,,,,,,,,,,,,
2006-11-16,,,,,,,28.0,64.36,-36.37,,,,,,,,,,,,,,,,,,,,,
2006-11-23,,,,,,,28.11,64.35,-36.23,,,,,,,,,,,,,,,,,,,,,
2006-11-30,,,,,,,28.24,64.32,-36.07,,,,,,,,,,,,,,,,,,,,,
2006-12-07,,,,,,,28.39,64.27,-35.88,,,,,,,,,,,,,,,,,,,,,
2006-12-14,,,,,,,28.55,64.21,-35.66,,,,,,,,,,,,,,,,,,,,,
2006-12-21,,,,,,,28.72,64.14,-35.43,,,,,,,,,,,,,,,,,,,,,
2006-12-28,,,,,,,28.88,64.07,-35.19,,,,,,,,,,,,,,,,,,,,,
2007-01-04,,,,,,,29.04,63.98,-34.94,,,,,,,,,,,,,,,,,,,,,
2007-01-11,,,,,,,29.2,63.89,-34.69,,,,,,,,,,,,,,,,,,,,,
2007-01-18,,,,,,,29.36,63.8,-34.44,,,,,,,,,,,,,,,,,,,,,
2007-01-25,,,,,,,29.51,63.7,-34.19,,,,,,,,,,,,,,,,,,,,,
2007-02-01,,,,,,,29.66,63.6,-33.94,,,,,,,,,,,,,,,,,,,,,
2007-02-08,,,,,,,29.8,63.5,-33.7,,,,,,,,,,,,,,,,,,,,,
2007-02-15,,,,,,,29.94,63.41,-33.46,,,,,,,,,,,,,,,,,,,,,
2007-02-22,,,,,,,30.08,63.31,-33.24,,,,,,,,,,,,,,,,,,,,,
2007-03-01,,,,,,,30.2,63.22,-33.01,,,,,,,,,,,,,,,,,,,,,
2007-03-08,,,,,,,30.33,63.12,-32.79,,,,,,,,,,,,,,,,,,,,,
2007-03-15,,,,,,,30.45,63.02,-32.57,,,,,,,,,,,,,,,,,,,,,
2007-03-22,,,,,,,30.58,62.92,-32.33,,,,,,,,,,,,,,,,,,,,,
2007-03-29,,,,,,,30.71,62.8,-32.09,,,,,,,,,,,,,,,,,,,,,
2007-04-05,,,,,,,30.85,62.69,-31.84,,,,,,,,,,,,,,,,,,,,,
2007-04-12,,,,,,,30.99,62.56,-31.57,,,,,,,,,,,,,,,,,,,,,
2007-04-19,,,,,,,31.14,62.44,-31.3,,,,,,,,,,,,,,,,,,,,,
2007-04-26,,,,,,,31.29,62.31,-31.02,,,,,,,,,,,,,,,,,,,,,
2007-05-03,,,,,,,31.45,62.18,-30.74,,,,,,,,,,,,,,,,,,,,,
2007-05-10,,,,,,,31.61,62.05,-30.44,,,,,,,,,,,,,,,,,,,,,
2007-05-17,,,,,,,31.77,61.91,-30.14,,,,,,,,,,,,,,,,,,,,,
2007-05-24,,,,,,,31.94,61.77,-29.82,,,,,,,,,,,,,,,,,,,,,
2007-05-31,,,,,,,32.11,61.62,-29.5,,,,,,,,,,,,,,,,,,,,,
2007-06-07,,,,,,,32.28,61.47,-29.19,,,,,,,,,,,,,,,,,,,,,
2007-06-14,,,,,,,32.43,61.32,-28.88,,,,,,,,,,,,,,,,,,,,,
2007-07-12,,,,,,,,,,47.65,21.91,25.74,,,,,,,,,,,,,,,,,,
2007-07-19,,,,,,,,,,48.27,22.17,26.1,,,,,,,,,,,,,,,,,,
2007-07-26,,,,,,,,,,48.82,22.51,26.3,,,,,,,,,,,,,,,,,,
2007-08-02,,,,,,,,,,49.22,22.96,26.26,,,,,,,,,,,,,,,,,,
2007-08-09,,,,,,,,,,49.48,23.53,25.95,,,,,,,,,,,,,,,,,,
2007-08-16,,,,,,,,,,49.63,24.14,25.49,,,,,,,,,,,,,,,,,,
2007-08-23,,,,,,,,,,49.69,24.76,24.93,,,,,,,,,,,,,,,,,,
2007-08-30,,,,,,,,,,49.66,25.4,24.27,,,,,,,,,,,,,,,,,,
2007-09-06,,,,,,,,,,49.52,26.1,23.43,,,,,,,,,,,,,,,,,,
2007-09-13,,,,,,,,,,49.2,26.97,22.23,,,,,,,,,,,,,,,,,,
2007-09-20,,,,,,,,,,48.71,28.04,20.66,,,,,,,,,,,,,,,,,,
2007-09-27,,,,,,,,,,47.97,29.38,18.59,,,,,,,,,,,,,,,,,,
2007-10-04,,,,,,,,,,46.96,31.07,15.89,,,,,,,,,,,,,,,,,,
2007-10-11,,,,,,,,,,45.71,33.05,12.67,,,,,,,,,,,,,,,,,,
2007-10-18,,,,,,,,,,44.34,35.22,9.12,,,,,,,,,,,,,,,,,,
2007-10-25,,,,,,,,,,42.89,37.54,5.36,,,,,,,,,,,,,,,,,,
2007-11-01,,,,,,,,,,41.37,39.97,1.4,,,,,,,,,,,,,,,,,,
2007-11-08,,,,,,,,,,39.72,42.48,-2.76,,,,,,,,,,,,,,,,,,
2007-11-15,,,,,,,,,,37.9,45.0,-7.1,,,,,,,,,,,,,,,,,,
2007-11-22,,,,,,,,,,36.02,47.4,-11.38,,,,,,,,,,,,,,,,,,
2007-11-29,,,,,,,,,,34.23,49.6,-15.37,,,,,,,,,,,,,,,,,,
2007-12-06,,,,,,,,,,32.72,51.5,-18.78,,,,,,,,,,,,,,,,,,
2007-12-13,,,,,,,,,,31.62,52.97,-21.36,,,,,,,,,,,,,,,,,,
2007-12-20,,,,,,,,,,30.83,54.1,-23.27,,,,,,,,,,,,,,,,,,
2007-12-27,,,,,,,,,,30.38,54.94,-24.56,,,,,,,,,,,,,,,,,,
2008-01-03,,,,,,,,,,30.21,55.51,-25.3,,,,,,,,,,,,,,,,,,
2008-01-10,,,,,,,,,,30.13,55.94,-25.8,,,,,,,,,,,,,,,,,,
2008-01-17,,,,,,,,,,30.08,56.28,-26.2,,,,,,,,,,,,,,,,,,
2008-01-24,,,,,,,,,,30.01,56.59,-26.58,,,,,,,,,,,,,,,,,,
2008-01-31,,,,,,,,,,29.87,56.92,-27.05,,,,,,,,,,,,,,,,,,
2008-02-07,,,,,,,,,,29.62,57.29,-27.67,,,,,,,,,,,,,,,,,,
2008-02-14,,,,,,,,,,29.27,57.71,-28.44,,,,,,,,,,,,,,,,,,
2008-02-21,,,,,,,,,,28.84,58.19,-29.36,,,,,,,,,,,,,,,,,,
2008-02-28,,,,,,,,,,28.32,58.81,-30.49,,,,,,,,,,,,,,,,,,
2008-03-06,,,,,,,,,,27.72,59.58,-31.86,,,,,,,,,,,,,,,,,,
