date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Grn,Grn (low),Grn (high),SNP,SNP (low),SNP (high),Reform,Reform (low),Reform (high),Con (19-24),Con (19-24) (low),Con (19-24) (high),Grn (19-24),Grn (19-24) (low),Grn (19-24) (high),LDem (19-24),LDem (19-24) (low),LDem (19-24) (high),Lab (19-24),Lab (19-24) (low),Lab (19-24) (high),PC (19-24),PC (19-24) (low),PC (19-24) (high),Reform (19-24),Reform (19-24) (low),Reform (19-24) (high),SNP (19-24),SNP (19-24) (low),SNP (19-24) (high),Ukip (19-24),Ukip (19-24) (low),Ukip (19-24) (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),SNP (poll),Reform (poll)
2020-01-14,,,,,,,,,,,,,,,,,,,25.11,25.02,27.0,1.11,1.02,3.0,9.72,5.0,9.96,18.83,16.0,18.98,,,,,,,45.17,45.02,48.0,,,,,,,,,
2020-01-15,,,,,,,,,,,,,,,,,,,25.15,25.02,27.0,1.15,1.03,3.0,9.63,5.0,9.94,18.78,16.0,18.97,,,,,,,45.22,45.03,48.0,,,,,,,,,
2020-01-16,,,,,,,,,,,,,,,,,,,25.19,25.03,27.0,1.19,1.05,3.0,9.52,5.0,9.92,18.71,16.0,18.95,,,,,,,45.29,45.05,48.0,,,,,,,,,
2020-01-17,,,,,,,,,,,,,,,,,,,25.24,25.04,27.0,1.24,1.06,3.0,9.39,5.0,9.9,18.64,16.0,18.94,,,,,,,45.36,45.06,48.0,,,,,,,,,
2020-01-18,,,,,,,,,,,,,,,,,,,25.3,25.05,27.0,1.3,1.08,3.0,9.26,5.0,9.87,18.55,16.0,18.92,,,,,,,45.45,45.08,48.0,,,,,,,,,
2020-01-19,,,,,,,,,,,,,,,,,,,25.36,25.06,27.0,1.36,1.09,3.0,9.11,5.0,9.84,18.46,16.0,18.9,,,,,,,45.54,45.1,48.0,,,,,,,,,
2020-01-20,,,,,,,,,,,,,,,,,,,25.42,25.08,27.0,1.42,1.11,3.0,8.95,5.0,9.8,18.37,16.0,18.88,,,,,,,45.63,45.12,48.0,,,,,,,,,
2020-01-21,,,,,,,,,,,,,,,,,,,25.49,25.09,27.0,1.49,1.14,3.0,8.78,5.0,9.76,18.27,16.0,18.86,,,,,,,45.73,45.14,48.0,,,,,,,,,
2020-01-22,,,,,,,,,,,,,,,,,,,25.56,25.11,27.0,1.56,1.16,3.0,8.61,5.0,9.72,18.16,16.0,18.83,,,,,,,45.84,45.17,48.0,,,,,,,,,
2020-01-23,,,,,,,,,,,,,,,,,,,25.63,25.13,27.0,1.63,1.19,3.0,8.43,5.0,9.67,18.06,16.0,18.8,,,,,,,45.94,45.2,48.0,,,,,,,,,
2020-01-24,,,,,,,,,,,,,,,,,,,25.7,25.16,27.0,1.7,1.22,3.0,8.25,5.0,9.61,17.95,16.0,18.77,,,,,,,46.05,45.23,48.0,,,,,,,,,
2020-01-25,,,,,,,,,,,,,,,,,,,25.77,25.18,27.0,1.77,1.26,3.0,8.06,5.0,9.55,17.84,16.0,18.73,,,,,,,46.16,45.27,48.0,,,,,,,,,
2020-01-26,,,,,,,,,,,,,,,,,,,25.85,25.21,27.0,1.85,1.3,3.0,7.88,5.0,9.48,17.73,16.0,18.69,,,,,,,46.27,45.31,48.0,,,,,,,,,
2020-01-27,,,,,,,,,,,,,,,,,,,25.92,25.24,27.0,1.92,1.34,3.0,7.7,5.0,9.41,17.62,16.0,18.64,,,,,,,46.38,45.36,48.0,,,,,,,,,
2020-01-28,,,,,,,,,,,,,,,,,,,25.99,25.27,27.0,1.99,1.38,3.0,7.52,5.0,9.33,17.51,16.0,18.6,,,,,,,46.49,45.4,48.0,,,,,,,,,
2020-01-29,,,,,,,,,,,,,,,,,,,26.06,25.3,27.0,2.06,1.42,3.0,7.35,5.0,9.24,17.41,16.0,18.54,,,,,,,46.59,45.46,48.0,,,,,,,,,
2020-01-30,,,,,,,,,,,,,,,,,,,26.13,25.34,27.0,2.13,1.47,3.0,7.18,5.0,9.14,17.31,16.0,18.49,,,,,,,46.69,45.51,48.0,,,,,,,,,
2020-01-31,,,,,,,,,,,,,,,,,,,26.19,25.38,27.0,2.19,1.53,3.0,7.02,5.0,9.04,17.21,16.0,18.42,,,,,,,46.79,45.58,48.0,,,,,,,,,
2020-02-01,,,,,,,,,,,,,,,,,,,26.26,25.43,27.0,2.26,1.58,3.0,6.86,5.0,8.93,17.11,16.0,18.36,,,,,,,46.89,45.64,48.0,,,,,,,,,
2020-02-02,,,,,,,,,,,,,,,,,,,26.32,25.48,27.0,2.32,1.64,3.0,6.7,5.0,8.81,17.02,16.0,18.29,,,,,,,46.98,45.71,48.0,,,,,,,,,
2020-02-03,,,,,,,,,,,,,,,,,,,26.38,25.53,27.0,2.38,1.7,3.0,6.56,5.0,8.69,16.93,16.0,18.21,,,,,,,47.07,45.79,48.0,,,,,,,,,
2020-02-04,,,,,,,,,,,,,,,,,,,26.43,25.58,27.0,2.43,1.76,3.0,6.42,5.0,8.55,16.85,16.0,18.13,,,,,,,47.15,45.87,48.0,,,,,,,,,
2020-02-05,,,,,,,,,,,,,,,,,,,26.49,25.0,27.0,2.49,1.0,3.0,6.29,5.0,10.0,16.77,16.0,19.0,,,,,,,47.23,45.0,48.0,,,,,,,,,
2020-02-06,,,,,,,,,,,,,,,,,,,26.54,25.0,27.0,2.54,1.0,3.0,6.16,5.0,10.0,16.7,16.0,19.0,,,,,,,47.3,45.0,48.0,,,,,,,,,
2020-02-07,,,,,,,,,,,,,,,,,,,26.58,25.0,27.0,2.58,1.0,3.0,6.04,5.0,9.99,16.62,16.0,18.99,,,,,,,47.38,45.01,48.0,,,,,,,,,
2020-02-08,,,,,,,,,,,,,,,,,,,26.63,25.0,27.0,2.63,1.01,3.0,5.93,5.0,9.98,16.56,16.0,18.98,,,,,,,47.45,45.03,48.01,,,,,,,,,
2020-02-09,,,,,,,,,,,,,,,,,,,26.67,25.0,27.0,2.67,1.03,3.0,5.83,5.0,9.95,16.49,15.99,18.95,,,,,,,47.51,45.08,48.02,,,,,,,,,
2020-02-10,,,,,,,,,,,,,,,,,,,26.7,25.0,27.0,2.71,1.07,3.0,5.73,5.0,9.89,16.43,15.99,18.89,,,,,,,47.58,45.16,48.05,,,,,,,,,
2020-02-11,,,,,,,,,,,,,,,,,,,26.73,25.0,27.0,2.74,1.12,3.0,5.64,5.0,9.8,16.37,15.97,18.8,,,,,,,47.65,45.3,48.08,,,,,,,,,
2020-02-12,,,,,,,,,,,,,,,,,,,26.75,25.0,26.99,2.77,1.2,3.0,5.56,5.0,9.67,16.31,15.96,18.67,,,,,,,47.71,45.5,48.13,,,,,,,,,
2020-02-13,,,,,,,,,,,,,,,,,,,26.77,25.0,26.99,2.79,1.29,2.99,5.49,5.01,9.48,16.26,15.94,18.48,,,,,,,47.78,45.78,48.18,,,,,,,,,
2020-02-14,,,,,,,,,,,,,,,,,,,26.79,25.0,26.98,2.81,1.4,2.99,5.42,5.01,9.24,16.21,15.92,18.24,,,,,,,47.85,46.14,48.26,,,,,,,,,
2020-02-15,,,,,,,,,,,,,,,,,,,26.79,25.0,26.98,2.83,1.53,2.99,5.37,5.01,8.92,16.16,15.88,17.93,,,,,,,47.91,46.61,48.37,,,,,,,,,
2020-02-16,,,,,,,,,,,,,,,,,,,26.8,25.0,26.97,2.84,1.63,2.98,5.32,5.01,8.52,16.12,15.86,17.58,,,,,,,47.98,47.17,48.62,,,,,,,,,
2020-02-17,,,,,,,,,,,,,,,,,,,26.79,25.01,26.97,2.85,1.73,2.98,5.28,5.02,8.05,16.07,15.83,17.19,,,,,,,48.05,47.65,48.95,,,,,,,,,
2020-02-18,,,,,,,,,,,,,,,,,,,26.79,25.02,26.96,2.86,1.8,2.98,5.24,5.02,7.55,16.04,15.81,16.81,,,,,,,48.11,47.81,49.37,,,,,,,,,
2020-02-19,,,,,,,,,,,,,,,,,,,26.77,25.04,26.96,2.86,1.86,2.97,5.22,5.02,7.1,16.0,15.7,16.46,,,,,,,48.18,47.91,49.78,,,,,,,,,
2020-02-20,,,,,,,,,,,,,,,,,,,26.76,25.07,26.95,2.85,1.9,2.97,5.2,5.02,6.75,15.98,15.67,16.19,,,,,,,48.25,47.97,50.01,,,,,,,,,
2020-02-21,,,,,,,,,,,,,,,,,,,26.74,25.09,26.95,2.85,1.94,2.97,5.18,5.03,6.42,15.95,15.6,16.12,,,,,,,48.31,48.0,50.28,,,,,,,,,
2020-02-22,,,,,,,,,,,,,,,,,,,26.71,25.12,26.94,2.84,1.96,2.97,5.17,5.03,6.2,15.93,15.53,16.08,,,,,,,48.38,48.04,50.49,,,,,,,,,
2020-02-23,,,,,,,,,,,,,,,,,,,26.69,25.14,26.94,2.82,1.97,2.97,5.17,5.03,6.08,15.91,15.51,16.07,,,,,,,48.44,48.06,50.61,,,,,,,,,
2020-02-24,,,,,,,,,,,,,,,,,,,26.66,25.17,26.93,2.81,1.99,2.97,5.17,5.03,5.96,15.9,15.48,16.08,,,,,,,48.5,48.09,50.67,,,,,,,,,
2020-02-25,,,,,,,,,,,,,,,,,,,26.63,25.19,26.92,2.79,1.99,2.97,5.17,5.01,5.9,15.89,15.47,16.09,,,,,,,48.56,48.12,50.71,,,,,,,,,
2020-02-26,,,,,,,,,,,,,,,,,,,26.6,25.21,26.92,2.77,2.0,2.96,5.18,5.01,5.84,15.88,15.45,16.1,,,,,,,48.62,48.15,50.73,,,,,,,,,
2020-02-27,,,,,,,,,,,,,,,,,,,26.57,25.23,26.91,2.75,2.0,2.95,5.19,5.0,5.79,15.88,15.47,16.11,,,,,,,48.67,48.17,50.75,,,,,,,,,
2020-02-28,,,,,,,,,,,,,,,,,,,26.54,25.25,26.9,2.73,2.0,2.95,5.2,5.0,5.76,15.88,15.49,16.13,,,,,,,48.72,48.19,50.75,,,,,,,,,
2020-02-29,,,,,,,,,,,,,,,,,,,26.51,25.26,26.89,2.72,2.0,2.94,5.21,5.0,5.74,15.87,15.49,16.14,,,,,,,48.77,48.22,50.74,,,,,,,,,
2020-03-01,,,,,,,,,,,,,,,,,,,26.48,25.28,26.87,2.7,2.0,2.94,5.22,5.0,5.72,15.87,15.51,16.16,,,,,,,48.82,48.24,50.72,,,,,,,,,
2020-03-02,,,,,,,,,,,,,,,,,,,26.45,25.29,26.86,2.68,2.0,2.92,5.22,5.0,5.71,15.87,15.52,16.17,,,,,,,48.87,48.26,50.71,,,,,,,,,
2020-03-03,,,,,,,,,,,,,,,,,,,26.42,25.3,26.84,2.66,2.0,2.92,5.23,5.0,5.7,15.87,15.55,16.19,,,,,,,48.92,48.28,50.7,,,,,,,,,
2020-03-04,,,,,,,,,,,,,,,,,,,26.4,25.31,26.83,2.64,2.0,2.91,5.24,5.0,5.69,15.88,15.55,16.21,,,,,,,48.96,48.31,50.69,,,,,,,,,
2020-03-05,,,,,,,,,,,,,,,,,,,26.37,25.32,26.82,2.62,2.0,2.9,5.25,5.0,5.68,15.88,15.55,16.23,,,,,,,49.0,48.33,50.68,,,,,,,,,
2020-03-06,,,,,,,,,,,,,,,,,,,26.35,25.33,26.8,2.61,2.0,2.89,5.26,5.0,5.67,15.88,15.54,16.25,,,,,,,49.05,48.35,50.67,,,,,,,,,
2020-03-07,,,,,,,,,,,,,,,,,,,26.33,25.34,26.79,2.59,2.0,2.88,5.26,5.0,5.66,15.88,15.54,16.27,,,,,,,49.08,48.37,50.66,,,,,,,,,
2020-03-08,,,,,,,,,,,,,,,,,,,26.3,25.35,26.77,2.57,2.0,2.87,5.27,5.0,5.65,15.88,15.53,16.28,,,,,,,49.12,48.39,50.65,,,,,,,,,
2020-03-09,,,,,,,,,,,,,,,,,,,26.28,25.36,26.76,2.56,2.0,2.86,5.28,5.0,5.66,15.89,15.52,16.3,,,,,,,49.16,48.41,50.64,,,,,,,,,
2020-03-10,,,,,,,,,,,,,,,,,,,26.26,25.37,26.75,2.55,2.0,2.86,5.28,5.0,5.65,15.89,15.51,16.31,,,,,,,49.19,48.42,50.63,,,,,,,,,
2020-03-11,,,,,,,,,,,,,,,,,,,26.24,25.38,26.73,2.53,2.0,2.85,5.29,5.0,5.64,15.89,15.52,16.33,,,,,,,49.22,48.44,50.62,,,,,,,,,
2020-03-12,,,,,,,,,,,,,,,,,,,26.23,25.38,26.72,2.52,2.0,2.85,5.29,5.0,5.64,15.9,15.51,16.35,,,,,,,49.25,48.46,50.62,,,,,,,,,
2020-03-13,,,,,,,,,,,,,,,,,,,26.21,25.39,26.71,2.51,2.0,2.84,5.3,5.0,5.63,15.9,15.5,16.36,,,,,,,49.28,48.47,50.61,,,,,,,,,
2020-03-14,,,,,,,,,,,,,,,,,,,26.19,25.39,26.7,2.5,2.0,2.84,5.3,5.0,5.63,15.9,15.51,16.38,,,,,,,49.31,48.49,50.61,,,,,,,,,
2020-03-15,,,,,,,,,,,,,,,,,,,26.18,25.4,26.69,2.48,2.0,2.83,5.31,5.0,5.65,15.91,15.5,16.41,,,,,,,49.34,48.52,50.6,,,,,,,,,
2020-03-16,,,,,,,,,,,,,,,,,,,26.17,25.41,26.67,2.47,2.0,2.82,5.31,5.0,5.65,15.91,15.5,16.43,,,,,,,49.36,48.54,50.59,,,,,,,,,
2020-03-17,,,,,,,,,,,,,,,,,,,26.15,25.41,26.66,2.46,2.0,2.81,5.31,5.0,5.64,15.91,15.5,16.49,,,,,,,49.38,48.56,50.59,,,,,,,,,
2020-03-18,,,,,,,,,,,,,,,,,,,26.14,25.41,26.65,2.45,2.0,2.8,5.31,5.0,5.64,15.92,15.49,16.5,,,,,,,49.41,48.58,50.59,,,,,,,,,
2020-03-19,,,,,,,,,,,,,,,,,,,26.12,25.4,26.64,2.45,2.0,2.8,5.32,5.0,5.63,15.92,15.48,16.52,,,,,,,49.43,48.59,50.58,,,,,,,,,
2020-03-20,,,,,,,,,,,,,,,,,,,26.11,25.39,26.62,2.44,2.0,2.79,5.32,5.0,5.63,15.93,15.48,16.53,,,,,,,49.45,48.61,50.58,,,,,,,,,
2020-03-21,,,,,,,,,,,,,,,,,,,26.09,25.37,26.61,2.43,2.0,2.78,5.32,5.0,5.63,15.93,15.48,16.54,,,,,,,49.47,48.63,50.58,,,,,,,,,
2020-03-22,,,,,,,,,,,,,,,,,,,26.08,25.36,26.59,2.42,2.0,2.77,5.33,5.0,5.64,15.94,15.48,16.56,,,,,,,49.49,48.65,50.58,,,,,,,,,
2020-03-23,,,,,,,,,,,,,,,,,,,26.06,25.35,26.58,2.41,2.0,2.76,5.33,5.01,5.64,15.95,15.48,16.57,,,,,,,49.51,48.67,50.58,,,,,,,,,
2020-03-24,,,,,,,,,,,,,,,,,,,26.04,25.34,26.57,2.4,2.0,2.75,5.33,5.01,5.64,15.96,15.48,16.59,,,,,,,49.52,48.68,50.58,,,,,,,,,
2020-03-25,,,,,,,,,,,,,,,,,,,26.02,25.26,26.55,2.4,2.0,2.75,5.34,5.01,5.64,15.97,15.49,16.6,0.0,0.0,0.0,,,,49.54,48.7,50.58,0.0,0.0,0.0,27.0,16.0,5.0,3.0,48.0,
2020-03-26,,,,,,,,,,,,,,,,,,,25.99,25.24,26.52,2.39,2.0,2.74,5.34,5.02,5.64,15.99,15.5,16.62,0.0,0.0,0.0,,,,49.56,48.71,50.59,0.0,0.0,0.0,27.0,16.0,5.0,3.0,48.0,
2020-03-27,,,,,,,,,,,,,,,,,,,25.97,25.22,26.5,2.38,2.0,2.73,5.34,5.02,5.65,16.0,15.52,16.63,0.0,0.0,0.0,,,,49.58,48.73,50.59,0.0,0.0,0.0,,,,,,
2020-03-28,,,,,,,,,,,,,,,,,,,25.94,25.19,26.48,2.38,2.0,2.72,5.35,5.03,5.65,16.02,15.54,16.64,0.0,0.0,0.0,,,,49.59,48.74,50.59,0.0,0.0,0.0,,,,,,
2020-03-29,,,,,,,,,,,,,,,,,,,25.91,25.18,26.45,2.37,2.0,2.71,5.35,5.03,5.65,16.03,15.56,16.67,0.0,0.0,0.0,,,,49.61,48.75,50.6,0.0,0.0,0.0,,,,,,
2020-03-30,,,,,,,,,,,,,,,,,,,25.89,25.11,26.43,2.36,2.0,2.7,5.36,5.04,5.65,16.05,15.58,16.7,0.0,0.0,0.0,,,,49.63,48.76,50.6,0.0,0.0,0.0,,,,,,
2020-03-31,,,,,,,,,,,,,,,,,,,25.86,25.03,26.41,2.36,2.0,2.69,5.36,5.05,5.66,16.07,15.58,16.73,0.0,0.0,0.0,,,,49.64,48.77,50.61,0.0,0.0,0.0,,,,,,
2020-04-01,,,,,,,,,,,,,,,,,,,25.82,25.0,26.39,2.35,2.0,2.68,5.36,5.05,5.66,16.09,15.59,16.74,0.0,0.0,0.0,,,,49.66,48.78,50.61,0.0,0.0,0.0,,,,,,
2020-04-02,,,,,,,,,,,,,,,,,,,25.79,24.91,26.35,2.35,2.0,2.68,5.37,5.06,5.66,16.11,15.6,16.76,0.0,0.0,0.0,,,,49.67,48.79,50.61,0.0,0.0,0.0,,,,,,
2020-04-03,,,,,,,,,,,,,,,,,,,25.76,24.82,26.32,2.34,2.0,2.67,5.37,5.06,5.67,16.13,15.62,16.77,0.0,0.0,0.0,,,,49.69,48.8,50.61,0.0,0.0,0.0,,,,,,
2020-04-04,,,,,,,,,,,,,,,,,,,25.73,24.8,26.32,2.34,2.0,2.67,5.38,5.07,5.67,16.15,15.62,16.79,0.0,0.0,0.0,,,,49.7,48.82,50.61,0.0,0.0,0.0,,,,,,
2020-04-05,,,,,,,,,,,,,,,,,,,25.69,24.77,26.31,2.33,2.0,2.66,5.38,5.08,5.68,16.17,15.62,16.86,0.0,0.0,0.0,,,,49.72,48.84,50.61,0.0,0.0,0.0,,,,,,
2020-04-06,,,,,,,,,,,,,,,,,,,25.66,24.73,26.3,2.33,2.0,2.65,5.38,5.09,5.68,16.19,15.62,16.89,0.0,0.0,0.0,,,,49.73,48.85,50.61,0.0,0.0,0.0,,,,,,
2020-04-07,,,,,,,,,,,,,,,,,,,25.62,24.64,26.28,2.32,2.0,2.65,5.39,5.1,5.69,16.21,15.63,16.91,0.0,0.0,0.0,,,,49.75,48.88,50.62,0.0,0.0,0.0,,,,,,
2020-04-08,,,,,,,,,,,,,,,,,,,25.59,24.55,26.26,2.32,2.0,2.64,5.39,5.11,5.69,16.23,15.64,16.97,0.0,0.0,0.0,,,,49.76,48.91,50.62,0.0,0.0,0.0,,,,,,
2020-04-09,,,,,,,,,,,,,,,,,,,25.55,24.46,26.24,2.31,2.0,2.62,5.4,5.12,5.7,16.25,15.65,17.02,0.0,0.0,0.0,,,,49.77,48.93,50.62,0.0,0.0,0.0,,,,,,
2020-04-10,,,,,,,,,,,,,,,,,,,25.52,24.39,26.22,2.31,2.0,2.61,5.4,5.12,5.71,16.27,15.66,17.04,0.0,0.0,0.0,,,,49.79,48.96,50.63,0.0,0.0,0.0,,,,,,
2020-04-11,,,,,,,,,,,,,,,,,,,25.48,24.33,26.2,2.3,2.0,2.6,5.41,5.13,5.71,16.29,15.66,17.07,0.0,0.0,0.0,,,,49.8,48.97,50.64,0.0,0.0,0.0,,,,,,
2020-04-12,,,,,,,,,,,,,,,,,,,25.45,24.28,26.18,2.3,2.0,2.6,5.41,5.14,5.71,16.32,15.67,17.09,0.0,0.0,0.0,,,,49.82,49.01,50.64,0.0,0.0,0.0,,,,,,
2020-04-13,,,,,,,,,,,,,,,,,,,25.41,24.21,26.16,2.29,2.0,2.59,5.42,5.15,5.71,16.34,15.68,17.1,0.0,0.0,0.0,,,,49.83,49.04,50.65,0.0,0.0,0.0,,,,,,
2020-04-14,,,,,,,,,,,,,,,,,,,25.38,24.16,26.15,2.29,2.0,2.58,5.42,5.15,5.72,16.36,15.69,17.14,0.0,0.0,0.0,,,,49.84,49.07,50.65,0.0,0.0,0.0,,,,,,
2020-04-15,,,,,,,,,,,,,,,,,,,25.34,24.11,26.15,2.29,2.0,2.57,5.43,5.15,5.72,16.38,15.7,17.18,0.0,0.0,0.0,,,,49.86,49.1,50.66,0.0,0.0,0.0,,,,,,
2020-04-16,,,,,,,,,,,,,,,,,,,25.3,24.06,26.14,2.28,2.0,2.57,5.43,5.15,5.73,16.4,15.71,17.22,0.0,0.0,0.0,,,,49.87,49.12,50.66,0.0,0.0,0.0,,,,,,
2020-04-17,,,,,,,,,,,,,,,,,,,25.27,24.01,26.12,2.28,2.0,2.56,5.44,5.15,5.74,16.42,15.71,17.26,0.0,0.0,0.0,,,,49.88,49.14,50.67,0.0,0.0,0.0,,,,,,
2020-04-18,,,,,,,,,,,,,,,,,,,25.23,23.96,26.1,2.27,2.0,2.56,5.44,5.15,5.74,16.44,15.72,17.29,0.0,0.0,0.0,,,,49.9,49.15,50.68,0.0,0.0,0.0,,,,,,
2020-04-19,,,,,,,,,,,,,,,,,,,25.2,23.9,26.08,2.27,2.0,2.55,5.45,5.16,5.74,16.46,15.73,17.33,0.0,0.0,0.0,,,,49.91,49.18,50.69,0.0,0.0,0.0,,,,,,
2020-04-20,,,,,,,,,,,,,,,,,,,25.16,23.84,26.08,2.26,2.0,2.55,5.45,5.16,5.75,16.48,15.74,17.36,0.0,0.0,0.0,,,,49.93,49.2,50.7,0.0,0.0,0.0,,,,,,
2020-04-21,,,,,,,,,,,,,,,,,,,25.12,23.79,26.07,2.26,2.0,2.55,5.46,5.17,5.76,16.5,15.76,17.39,0.0,0.0,0.0,,,,49.95,49.21,50.71,0.0,0.0,0.0,,,,,,
2020-04-22,,,,,,,,,,,,,,,,,,,25.09,23.74,26.06,2.25,2.0,2.54,5.46,5.17,5.76,16.52,15.78,17.42,0.0,0.0,0.0,,,,49.96,49.22,50.72,0.0,0.0,0.0,,,,,,
2020-04-23,,,,,,,,,,,,,,,,,,,25.05,23.68,26.06,2.25,2.0,2.54,5.47,5.18,5.76,16.55,15.79,17.44,0.0,0.0,0.0,,,,49.98,49.24,50.73,0.0,0.0,0.0,,,,,,
2020-04-24,,,,,,,,,,,,,,,,,,,25.01,23.63,26.05,2.24,2.0,2.53,5.47,5.18,5.77,16.57,15.81,17.47,0.0,0.0,0.0,,,,50.0,49.26,50.73,0.0,0.0,0.0,,,,,,
2020-04-25,,,,,,,,,,,,,,,,,,,24.97,23.57,26.04,2.24,2.0,2.52,5.48,5.18,5.77,16.59,15.81,17.5,0.0,0.0,0.0,,,,50.02,49.29,50.73,0.0,0.0,0.0,25.0,15.0,6.0,2.0,51.0,
2020-04-26,,,,,,,,,,,,,,,,,,,24.94,23.52,26.02,2.24,2.0,2.51,5.49,5.19,5.78,16.61,15.82,17.52,0.0,0.0,0.0,,,,50.03,49.33,50.74,0.0,0.0,0.0,,,,,,
2020-04-27,,,,,,,,,,,,,,,,,,,24.9,23.47,25.98,2.23,2.0,2.5,5.49,5.2,5.78,16.63,15.84,17.54,0.0,0.0,0.0,,,,50.05,49.36,50.75,0.0,0.0,0.0,25.0,15.0,6.0,2.0,51.0,
2020-04-28,,,,,,,,,,,,,,,,,,,24.86,23.42,25.94,2.23,2.0,2.5,5.5,5.2,5.78,16.65,15.85,17.56,0.0,0.0,0.0,,,,50.07,49.38,50.76,0.0,0.0,0.0,,,,,,
2020-04-29,,,,,,,,,,,,,,,,,,,24.82,23.38,25.91,2.22,2.0,2.49,5.5,5.21,5.79,16.67,15.87,17.58,0.0,0.0,0.0,,,,50.1,49.41,50.76,0.0,0.0,0.0,,,,,,
2020-04-30,,,,,,,,,,,,,,,,,,,24.78,23.33,25.87,2.22,2.0,2.48,5.51,5.22,5.79,16.69,15.89,17.6,0.0,0.0,0.0,,,,50.12,49.43,50.77,0.0,0.0,0.0,,,,,,
2020-05-01,,,,,,,,,,,,,,,,,,,24.74,23.29,25.85,2.21,2.0,2.48,5.52,5.22,5.79,16.71,15.9,17.62,0.0,0.0,0.0,,,,50.14,49.44,50.78,0.0,0.0,0.0,,,,,,
2020-05-02,,,,,,,,,,,,,,,,,,,24.7,23.24,25.82,2.2,2.0,2.47,5.52,5.23,5.8,16.73,15.92,17.65,0.0,0.0,0.0,,,,50.16,49.46,50.8,0.0,0.0,0.0,,,,,,
2020-05-03,,,,,,,,,,,,,,,,,,,24.66,23.21,25.8,2.2,2.0,2.46,5.53,5.23,5.8,16.75,15.94,17.67,0.0,0.0,0.0,,,,50.19,49.47,50.82,0.0,0.0,0.0,26.0,17.0,5.0,2.0,50.0,
2020-05-04,,,,,,,,,,,,,,,,,,,24.62,23.17,25.78,2.19,2.0,2.45,5.53,5.24,5.81,16.78,15.96,17.69,0.0,0.0,0.0,,,,50.21,49.49,50.84,0.0,0.0,0.0,,,,,,
2020-05-05,,,,,,,,,,,,,,,,,,,24.58,23.13,25.76,2.19,2.0,2.44,5.54,5.25,5.81,16.8,15.97,17.71,0.0,0.0,0.0,,,,50.24,49.5,50.85,0.0,0.0,0.0,26.0,17.0,5.0,2.0,50.0,
2020-05-06,,,,,,,,,,,,,,,,,,,24.54,23.1,25.73,2.18,2.0,2.43,5.55,5.25,5.82,16.82,15.99,17.72,0.0,0.0,0.0,,,,50.26,49.52,50.85,0.0,0.0,0.0,,,,,,
