date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Grn,Grn (low),Grn (high),PC,PC (low),PC (high),Reform,Reform (low),Reform (high),Con (19-24),Con (19-24) (low),Con (19-24) (high),Grn (19-24),Grn (19-24) (low),Grn (19-24) (high),LDem (19-24),LDem (19-24) (low),LDem (19-24) (high),Lab (19-24),Lab (19-24) (low),Lab (19-24) (high),PC (19-24),PC (19-24) (low),PC (19-24) (high),Reform (19-24),Reform (19-24) (low),Reform (19-24) (high),Ukip (19-24),Ukip (19-24) (low),Ukip (19-24) (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),PC (poll),Reform (poll)
2024-11-22,19.49,18.89,20.07,28.73,27.1,30.48,6.96,6.38,7.57,5.46,5.16,5.72,15.69,14.87,16.51,22.08,21.25,22.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-23,19.51,18.91,20.1,28.71,27.06,30.46,6.94,6.37,7.53,5.46,5.15,5.72,15.71,14.87,16.51,22.08,21.25,22.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-24,19.53,18.93,20.11,28.69,27.02,30.42,6.92,6.37,7.5,5.46,5.15,5.72,15.74,14.87,16.52,22.08,21.24,22.91,,,,,,,,,,,,,,,,,,,,,,21.0,26.0,6.0,6.0,16.0,25.0
2024-11-25,19.55,18.95,20.13,28.67,26.98,30.37,6.9,6.35,7.47,5.46,5.14,5.73,15.77,14.91,16.55,22.09,21.26,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26,19.57,18.97,20.14,28.64,26.95,30.38,6.88,6.33,7.43,5.45,5.13,5.73,15.79,14.95,16.57,22.09,21.26,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-27,19.59,18.99,20.15,28.62,26.91,30.34,6.86,6.31,7.4,5.45,5.13,5.74,15.82,15.0,16.59,22.09,21.26,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-28,19.61,19.01,20.17,28.6,26.88,30.29,6.83,6.28,7.38,5.45,5.13,5.73,15.85,15.06,16.61,22.1,21.25,22.88,,,,,,,,,,,,,,,,,,,,,,20.0,29.0,7.0,5.0,15.0,22.0
2024-11-29,19.63,19.03,20.18,28.57,26.89,30.29,6.81,6.27,7.36,5.44,5.13,5.74,15.87,15.11,16.63,22.1,21.24,22.87,,,,,,,,,,,,,,,,,,,,,,20.0,22.0,5.0,6.0,20.0,24.0
2024-11-30,19.64,19.05,20.18,28.55,26.89,30.28,6.79,6.25,7.34,5.44,5.12,5.74,15.9,15.14,16.65,22.11,21.26,22.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-01,19.66,19.07,20.19,28.53,26.87,30.26,6.76,6.23,7.31,5.44,5.12,5.74,15.92,15.16,16.67,22.11,21.27,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02,19.68,19.09,20.2,28.5,26.88,30.23,6.74,6.22,7.29,5.43,5.12,5.74,15.95,15.18,16.69,22.12,21.27,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03,19.69,19.11,20.22,28.48,26.83,30.2,6.72,6.18,7.27,5.43,5.12,5.74,15.97,15.2,16.71,22.13,21.28,22.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-04,19.71,19.12,20.22,28.46,26.81,30.17,6.69,6.16,7.26,5.42,5.11,5.73,16.0,15.22,16.73,22.14,21.29,22.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05,19.72,19.14,20.23,28.44,26.81,30.14,6.67,6.15,7.22,5.42,5.11,5.73,16.02,15.23,16.74,22.16,21.29,22.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06,19.73,19.14,20.22,28.41,26.82,30.11,6.64,6.13,7.17,5.41,5.09,5.73,16.04,15.24,16.77,22.17,21.32,22.98,,,,,,,,,,,,,,,,,,,,,,21.0,27.0,6.0,6.0,16.0,23.0
2024-12-07,19.74,19.15,20.22,28.4,26.8,30.07,6.62,6.12,7.12,5.4,5.08,5.72,16.07,15.28,16.81,22.19,21.32,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08,19.75,19.14,20.23,28.38,26.78,30.06,6.59,6.12,7.07,5.4,5.07,5.71,16.09,15.3,16.85,22.21,21.33,23.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-09,19.76,19.15,20.25,28.36,26.75,30.05,6.57,6.11,7.05,5.39,5.06,5.71,16.11,15.32,16.88,22.23,21.37,23.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,19.76,19.15,20.25,28.35,26.72,30.04,6.55,6.09,7.03,5.38,5.04,5.7,16.12,15.33,16.91,22.25,21.43,23.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-11,19.77,19.16,20.23,28.33,26.72,30.02,6.52,6.08,7.0,5.37,5.03,5.69,16.14,15.35,16.94,22.27,21.45,23.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-12,19.77,19.16,20.23,28.32,26.75,30.01,6.5,6.06,6.97,5.36,5.01,5.69,16.16,15.37,16.96,22.29,21.46,23.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-13,19.77,19.16,20.23,28.31,26.71,29.99,6.48,6.05,6.95,5.35,5.0,5.69,16.17,15.39,16.97,22.31,21.47,23.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-14,19.77,19.15,20.22,28.31,26.66,29.97,6.45,6.03,6.92,5.34,4.98,5.69,16.19,15.41,16.97,22.34,21.48,23.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-15,19.77,19.12,20.21,28.3,26.68,29.95,6.43,6.02,6.89,5.33,4.96,5.68,16.2,15.43,17.0,22.36,21.52,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-16,19.77,19.1,20.19,28.3,26.71,29.94,6.41,6.0,6.86,5.32,4.94,5.68,16.21,15.46,17.02,22.39,21.56,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-17,19.77,19.12,20.18,28.3,26.75,29.92,6.38,5.99,6.84,5.31,4.93,5.67,16.22,15.48,17.02,22.41,21.6,23.27,,,,,,,,,,,,,,,,,,,,,,20.0,28.0,7.0,6.0,16.0,22.0
2024-12-18,19.77,19.12,20.18,28.3,26.79,29.9,6.36,5.96,6.81,5.3,4.91,5.67,16.23,15.49,17.02,22.44,21.64,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-19,19.77,19.1,20.17,28.3,26.83,29.88,6.34,5.93,6.78,5.28,4.9,5.66,16.24,15.51,17.01,22.47,21.69,23.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-20,19.76,19.07,20.17,28.3,26.88,29.86,6.32,5.92,6.75,5.27,4.88,5.64,16.25,15.52,17.0,22.5,21.71,23.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-21,19.76,19.03,20.17,28.31,26.89,29.85,6.29,5.89,6.73,5.26,4.86,5.63,16.25,15.54,16.99,22.52,21.74,23.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-22,19.76,19.02,20.17,28.31,26.86,29.83,6.27,5.87,6.71,5.24,4.84,5.63,16.26,15.55,16.98,22.55,21.77,23.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-23,19.75,19.01,20.18,28.33,26.9,29.82,6.25,5.86,6.69,5.23,4.82,5.62,16.26,15.55,16.98,22.58,21.82,23.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-24,19.75,19.0,20.19,28.34,26.96,29.81,6.23,5.85,6.67,5.21,4.81,5.6,16.26,15.56,16.98,22.6,21.85,23.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-25,19.74,18.98,20.2,28.36,27.03,29.8,6.21,5.84,6.64,5.2,4.79,5.59,16.26,15.55,16.97,22.63,21.88,23.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-26,19.73,18.97,20.18,28.38,27.09,29.79,6.18,5.83,6.6,5.18,4.78,5.58,16.25,15.54,16.98,22.66,21.91,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-27,19.73,18.97,20.16,28.41,27.1,29.8,6.16,5.81,6.56,5.16,4.76,5.55,16.24,15.53,16.98,22.69,21.94,23.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-28,19.72,19.0,20.17,28.44,27.11,29.8,6.15,5.8,6.53,5.14,4.74,5.53,16.23,15.53,16.97,22.71,21.96,23.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-29,19.71,19.03,20.15,28.47,27.13,29.81,6.13,5.81,6.52,5.13,4.71,5.5,16.22,15.52,16.95,22.74,21.95,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-30,19.69,19.02,20.15,28.51,27.19,29.82,6.11,5.81,6.49,5.11,4.67,5.49,16.2,15.51,16.92,22.77,21.97,23.73,,,,,,,,,,,,,,,,,,,,,,20.0,32.0,6.0,4.0,16.0,20.0
2024-12-31,19.68,19.01,20.16,28.56,27.28,29.83,6.1,5.8,6.46,5.09,4.65,5.47,16.19,15.49,16.89,22.79,21.99,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-01,19.67,18.99,20.15,28.61,27.36,29.84,6.08,5.78,6.43,5.07,4.63,5.46,16.16,15.48,16.82,22.81,22.01,23.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02,19.66,18.97,20.14,28.66,27.47,29.87,6.07,5.76,6.41,5.05,4.62,5.43,16.14,15.46,16.75,22.84,22.06,23.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03,19.64,18.96,20.14,28.71,27.57,29.88,6.06,5.75,6.4,5.03,4.61,5.41,16.12,15.42,16.73,22.86,22.1,23.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,19.63,18.94,20.12,28.77,27.65,29.91,6.04,5.74,6.38,5.01,4.6,5.39,16.09,15.37,16.69,22.88,22.14,23.87,,,,,,,,,,,,,,,,,,,,,,20.0,28.0,6.0,5.0,17.0,22.0
2025-01-05,19.61,18.91,20.13,28.83,27.72,29.94,6.03,5.74,6.35,4.99,4.57,5.38,16.06,15.33,16.66,22.91,22.12,23.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06,19.59,18.88,20.12,28.89,27.78,29.97,6.02,5.75,6.33,4.97,4.56,5.35,16.03,15.3,16.59,22.93,22.17,23.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07,19.58,18.84,20.11,28.95,27.89,30.01,6.01,5.73,6.32,4.95,4.55,5.33,16.0,15.24,16.57,22.95,22.19,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-08,19.56,18.83,20.1,29.02,27.96,30.03,6.0,5.72,6.29,4.93,4.53,5.32,15.97,15.21,16.54,22.97,22.22,24.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09,19.54,18.82,20.08,29.08,28.03,30.05,6.0,5.71,6.28,4.9,4.51,5.3,15.94,15.18,16.52,23.0,22.24,24.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,19.52,18.8,20.06,29.15,28.15,30.09,5.99,5.71,6.27,4.88,4.52,5.28,15.91,15.14,16.49,23.02,22.27,24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-11,19.5,18.78,20.05,29.21,28.23,30.13,5.98,5.7,6.25,4.86,4.51,5.26,15.87,15.12,16.47,23.04,22.28,24.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-12,19.49,18.75,20.03,29.27,28.35,30.17,5.97,5.69,6.25,4.84,4.51,5.24,15.84,15.1,16.42,23.06,22.28,24.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-13,19.47,18.75,20.01,29.33,28.45,30.19,5.97,5.68,6.24,4.83,4.49,5.22,15.81,15.05,16.41,23.09,22.31,24.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-14,19.45,18.75,19.99,29.4,28.53,30.22,5.96,5.68,6.23,4.81,4.47,5.2,15.77,15.02,16.39,23.11,22.32,24.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-15,19.43,18.74,19.99,29.45,28.6,30.25,5.96,5.68,6.22,4.79,4.45,5.18,15.74,15.01,16.38,23.14,22.32,24.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-16,19.41,18.73,19.97,29.51,28.67,30.28,5.95,5.68,6.21,4.77,4.43,5.16,15.7,14.99,16.34,23.17,22.33,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,19.4,18.72,19.96,29.56,28.76,30.33,5.95,5.69,6.2,4.76,4.42,5.14,15.67,14.94,16.29,23.2,22.39,24.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-18,19.38,18.69,19.93,29.61,28.84,30.34,5.94,5.69,6.19,4.74,4.4,5.11,15.63,14.91,16.25,23.23,22.43,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-19,19.36,18.68,19.91,29.66,28.92,30.36,5.94,5.69,6.18,4.73,4.4,5.09,15.6,14.89,16.22,23.26,22.45,24.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-20,19.35,18.68,19.91,29.7,28.99,30.39,5.94,5.69,6.17,4.72,4.39,5.07,15.56,14.85,16.2,23.3,22.47,24.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-21,19.33,18.68,19.88,29.74,29.04,30.41,5.93,5.69,6.16,4.71,4.39,5.06,15.53,14.79,16.18,23.33,22.5,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-22,19.32,18.68,19.87,29.77,29.08,30.43,5.93,5.68,6.15,4.7,4.4,5.05,15.49,14.74,16.12,23.37,22.54,24.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-23,19.31,18.65,19.86,29.81,29.13,30.45,5.92,5.68,6.14,4.69,4.4,5.03,15.46,14.69,16.08,23.4,22.58,24.32,,,,,,,,,,,,,,,,,,,,,,19.0,29.0,6.0,5.0,15.0,24.0
2025-01-24,19.29,18.64,19.85,29.83,29.16,30.47,5.92,5.68,6.13,4.69,4.39,5.02,15.43,14.65,16.05,23.44,22.64,24.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-25,19.28,18.64,19.84,29.86,29.2,30.48,5.91,5.67,6.12,4.68,4.39,5.0,15.4,14.6,16.02,23.48,22.7,24.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-26,19.27,18.63,19.83,29.88,29.23,30.49,5.91,5.66,6.11,4.68,4.4,4.99,15.37,14.56,16.0,23.52,22.77,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-27,19.25,18.62,19.82,29.9,29.27,30.49,5.9,5.65,6.1,4.67,4.41,4.96,15.34,14.52,15.97,23.56,22.84,24.41,,,,,,,,,,,,,,,,,,,,,,17.0,31.0,5.0,4.0,17.0,25.0
2025-01-28,19.24,18.61,19.79,29.92,29.29,30.49,5.9,5.65,6.09,4.67,4.41,4.95,15.31,14.5,15.96,23.6,22.89,24.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29,19.23,18.59,19.78,29.93,29.32,30.5,5.9,5.66,6.08,4.67,4.42,4.94,15.28,14.48,15.94,23.64,22.94,24.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,19.22,18.59,19.77,29.95,29.36,30.51,5.89,5.66,6.07,4.67,4.42,4.94,15.25,14.47,15.9,23.68,22.98,24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-31,19.21,18.58,19.76,29.96,29.41,30.51,5.89,5.65,6.06,4.67,4.42,4.94,15.22,14.45,15.88,23.72,23.03,24.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-01,19.2,18.56,19.75,29.98,29.43,30.5,5.89,5.65,6.05,4.67,4.43,4.93,15.19,14.43,15.85,23.76,23.08,24.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-02,19.19,18.55,19.74,29.99,29.48,30.49,5.88,5.64,6.04,4.67,4.43,4.93,15.16,14.41,15.83,23.8,23.14,24.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-03,19.17,18.55,19.73,30.01,29.5,30.49,5.88,5.64,6.04,4.67,4.43,4.93,15.13,14.38,15.81,23.83,23.19,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-04,19.16,18.54,19.72,30.02,29.55,30.5,5.88,5.64,6.03,4.67,4.43,4.93,15.1,14.34,15.79,23.87,23.24,24.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-05,19.15,18.53,19.71,30.03,29.58,30.49,5.87,5.64,6.02,4.68,4.42,4.94,15.07,14.32,15.76,23.91,23.29,24.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,19.14,18.53,19.7,30.04,29.59,30.49,5.87,5.63,6.02,4.68,4.42,4.94,15.04,14.29,15.74,23.95,23.35,24.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-07,19.13,18.51,19.68,30.05,29.6,30.49,5.87,5.63,6.01,4.68,4.42,4.94,15.02,14.27,15.72,23.98,23.41,24.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-08,19.12,18.51,19.65,30.07,29.6,30.49,5.87,5.63,6.01,4.69,4.42,4.95,14.99,14.23,15.69,24.02,23.48,24.53,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,6.0,4.0,14.0,24.0
2025-02-09,19.1,18.48,19.61,30.08,29.63,30.49,5.87,5.63,6.01,4.7,4.43,4.95,14.97,14.2,15.67,24.05,23.54,24.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-10,19.09,18.48,19.59,30.09,29.65,30.48,5.87,5.64,6.0,4.7,4.44,4.96,14.94,14.16,15.65,24.09,23.6,24.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-11,19.07,18.46,19.58,30.09,29.68,30.48,5.87,5.64,6.0,4.71,4.44,4.97,14.92,14.16,15.62,24.12,23.66,24.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-12,19.06,18.45,19.55,30.1,29.7,30.47,5.87,5.64,6.0,4.72,4.44,4.97,14.9,14.16,15.6,24.15,23.72,24.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-13,19.04,18.42,19.54,30.11,29.73,30.46,5.87,5.65,6.0,4.73,4.45,4.98,14.88,14.15,15.57,24.18,23.77,24.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,19.02,18.39,19.52,30.12,29.76,30.46,5.88,5.65,6.0,4.73,4.47,4.99,14.86,14.13,15.55,24.21,23.81,24.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-15,19.0,18.37,19.54,30.12,29.76,30.46,5.88,5.66,6.0,4.74,4.48,5.0,14.85,14.11,15.52,24.24,23.86,24.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-16,18.98,18.34,19.51,30.13,29.78,30.45,5.88,5.67,6.0,4.75,4.49,5.01,14.83,14.11,15.48,24.26,23.9,24.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-17,18.96,18.31,19.49,30.13,29.79,30.45,5.88,5.68,6.0,4.76,4.5,5.02,14.82,14.11,15.45,24.29,23.96,24.64,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,6.0,5.0,15.0,24.0
2025-02-18,18.94,18.28,19.45,30.14,29.79,30.44,5.89,5.69,6.0,4.77,4.51,5.03,14.81,14.11,15.44,24.31,23.99,24.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-19,18.92,18.27,19.44,30.14,29.8,30.44,5.89,5.7,6.0,4.78,4.52,5.04,14.8,14.11,15.42,24.33,24.02,24.66,,,,,,,,,,,,,,,,,,,,,,19.0,30.0,6.0,5.0,14.0,25.0
2025-02-20,18.9,18.26,19.44,30.15,29.81,30.45,5.89,5.71,6.0,4.8,4.53,5.05,14.8,14.1,15.4,24.35,24.04,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,18.88,18.26,19.43,30.15,29.82,30.44,5.9,5.72,6.01,4.81,4.54,5.07,14.79,14.09,15.38,24.37,24.06,24.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-22,18.86,18.26,19.42,30.15,29.82,30.45,5.9,5.73,6.01,4.82,4.56,5.08,14.79,14.08,15.38,24.38,24.07,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23,18.84,18.21,19.4,30.15,29.8,30.44,5.91,5.74,6.02,4.83,4.58,5.09,14.79,14.08,15.39,24.39,24.09,24.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-24,18.81,18.16,19.39,30.15,29.82,30.44,5.91,5.75,6.02,4.84,4.6,5.1,14.8,14.09,15.38,24.4,24.1,24.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-25,18.79,18.12,19.39,30.15,29.81,30.44,5.92,5.76,6.03,4.86,4.61,5.11,14.81,14.11,15.42,24.4,24.1,24.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-26,18.77,18.06,19.38,30.15,29.81,30.44,5.93,5.77,6.03,4.87,4.62,5.12,14.82,14.11,15.45,24.4,24.1,24.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27,18.75,18.03,19.37,30.14,29.79,30.45,5.93,5.78,6.04,4.88,4.63,5.13,14.83,14.1,15.49,24.41,24.1,24.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-28,18.73,18.02,19.37,30.14,29.77,30.46,5.94,5.79,6.05,4.89,4.65,5.14,14.84,14.12,15.54,24.4,24.1,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01,18.7,17.99,19.36,30.13,29.76,30.47,5.95,5.8,6.05,4.91,4.66,5.15,14.86,14.15,15.59,24.4,24.08,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-02,18.68,17.94,19.34,30.12,29.76,30.47,5.95,5.82,6.06,4.92,4.68,5.17,14.88,14.14,15.62,24.4,24.07,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-03,18.66,17.88,19.32,30.12,29.75,30.46,5.96,5.84,6.07,4.94,4.69,5.19,14.9,14.17,15.67,24.39,24.07,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-04,18.63,17.84,19.3,30.1,29.72,30.45,5.97,5.85,6.08,4.95,4.7,5.2,14.92,14.21,15.67,24.39,24.07,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-05,18.61,17.77,19.27,30.09,29.7,30.45,5.98,5.86,6.09,4.97,4.71,5.22,14.95,14.21,15.73,24.38,24.04,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-06,18.58,17.74,19.26,30.07,29.68,30.44,5.99,5.88,6.1,4.98,4.72,5.24,14.98,14.21,15.77,24.38,24.02,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-07,18.55,17.72,19.23,30.05,29.67,30.43,6.0,5.88,6.13,5.0,4.73,5.26,15.01,14.22,15.84,24.37,24.01,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-08,18.52,17.69,19.19,30.03,29.65,30.41,6.02,5.9,6.14,5.02,4.76,5.28,15.05,14.22,15.91,24.36,23.98,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-09,18.49,17.66,19.17,30.0,29.62,30.4,6.03,5.91,6.15,5.04,4.79,5.29,15.09,14.25,15.99,24.35,23.96,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-10,18.45,17.65,19.14,29.97,29.54,30.39,6.04,5.92,6.18,5.06,4.82,5.3,15.13,14.26,16.04,24.34,23.94,24.67,,,,,,,,,,,,,,,,,,,,,,19.0,30.0,6.0,5.0,15.0,24.0
2025-03-11,18.41,17.63,19.11,29.93,29.48,30.38,6.06,5.93,6.2,5.08,4.83,5.32,15.18,14.28,16.09,24.33,23.94,24.67,,,,,,,,,,,,,,,,,,,,,,19.0,31.0,6.0,5.0,13.0,25.0
2025-03-12,18.37,17.58,19.08,29.89,29.39,30.38,6.08,5.96,6.23,5.1,4.85,5.34,15.23,14.31,16.19,24.33,23.93,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-13,18.33,17.52,19.04,29.85,29.29,30.37,6.09,5.97,6.27,5.12,4.86,5.36,15.29,14.34,16.28,24.32,23.91,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-14,18.28,17.47,19.03,29.8,29.2,30.36,6.11,5.97,6.31,5.14,4.88,5.38,15.34,14.36,16.36,24.31,23.88,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-15,18.24,17.41,18.99,29.76,29.1,30.32,6.13,5.98,6.35,5.16,4.9,5.4,15.41,14.39,16.46,24.3,23.85,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-16,18.19,17.36,18.96,29.7,28.95,30.31,6.15,5.99,6.38,5.18,4.92,5.42,15.47,14.44,16.58,24.29,23.82,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-17,18.14,17.32,18.93,29.65,28.83,30.3,6.17,5.99,6.4,5.2,4.94,5.44,15.53,14.47,16.65,24.28,23.8,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-18,18.09,17.25,18.91,29.6,28.71,30.29,6.19,5.99,6.45,5.22,4.95,5.47,15.6,14.5,16.78,24.27,23.78,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19,18.04,17.22,18.88,29.54,28.6,30.27,6.21,6.0,6.48,5.24,4.97,5.5,15.67,14.53,16.86,24.26,23.77,24.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-20,17.99,17.18,18.86,29.49,28.5,30.26,6.23,6.01,6.51,5.26,4.98,5.54,15.74,14.56,16.98,24.25,23.75,24.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-21,17.94,17.09,18.84,29.43,28.43,30.24,6.24,6.02,6.54,5.28,5.0,5.57,15.81,14.6,17.12,24.24,23.74,24.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-22,17.89,17.02,18.81,29.37,28.37,30.24,6.26,6.02,6.58,5.3,5.01,5.6,15.88,14.62,17.22,24.23,23.73,24.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23,17.84,16.94,18.79,29.32,28.31,30.23,6.28,6.03,6.61,5.32,5.03,5.63,15.95,14.62,17.31,24.22,23.72,24.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-24,17.79,16.85,18.76,29.26,28.23,30.22,6.3,6.03,6.64,5.34,5.04,5.66,16.03,14.62,17.41,24.21,23.7,24.62,,,,,,,,,,,,,,,,,,,,,,19.0,31.0,6.0,5.0,14.0,24.0
2025-03-25,17.74,16.77,18.72,29.2,28.1,30.21,6.32,6.03,6.68,5.36,5.05,5.68,16.1,14.65,17.52,24.21,23.68,24.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-26,17.69,16.7,18.69,29.15,27.97,30.18,6.34,6.04,6.71,5.37,5.06,5.7,16.17,14.69,17.65,24.2,23.67,24.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-27,17.63,16.67,18.65,29.09,27.84,30.18,6.35,6.04,6.74,5.39,5.07,5.71,16.24,14.7,17.79,24.19,23.65,24.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
