date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Ukip,Ukip (low),Ukip (high),Grn,Grn (low),Grn (high),Reform,Reform (low),Reform (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),Reform (poll)
2021-06-02,34.64,32.31,36.4,15.73,15.29,16.09,3.44,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-03,34.6,32.29,36.4,15.72,15.28,16.07,3.45,3.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-04,34.56,32.28,36.41,15.72,15.26,16.06,3.46,3.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-05,34.52,32.27,36.42,15.71,15.26,16.05,3.47,3.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-06,34.48,32.25,36.43,15.71,15.26,16.03,3.48,3.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-07,34.44,32.24,36.43,15.7,15.25,16.03,3.48,3.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-08,34.39,32.23,36.43,15.7,15.25,16.01,3.49,3.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-09,34.35,32.23,36.44,15.69,15.24,16.01,3.5,3.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-10,34.31,32.21,36.45,15.68,15.24,16.0,3.51,3.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-11,34.27,32.19,36.45,15.68,15.22,16.0,3.51,3.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-12,34.22,32.18,36.46,15.67,15.22,16.0,3.52,3.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-13,34.18,32.17,36.44,15.66,15.21,16.0,3.53,3.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-14,34.14,32.16,36.43,15.66,15.2,16.0,3.53,3.0,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-15,34.09,32.15,36.39,15.65,15.19,16.0,3.54,3.0,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-16,34.05,32.11,36.37,15.64,15.18,16.0,3.54,3.0,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-17,34.0,32.09,36.32,15.63,15.16,16.0,3.55,3.0,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-18,33.96,32.09,36.03,15.62,15.21,16.0,3.55,3.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-19,33.92,32.08,35.97,15.61,15.18,16.0,3.56,3.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-20,33.87,32.07,35.9,15.6,15.14,16.0,3.56,3.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-21,33.83,32.07,35.85,15.59,15.12,16.0,3.56,3.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,16.0,4.0,0.0,0.0,0.0
2021-06-22,33.78,32.06,35.81,15.58,15.07,16.0,3.57,3.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-23,33.74,32.05,35.78,15.57,15.0,16.0,3.57,3.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-24,33.69,32.0,35.92,15.56,14.97,16.0,3.58,3.0,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-25,33.65,31.97,35.85,15.55,14.93,16.0,3.58,3.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-26,33.6,31.94,35.77,15.54,14.91,16.0,3.58,3.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-27,33.56,31.9,35.69,15.53,14.9,16.0,3.59,3.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-28,33.52,31.89,35.62,15.52,14.88,16.0,3.59,3.01,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-29,33.47,31.87,35.54,15.51,14.82,15.99,3.6,3.01,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-06-30,33.43,31.85,35.46,15.49,14.76,15.99,3.6,3.02,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-01,33.38,31.81,35.41,15.48,14.74,15.99,3.61,3.04,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-02,33.34,31.78,35.36,15.47,14.71,15.98,3.61,3.06,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-03,33.3,31.74,35.3,15.46,14.67,15.97,3.62,3.08,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-04,33.26,31.75,35.27,15.44,14.62,15.97,3.62,3.1,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-05,33.22,31.78,35.24,15.43,14.59,15.96,3.63,3.13,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-06,33.18,31.8,35.21,15.41,14.56,15.94,3.64,3.16,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-07,33.14,31.8,35.17,15.4,14.52,15.93,3.64,3.19,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-08,33.1,31.8,35.13,15.38,14.5,15.92,3.65,3.22,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-09,33.06,31.79,35.09,15.37,14.47,15.92,3.66,3.25,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-10,33.02,31.77,35.05,15.35,14.44,15.92,3.67,3.28,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-11,32.99,31.74,35.01,15.34,14.42,15.91,3.67,3.28,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-12,32.95,31.74,34.96,15.32,14.39,15.9,3.68,3.28,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-13,32.92,31.76,34.83,15.31,14.37,15.89,3.69,3.3,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-14,32.89,31.74,34.66,15.29,14.35,15.88,3.7,3.33,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-15,32.86,31.76,34.5,15.28,14.33,15.86,3.71,3.36,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-16,32.83,31.78,34.43,15.26,14.31,15.85,3.72,3.36,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-17,32.8,31.8,34.35,15.25,14.29,15.86,3.73,3.35,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-18,32.77,31.79,34.28,15.23,14.27,15.86,3.74,3.35,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-19,32.74,31.76,34.19,15.22,14.25,15.86,3.75,3.36,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,16.0,4.0,0.0,0.0,0.0
2021-07-20,32.71,31.8,34.11,15.2,14.23,15.85,3.76,3.37,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-21,32.68,31.78,34.03,15.19,14.21,15.84,3.77,3.37,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-22,32.66,31.77,33.95,15.17,14.19,15.84,3.78,3.38,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-23,32.63,31.76,33.87,15.15,14.18,15.85,3.79,3.38,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-24,32.61,31.73,33.78,15.14,14.16,15.86,3.8,3.38,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-25,32.58,31.71,33.7,15.12,14.14,15.87,3.81,3.39,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-26,32.56,31.68,33.62,15.11,14.13,15.89,3.82,3.39,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-27,32.53,31.67,33.54,15.09,14.12,15.91,3.84,3.39,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-28,32.51,31.69,33.48,15.08,14.12,15.94,3.85,3.39,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-29,32.49,31.67,33.37,15.07,14.12,15.96,3.86,3.4,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-30,32.46,31.65,33.29,15.06,14.11,15.98,3.87,3.4,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-07-31,32.44,31.65,33.21,15.05,14.1,15.99,3.88,3.4,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-01,32.42,31.65,33.14,15.04,14.12,16.0,3.89,3.4,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-02,32.39,31.62,33.09,15.03,14.12,16.01,3.9,3.39,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-03,32.37,31.55,33.06,15.02,14.14,16.02,3.91,3.38,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-04,32.35,31.49,33.04,15.02,14.15,16.03,3.92,3.39,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-05,32.32,31.46,33.03,15.01,14.17,16.07,3.93,3.39,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-06,32.3,31.41,33.02,15.01,14.19,16.09,3.94,3.4,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-07,32.28,31.35,33.01,15.01,14.2,16.12,3.96,3.4,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-08,32.25,31.26,33.01,15.01,14.22,16.15,3.97,3.41,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-09,32.23,31.17,33.0,15.01,14.23,16.17,3.98,3.42,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-10,32.21,31.11,33.0,15.01,14.21,16.2,3.99,3.42,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-11,32.18,31.04,33.0,15.01,14.2,16.23,4.0,3.43,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-12,32.16,31.0,33.0,15.01,14.19,16.26,4.01,3.44,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-13,32.13,30.98,33.0,15.02,14.18,16.29,4.02,3.45,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-14,32.1,30.94,33.0,15.02,14.16,16.32,4.03,3.46,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-15,32.08,30.87,33.0,15.03,14.15,16.36,4.04,3.47,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-16,32.05,30.78,33.0,15.04,14.14,16.39,4.05,3.47,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-17,32.02,30.71,33.0,15.04,14.13,16.43,4.06,3.46,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-18,31.99,30.63,33.0,15.05,14.12,16.47,4.07,3.46,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,14.0,3.0,0.0,0.0,0.0
2021-08-19,31.96,30.54,33.0,15.06,14.11,16.51,4.08,3.46,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-20,31.93,30.46,33.0,15.07,14.1,16.55,4.09,3.45,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-21,31.9,30.37,33.0,15.08,14.09,16.59,4.1,3.45,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-22,31.87,30.28,33.0,15.09,14.08,16.63,4.11,3.44,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-23,31.84,30.19,32.99,15.1,14.07,16.67,4.12,3.44,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-24,31.81,30.1,32.99,15.11,14.06,16.71,4.13,3.43,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-25,31.78,30.01,32.98,15.13,14.07,16.76,4.14,3.43,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-26,31.74,29.93,32.97,15.14,14.07,16.8,4.15,3.44,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-27,31.71,29.84,32.96,15.16,14.07,16.84,4.16,3.44,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-28,31.67,29.76,32.95,15.17,14.06,16.89,4.17,3.44,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-29,31.63,29.68,32.93,15.19,14.07,16.93,4.18,3.44,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-30,31.59,29.6,32.91,15.21,14.07,16.97,4.19,3.43,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-08-31,31.55,29.52,32.89,15.23,14.08,17.01,4.2,3.43,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-01,31.51,29.45,32.86,15.25,14.1,17.06,4.2,3.43,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-02,31.47,29.38,32.84,15.28,14.11,17.1,4.21,3.43,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-03,31.43,29.31,32.81,15.3,14.13,17.14,4.22,3.43,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-04,31.39,29.24,32.77,15.33,14.15,17.18,4.23,3.43,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-05,31.34,29.18,32.74,15.35,14.17,17.22,4.23,3.44,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-06,31.3,29.11,32.73,15.38,14.2,17.25,4.24,3.44,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-07,31.26,29.04,32.74,15.41,14.22,17.29,4.25,3.45,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-08,31.21,28.98,32.72,15.43,14.25,17.33,4.26,3.46,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-09,31.17,28.91,32.69,15.46,14.23,17.36,4.26,3.46,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-10,31.12,28.9,32.66,15.49,14.28,17.4,4.27,3.47,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-11,31.07,28.84,32.65,15.52,14.27,17.44,4.28,3.48,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-12,31.03,28.79,32.67,15.55,14.28,17.47,4.28,3.49,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,14.0,5.0,0.0,0.0,0.0
2021-09-13,30.98,28.73,32.69,15.57,14.29,17.51,4.29,3.49,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-14,30.94,28.68,32.71,15.6,14.29,17.55,4.3,3.49,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-15,30.89,28.63,32.73,15.63,14.27,17.58,4.3,3.48,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-16,30.84,28.54,32.79,15.66,14.21,17.63,4.31,3.47,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-17,30.79,28.49,32.81,15.69,14.19,17.66,4.32,3.47,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-18,30.75,28.44,32.83,15.72,14.17,17.7,4.32,3.47,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-19,30.7,28.39,32.84,15.75,14.16,17.73,4.33,3.48,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-20,30.65,28.35,32.86,15.78,14.14,17.76,4.34,3.48,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-21,30.6,28.25,32.87,15.81,14.13,17.79,4.35,3.49,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-22,30.55,28.1,32.88,15.84,14.11,17.82,4.35,3.49,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-23,30.5,28.08,32.86,15.87,14.1,17.84,4.36,3.5,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-24,30.45,28.07,32.87,15.9,14.1,17.87,4.37,3.51,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-25,30.4,28.06,32.89,15.93,14.1,17.89,4.37,3.53,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-26,30.35,28.04,32.87,15.96,14.09,17.89,4.38,3.55,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-27,30.29,28.02,32.86,15.99,14.07,17.88,4.38,3.56,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-28,30.24,28.01,32.83,16.02,14.08,17.86,4.39,3.58,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-29,30.18,28.0,32.82,16.05,14.08,17.89,4.4,3.6,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-09-30,30.13,27.99,32.78,16.08,14.1,17.91,4.4,3.61,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-01,30.07,27.99,32.75,16.11,14.1,17.89,4.41,3.63,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-02,30.02,27.94,32.71,16.14,14.12,17.88,4.41,3.64,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-03,29.96,27.88,32.67,16.17,14.13,17.86,4.42,3.66,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-04,29.9,27.83,32.62,16.2,14.15,17.84,4.42,3.68,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-05,29.85,27.8,32.58,16.23,14.17,17.83,4.43,3.7,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-06,29.79,27.79,32.53,16.26,14.19,17.81,4.43,3.73,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-07,29.73,27.78,32.47,16.29,14.21,17.8,4.44,3.75,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-08,29.68,27.85,32.4,16.32,14.24,17.62,4.44,3.8,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-09,29.62,27.83,32.33,16.35,14.27,17.61,4.44,3.81,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-10,29.56,27.81,32.26,16.38,14.29,17.63,4.45,3.82,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-11,29.5,27.79,32.19,16.41,14.33,17.65,4.45,3.83,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,18.0,5.0,0.0,0.0,0.0
2021-10-12,29.44,27.78,32.11,16.44,14.36,17.67,4.45,3.85,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-13,29.38,27.75,32.04,16.47,14.39,17.68,4.46,3.86,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-14,29.32,27.72,31.93,16.5,14.43,17.7,4.46,3.88,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-15,29.27,27.7,31.84,16.53,14.46,17.72,4.46,3.89,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-16,29.21,27.66,31.75,16.56,14.5,17.73,4.47,3.9,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-17,29.15,27.63,31.65,16.58,14.54,17.72,4.47,3.91,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-18,29.09,27.61,31.54,16.61,14.58,17.71,4.47,3.92,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-19,29.03,27.61,31.43,16.64,14.62,17.71,4.47,3.92,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-20,28.97,27.58,31.32,16.67,14.67,17.73,4.47,3.93,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-21,28.91,27.56,31.19,16.69,14.71,17.75,4.47,3.94,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-22,28.85,27.54,31.09,16.72,14.77,17.75,4.46,3.94,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-23,28.8,27.5,31.01,16.74,14.81,17.76,4.46,3.95,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-24,28.74,27.49,30.93,16.77,14.87,17.79,4.45,3.95,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-25,28.68,27.48,30.84,16.79,14.92,17.8,4.45,3.96,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-26,28.63,27.46,30.75,16.81,14.97,17.82,4.44,3.96,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-27,28.57,27.46,30.67,16.83,15.02,17.86,4.43,3.97,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-28,28.52,27.44,30.57,16.85,15.07,17.84,4.42,3.97,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-29,28.46,27.44,30.48,16.86,15.11,17.84,4.41,3.97,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-30,28.41,27.44,30.38,16.88,15.15,17.84,4.4,3.96,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-10-31,28.36,27.44,30.22,16.89,15.19,17.84,4.38,3.96,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-11-01,28.31,27.44,30.04,16.91,15.23,17.83,4.37,3.95,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-11-02,28.26,27.43,29.94,16.92,15.28,17.83,4.35,3.92,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-11-03,28.22,27.43,29.84,16.93,15.32,17.81,4.34,3.91,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-11-04,28.17,27.43,29.74,16.94,15.37,17.79,4.32,3.9,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-11-05,28.13,27.42,29.62,16.95,15.42,17.77,4.3,3.89,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-11-06,28.08,27.4,29.52,16.96,15.46,17.76,4.28,3.88,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-11-07,28.04,27.4,29.4,16.96,15.51,17.74,4.27,3.87,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,4.0,0.0,0.0,0.0
2021-11-08,28.0,27.38,29.28,16.97,15.55,17.72,4.25,3.85,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-11-09,27.96,27.37,29.16,16.98,15.58,17.71,4.23,3.83,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
